"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","P.Rivers","","30","0.433","0.961","0.961","66.7%","73.1","57.9","15.2","11.0"
"2","D.Brees","","37","0.347","0.655","0.572","70.3%","80.0","64.4","15.6","8.9"
"3","E.Manning","","40","0.302","0.565","0.565","55.0%","72.7","60.5","12.2","7.0"
"4","M.Flynn","","50","0.242","0.440","0.399","56.0%","70.5","62.5","7.9","8.8"
"5","T.Brady","","41","0.176","0.384","0.384","58.5%","65.7","66.8","-1.1","7.7"
"6","C.Palmer","","48","0.216","0.360","0.360","54.2%","65.1","57.7","7.4","12.3"
"7","M.Stafford","","63","0.188","0.346","0.336","55.6%","61.0","57.9","3.1","11.4"
"8","J.Flacco","","23","0.226","0.225","0.225","56.5%","78.9","61.2","17.7","8.6"
"9","A.Smith","","34","0.109","0.171","0.171","38.2%","66.7","66.4","0.2","4.9"
"10","M.Vick","","44","0.117","0.151","0.150","54.5%","61.5","58.6","3.0","11.5"
"11","M.Hasselbeck","","38","0.079","0.125","0.125","44.7%","62.9","64.9","-2.0","9.4"
"12","K.Clemens","","36","-0.004","0.119","0.119","41.7%","45.2","61.8","-16.7","12.0"
"13","B.Roethlisberger","","44","0.067","0.104","0.104","47.7%","57.5","60.3","-2.8","6.5"
"14","D.Orlovsky","","44","0.096","0.073","0.064","54.5%","67.5","63.0","4.5","7.0"
"15","K.Orton","","30","0.001","0.052","0.052","40.0%","51.7","63.1","-11.4","8.8"
"16","A.Dalton","","51","-0.024","-0.019","-0.019","37.3%","52.4","63.8","-11.4","8.3"
"17","J.Skelton","","46","0.029","0.027","-0.033","43.5%","55.0","59.6","-4.6","11.5"
"18","J.Delhomme","","31","0.058","-0.012","-0.038","48.4%","66.7","63.7","3.0","8.0"
"19","M.Moore","","34","0.071","-0.041","-0.041","38.2%","68.8","61.9","6.9","7.7"
"20","R.Fitzpatrick","","55","0.056","0.035","-0.056","52.7%","63.0","63.1","-0.1","8.7"
"21","C.Newton","","33","0.039","-0.047","-0.107","48.5%","65.2","63.9","1.3","7.5"
"22","T.Romo","","46","0.071","-0.109","-0.109","50.0%","78.4","69.9","8.5","5.5"
"23","J.Freeman","","50","0.046","-0.093","-0.162","52.0%","70.5","66.8","3.7","7.2"
"24","M.Sanchez","","37","0.043","-0.057","-0.166","45.9%","65.6","63.3","2.3","5.7"
"25","J.McCown","","36","0.018","-0.171","-0.171","36.1%","60.0","61.1","-1.1","9.0"
"26","J.Webb","","38","-0.022","-0.179","-0.179","34.2%","53.1","61.7","-8.6","9.0"
"27","R.Grossman","","48","-0.034","-0.195","-0.195","31.3%","48.9","59.6","-10.7","10.0"
"28","T.Jackson","","43","0.025","-0.165","-0.199","32.6%","60.0","59.9","0.1","11.1"
"29","S.Wallace","","44","-0.081","-0.226","-0.226","34.1%","41.0","60.6","-19.6","8.1"
"30","B.Gabbert","","22","0.006","-0.307","-0.347","27.3%","57.9","62.4","-4.5","6.7"
