"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","M.Schaub","","18","0.397","0.901","0.901","66.7%","73.3","61.6","11.8","6.6"
"2","T.Romo","","27","0.402","0.700","0.700","55.6%","88.5","65.1","23.4","7.3"
"3","A.Rodgers","","41","0.318","0.545","0.545","53.7%","82.1","65.9","16.3","6.1"
"4","C.Palmer","","24","0.296","0.517","0.507","58.3%","70.0","56.3","13.7","11.2"
"5","T.Brady","","43","0.234","0.442","0.442","51.2%","68.4","62.1","6.4","8.8"
"6","E.Manning","","44","0.186","0.291","0.291","47.7%","65.0","59.0","6.0","10.3"
"7","D.Brees","","45","0.169","0.250","0.250","48.9%","69.8","64.1","5.7","8.7"
"8","M.Hasselbeck","","33","0.104","0.220","0.210","51.5%","57.7","61.8","-4.1","7.5"
"9","B.Roethlisberger","","39","0.169","0.172","0.172","48.7%","63.6","52.5","11.1","10.7"
"10","T.Jackson","","32","0.157","0.171","0.171","43.8%","65.4","56.5","8.9","8.5"
"11","M.Ryan","","57","0.058","0.084","0.077","52.6%","58.0","61.1","-3.1","11.5"
"12","A.Smith","","37","0.081","0.070","0.070","48.6%","63.3","61.3","2.0","8.8"
"13","J.Skelton","","48","0.051","0.108","0.063","45.8%","53.8","59.8","-6.0","9.1"
"14","M.Moore","","34","0.122","0.077","0.057","44.1%","69.0","60.0","9.0","8.9"
"15","J.Flacco","","61","0.040","0.087","0.043","50.8%","55.8","62.4","-6.6","8.4"
"16","S.Bradford","","30","0.030","-0.014","-0.023","46.7%","60.0","62.0","-2.0","7.6"
"17","C.McCoy","","36","0.094","-0.045","-0.045","38.9%","76.9","65.9","11.1","6.3"
"18","B.Gabbert","","26","0.022","-0.042","-0.046","42.3%","66.7","68.6","-2.0","4.0"
"19","P.Rivers","","54","-0.014","-0.075","-0.075","38.9%","52.3","59.8","-7.5","10.2"
"20","R.Grossman","","37","0.062","-0.150","-0.175","48.6%","65.6","58.8","6.8","8.4"
"21","A.Dalton","","32","-0.005","-0.209","-0.209","37.5%","55.6","61.3","-5.7","9.1"
"22","C.Newton","","55","-0.014","-0.218","-0.218","32.7%","59.0","66.3","-7.3","8.2"
"23","C.Ponder","","41","-0.051","-0.255","-0.255","29.3%","48.5","62.9","-14.5","8.7"
"24","J.Cutler","","26","-0.019","-0.252","-0.269","38.5%","47.4","56.0","-8.6","10.7"
"25","M.Sanchez","","51","0.005","-0.224","-0.277","43.1%","52.6","56.6","-4.0","9.9"
"26","M.Stafford","","66","-0.010","-0.204","-0.288","39.4%","53.2","59.7","-6.4","7.1"
"27","M.Vick","","48","-0.048","-0.295","-0.295","35.4%","48.5","62.7","-14.2","9.9"
"28","M.Cassel","","38","-0.033","-0.314","-0.314","36.8%","46.4","58.1","-11.7","9.1"
"29","R.Fitzpatrick","","40","0.052","-0.277","-0.389","45.0%","69.0","64.9","4.0","7.3"
"30","C.Painter","","24","0.043","-0.463","-0.463","33.3%","68.4","67.7","0.8","6.6"
"31","J.Freeman","","42","-0.059","-0.465","-0.485","28.6%","46.9","64.6","-17.8","7.2"
