"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","A.Rodgers","","35","0.335","0.680","0.680","60.0%","72.4","60.3","12.1","8.7"
"2","M.Stafford","","41","0.341","0.618","0.618","68.3%","80.6","64.0","16.5","9.9"
"3","C.Newton","","24","0.243","0.593","0.593","50.0%","70.6","70.4","0.2","3.8"
"4","D.Brees","","41","0.189","0.401","0.376","48.8%","60.5","60.1","0.5","11.3"
"5","M.Vick","","36","0.188","0.354","0.354","47.2%","62.1","59.3","2.7","10.1"
"6","J.McCown","","36","0.205","0.323","0.306","66.7%","67.9","60.3","7.6","9.1"
"7","C.Palmer","","29","0.163","0.291","0.274","55.2%","61.5","59.7","1.8","10.1"
"8","C.Batch","","23","0.154","0.193","0.193","47.8%","68.2","61.2","7.0","8.2"
"9","C.Ponder","","18","0.093","0.187","0.187","50.0%","61.5","65.3","-3.8","6.8"
"10","M.Moore","","40","0.098","0.182","0.182","37.5%","50.0","52.6","-2.6","13.9"
"11","J.Flacco","","27","0.020","0.137","0.137","29.6%","45.8","59.4","-13.5","9.2"
"12","M.Ryan","","55","0.111","0.108","0.108","49.1%","69.4","64.5","4.9","8.2"
"13","A.Smith","","34","0.062","0.104","0.104","41.2%","53.8","57.6","-3.8","9.6"
"14","D.Orlovsky","","48","0.086","0.127","0.103","52.1%","57.5","58.4","-0.9","10.1"
"15","T.Brady","","57","0.037","0.101","0.101","49.1%","58.7","66.7","-8.0","6.3"
"16","J.Freeman","","52","0.116","0.064","0.049","57.7%","73.7","64.9","8.8","7.8"
"17","A.Dalton","","41","0.086","0.039","0.039","46.3%","62.1","57.1","5.0","7.4"
"18","K.Orton","","43","0.042","0.051","0.013","60.5%","58.3","62.1","-3.7","7.6"
"19","R.Fitzpatrick","","31","-0.003","0.002","0.002","48.4%","55.6","64.5","-8.9","4.8"
"20","M.Hasselbeck","","43","0.050","-0.045","-0.056","51.2%","60.0","56.9","3.1","12.4"
"21","R.Grossman","","44","0.038","-0.017","-0.063","52.3%","65.0","65.3","-0.3","7.5"
"22","E.Manning","","29","-0.096","-0.057","-0.085","27.6%","33.3","56.4","-23.0","11.1"
"23","S.McGee","","46","0.034","-0.103","-0.103","37.0%","63.2","61.5","1.6","6.2"
"24","B.Gabbert","","44","-0.039","-0.115","-0.115","34.1%","50.0","61.4","-11.4","7.9"
"25","P.Rivers","","54","-0.025","-0.082","-0.141","40.7%","52.8","62.2","-9.4","9.3"
"26","S.Wallace","","39","-0.007","-0.144","-0.161","38.5%","57.6","63.1","-5.5","7.2"
"27","T.Jackson","","36","0.010","-0.189","-0.189","38.9%","55.6","58.4","-2.8","9.1"
"28","M.Sanchez","","73","-0.054","-0.199","-0.219","32.9%","52.6","67.0","-14.4","7.1"
"29","T.Yates","","21","0.089","-0.217","-0.256","47.6%","81.3","69.9","11.4","7.6"
"30","J.Skelton","","52","-0.002","-0.282","-0.282","38.5%","53.5","59.1","-5.7","10.4"
"31","K.Clemens","","31","-0.094","-0.361","-0.361","38.7%","37.5","60.6","-23.1","9.9"
