"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","M.Moore","","24","0.365","0.673","0.673","66.7%","73.9","56.0","17.9","9.7"
"2","A.Rodgers","","41","0.322","0.427","0.427","56.1%","80.8","57.5","23.3","9.5"
"3","J.Flacco","","53","0.207","0.404","0.404","50.9%","60.9","57.2","3.6","9.9"
"4","T.Romo","","35","0.187","0.394","0.394","51.4%","61.3","60.9","0.4","9.4"
"5","J.Cutler","","37","0.177","0.384","0.384","48.6%","58.1","59.0","-0.9","10.6"
"6","M.Sanchez","","33","0.217","0.374","0.342","57.6%","71.4","64.6","6.9","7.5"
"7","M.Ryan","","29","0.167","0.348","0.312","48.3%","58.3","59.1","-0.8","10.8"
"8","D.Brees","","38","0.207","0.293","0.272","63.2%","77.1","67.4","9.7","6.1"
"9","A.Dalton","","45","0.117","0.257","0.257","46.7%","57.9","62.2","-4.3","6.2"
"10","B.Roethlisberger","","41","0.114","0.285","0.254","48.8%","54.1","60.7","-6.7","10.6"
"11","C.Palmer","","42","0.129","0.227","0.227","50.0%","54.3","54.2","0.1","13.0"
"12","J.Freeman","","46","0.147","0.175","0.175","52.2%","73.0","66.0","6.9","5.6"
"13","A.Smith","","29","0.160","0.169","0.169","58.6%","70.8","61.3","9.6","8.2"
"14","M.Hasselbeck","","47","0.074","0.145","0.145","42.6%","58.5","62.8","-4.2","8.1"
"15","E.Manning","","44","0.073","0.116","0.107","47.7%","51.3","53.7","-2.5","9.9"
"16","P.Rivers","","53","0.102","0.172","0.040","52.8%","59.1","60.2","-1.1","9.0"
"17","J.Skelton","","44","0.028","0.016","0.016","43.2%","58.8","62.8","-4.0","10.4"
"18","T.Brady","","52","0.026","0.016","0.016","44.2%","57.1","61.5","-4.3","9.4"
"19","R.Fitzpatrick","","36","-0.005","0.010","0.010","38.9%","48.4","58.0","-9.7","9.0"
"20","M.Vick","","45","0.017","0.030","-0.019","51.1%","58.3","65.2","-6.9","7.6"
"21","T.Jackson","","33","0.062","0.018","-0.041","45.5%","60.7","58.8","2.0","11.2"
"22","S.Bradford","","43","0.034","-0.067","-0.067","53.5%","63.9","62.9","1.0","11.8"
"23","C.McCoy","","30","0.030","-0.085","-0.085","50.0%","63.6","62.9","0.8","8.1"
"24","J.Beck","","54","0.008","-0.101","-0.101","44.4%","65.2","68.3","-3.1","5.1"
"25","M.Cassel","","58","-0.017","-0.146","-0.146","41.4%","51.3","58.7","-7.5","9.2"
"26","M.Schaub","","24","0.020","-0.140","-0.147","41.7%","63.6","64.3","-0.7","5.2"
"27","C.Painter","","30","-0.059","-0.350","-0.350","30.0%","48.1","64.9","-16.8","8.2"
