"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","C.Batch","","18","0.333","0.637","0.637","61.1%","75.0","61.0","14.0","9.6"
"2","M.Sanchez","","31","0.197","0.507","0.507","48.4%","55.6","59.3","-3.8","10.5"
"3","J.Flacco","","31","0.281","0.496","0.496","51.6%","71.0","58.8","12.1","9.3"
"4","T.Brady","","32","0.283","0.465","0.465","56.3%","77.8","63.6","14.2","9.9"
"5","T.Romo","","33","0.306","0.450","0.450","63.6%","79.3","60.2","19.1","9.0"
"6","M.Vick","","39","0.199","0.405","0.405","43.6%","56.7","54.7","2.0","11.4"
"7","M.Ryan","","41","0.216","0.392","0.392","48.8%","67.9","62.2","5.7","8.1"
"8","P.Manning","","45","0.224","0.371","0.371","44.4%","62.8","54.4","8.4","10.8"
"9","A.Rodgers","","52","0.275","0.331","0.331","59.6%","81.0","61.2","19.8","9.1"
"10","V.Young","","22","0.177","0.324","0.324","50.0%","62.5","60.1","2.4","11.3"
"11","M.Cassel","","28","0.163","0.273","0.273","46.4%","61.5","58.5","3.0","8.9"
"12","C.Henne","","48","0.136","0.239","0.239","50.0%","59.1","58.7","0.4","10.2"
"13","J.Cutler","","38","0.140","0.239","0.239","50.0%","59.3","58.2","1.1","9.9"
"14","D.Brees","","40","0.207","0.230","0.230","57.5%","81.1","67.2","13.9","8.1"
"15","P.Rivers","","58","0.149","0.250","0.229","44.8%","58.0","55.9","2.1","11.8"
"16","R.Fitzpatrick","","33","0.188","0.234","0.212","57.6%","71.4","61.2","10.2","8.8"
"17","S.Bradford","","41","0.065","0.171","0.171","56.1%","61.1","68.8","-7.7","5.3"
"18","K.Orton","","61","0.108","0.152","0.118","45.9%","64.9","63.7","1.2","8.1"
"19","M.Schaub","","41","0.105","0.114","0.114","56.1%","71.9","68.5","3.4","7.6"
"20","S.Wallace","","28","0.127","0.076","0.076","50.0%","75.0","65.1","9.9","6.3"
"21","B.Gradkowski","","45","0.049","0.071","0.071","35.6%","50.0","53.9","-3.9","11.6"
"22","M.Hasselbeck","","37","0.057","0.036","0.036","45.9%","61.3","61.4","-0.1","9.0"
"23","D.McNabb","","36","0.045","0.024","0.024","44.4%","61.3","62.8","-1.5","10.2"
"24","D.Anderson","","32","-0.030","-0.022","-0.022","43.8%","48.0","60.4","-12.4","9.1"
"25","S.Hill","","48","0.043","-0.055","-0.098","52.1%","67.4","65.2","2.2","6.1"
"26","E.Manning","","52","0.075","-0.082","-0.098","51.9%","70.8","62.1","8.7","8.8"
"27","B.Favre","","40","0.041","-0.041","-0.116","52.5%","69.7","68.4","1.3","5.8"
"28","A.Smith","","50","-0.014","-0.132","-0.132","34.0%","54.8","61.7","-6.9","5.6"
"29","C.Palmer","","41","-0.035","-0.154","-0.176","43.9%","51.4","62.0","-10.7","6.7"
"30","J.Clausen","","43","-0.022","-0.324","-0.338","32.6%","50.0","59.8","-9.8","8.1"
"31","J.Freeman","","38","0.030","-0.168","-0.357","42.1%","69.0","67.9","1.1","5.6"
"32","D.Garrard","","46","-0.053","-0.473","-0.473","26.1%","43.3","60.0","-16.7","9.0"
