"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","M.Cassel","","33","0.288","0.639","0.639","60.6%","69.0","63.1","5.8","5.9"
"2","K.Collins","","20","0.271","0.567","0.567","60.0%","68.8","62.2","6.5","5.6"
"3","D.Brees","","34","0.242","0.471","0.471","55.9%","65.6","59.3","6.3","11.4"
"4","K.Kolb","","33","0.291","0.471","0.451","57.6%","79.3","64.2","15.2","8.1"
"5","B.Roethlisberger","","29","0.257","0.533","0.430","55.2%","59.3","53.4","5.9","12.7"
"6","M.Schaub","","36","0.264","0.413","0.413","50.0%","78.1","64.7","13.4","7.1"
"7","P.Manning","","39","0.187","0.317","0.306","56.4%","65.8","61.1","4.7","10.3"
"8","J.Flacco","","44","0.213","0.272","0.272","45.5%","77.1","65.0","12.2","6.0"
"9","S.Hill","","15","0.133","0.232","0.232","46.7%","60.0","59.6","0.4","6.9"
"10","J.Freeman","","47","0.102","0.224","0.224","53.2%","58.1","62.9","-4.7","8.5"
"11","K.Orton","","39","0.053","0.209","0.209","46.2%","41.2","53.7","-12.5","15.2"
"12","C.Henne","","41","0.133","0.205","0.202","48.8%","63.9","61.7","2.2","8.1"
"13","A.Rodgers","","43","0.116","0.176","0.176","41.9%","62.1","60.9","1.1","10.7"
"14","E.Manning","","35","0.108","0.099","0.099","45.7%","69.0","64.0","4.9","7.2"
"15","M.Hasselbeck","","40","0.071","0.074","0.074","42.5%","62.5","62.6","-0.1","6.8"
"16","T.Romo","","37","0.107","0.065","0.059","43.2%","75.0","68.0","7.0","2.1"
"17","D.Stanton","","39","0.027","0.057","0.057","41.0%","59.4","66.3","-6.9","6.7"
"18","A.Smith","","38","0.020","0.056","0.056","36.8%","51.6","59.7","-8.1","7.5"
"19","M.Sanchez","","35","0.029","0.041","0.041","37.1%","56.7","62.1","-5.5","8.9"
"20","S.Bradford","","39","-0.003","0.033","0.033","41.0%","58.1","68.9","-10.8","6.6"
"21","M.Ryan","","49","0.019","0.010","0.010","38.8%","54.8","60.1","-5.3","9.6"
"22","T.Edwards","","34","0.008","-0.000","-0.001","50.0%","58.3","65.0","-6.7","6.3"
"23","T.Brady","","50","0.024","-0.011","-0.011","44.0%","61.4","64.5","-3.2","7.7"
"24","D.McNabb","","50","0.030","-0.033","-0.047","52.0%","64.4","65.4","-0.9","8.4"
"25","C.McCoy","","42","0.085","-0.058","-0.058","38.1%","69.7","59.8","9.9","9.1"
"26","J.Cutler","","48","-0.048","-0.085","-0.085","37.5%","43.6","57.1","-13.5","10.7"
"27","P.Rivers","","46","0.008","-0.126","-0.126","39.1%","59.5","62.3","-2.8","9.9"
"28","B.Favre","","25","0.065","-0.176","-0.214","44.0%","73.7","66.3","7.4","7.3"
"29","J.Campbell","","31","-0.079","-0.315","-0.315","32.3%","38.1","58.0","-19.9","8.8"
