"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","T.Brady","","36","0.223","0.361","0.361","50.0%","71.4","62.6","8.8","7.3"
"2","P.Manning","","60","0.208","0.331","0.331","56.7%","70.2","62.5","7.6","8.0"
"3","D.Garrard","","27","0.246","0.329","0.329","40.7%","76.2","61.6","14.6","7.7"
"4","V.Young","","23","0.211","0.309","0.295","47.8%","76.5","67.0","9.5","7.2"
"5","M.Vick","","39","0.162","0.272","0.272","53.8%","66.7","63.8","2.9","6.6"
"6","M.Hasselbeck","","29","0.232","0.269","0.267","51.7%","78.3","62.5","15.8","5.7"
"7","K.Orton","","39","0.180","0.264","0.264","51.3%","63.6","56.9","6.7","9.8"
"8","E.Manning","","36","0.170","0.201","0.187","58.3%","66.7","57.4","9.3","10.0"
"9","J.Cutler","","49","0.146","0.181","0.169","55.1%","65.7","59.4","6.3","9.4"
"10","D.Anderson","","46","0.105","0.160","0.160","39.1%","55.0","54.8","0.2","10.6"
"11","P.Rivers","","43","0.087","0.156","0.156","41.9%","56.4","59.2","-2.8","8.5"
"12","M.Stafford","","16","0.139","0.126","0.126","37.5%","73.3","64.5","8.9","5.1"
"13","C.Palmer","","56","0.150","0.198","0.111","51.8%","68.0","62.3","5.7","7.8"
"14","J.Flacco","","49","0.089","0.154","0.089","44.9%","52.6","54.9","-2.3","10.5"
"15","A.Rodgers","","38","0.086","0.076","0.076","52.6%","63.3","60.8","2.6","10.7"
"16","T.Romo","","52","0.061","0.003","0.003","40.4%","66.0","63.2","2.7","8.0"
"17","D.Brees","","39","0.099","-0.025","-0.025","35.9%","77.1","66.0","11.2","7.1"
"18","M.Schaub","","20","-0.020","-0.014","-0.033","50.0%","52.9","64.0","-11.0","9.0"
"19","C.Henne","","40","0.024","-0.042","-0.042","40.0%","61.8","63.4","-1.6","6.4"
"20","M.Ryan","","51","0.026","-0.056","-0.056","47.1%","62.8","63.6","-0.8","8.8"
"21","D.McNabb","","37","-0.045","-0.056","-0.056","35.1%","48.4","62.1","-13.7","8.2"
"22","J.Freeman","","35","0.040","-0.056","-0.056","40.0%","60.7","59.0","1.8","12.3"
"23","D.Dixon","","31","0.054","-0.081","-0.081","41.9%","69.2","64.4","4.9","8.0"
"24","J.Campbell","","47","0.001","-0.125","-0.170","34.0%","59.5","63.6","-4.1","6.5"
"25","B.Favre","","31","-0.009","-0.207","-0.207","32.3%","55.6","62.0","-6.4","10.0"
"26","T.Edwards","","40","0.002","-0.222","-0.222","32.5%","58.1","62.5","-4.4","6.9"
"27","S.Bradford","","58","-0.002","-0.201","-0.228","36.2%","58.2","63.3","-5.1","7.1"
"28","J.Delhomme","","38","0.008","-0.170","-0.256","34.2%","57.1","60.2","-3.1","10.1"
"29","M.Moore","","40","-0.046","-0.214","-0.257","37.5%","43.8","56.8","-13.1","8.1"
"30","A.Smith","","47","0.033","-0.264","-0.292","42.6%","60.5","59.6","0.8","8.0"
"31","M.Cassel","","23","-0.040","-0.322","-0.322","26.1%","47.6","60.6","-13.0","9.0"
"32","M.Sanchez","","26","-0.055","-0.590","-0.590","23.1%","47.6","65.8","-18.2","6.1"
"33","K.Kolb","","15","-0.024","-0.658","-0.658","13.3%","50.0","63.1","-13.1","8.1"
"34","S.Hill","","21","0.022","-0.590","-0.660","33.3%","50.0","54.2","-4.2","11.3"
