"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","T.Brady","","36","0.336","0.680","0.680","63.9%","75.0","62.7","12.3","9.0"
"2","M.Vick","","45","0.260","0.428","0.428","55.6%","68.8","56.9","11.9","8.0"
"3","A.Rodgers","","39","0.256","0.398","0.398","53.8%","72.4","59.7","12.7","9.0"
"4","D.Brees","","32","0.320","0.375","0.375","50.0%","82.8","57.2","25.6","9.2"
"5","C.Palmer","","38","0.184","0.273","0.273","50.0%","69.7","62.9","6.8","8.4"
"6","M.Schaub","","44","0.163","0.259","0.237","54.5%","64.7","60.8","3.9","8.6"
"7","J.Campbell","","27","0.177","0.209","0.209","48.1%","66.7","56.7","9.9","9.0"
"8","J.Kitna","","31","0.174","0.207","0.207","51.6%","72.0","62.6","9.4","8.8"
"9","D.Garrard","","27","0.128","0.204","0.204","55.6%","73.7","72.3","1.4","2.7"
"10","J.Cutler","","34","0.187","0.231","0.202","61.8%","80.8","70.5","10.3","6.6"
"11","B.Roethlisberger","","43","0.113","0.195","0.195","44.2%","57.9","58.6","-0.7","8.9"
"12","M.Ryan","","37","0.030","0.094","0.094","43.2%","50.0","58.9","-8.9","10.4"
"13","D.Stanton","","33","0.040","0.046","0.046","48.5%","66.7","70.6","-3.9","4.8"
"14","T.Smith","","32","-0.014","0.041","0.041","28.1%","40.0","53.2","-13.2","15.1"
"15","M.Cassel","","36","0.042","0.040","0.040","47.2%","60.7","63.8","-3.1","7.7"
"16","M.Hasselbeck","","35","0.058","0.038","0.038","48.6%","56.7","56.7","-0.0","10.8"
"17","S.Bradford","","34","0.046","0.015","0.015","41.2%","64.3","65.1","-0.8","5.3"
"18","P.Manning","","49","0.143","0.086","-0.009","49.0%","76.6","64.4","12.2","9.2"
"19","P.Rivers","","45","0.055","-0.015","-0.019","46.7%","60.5","57.8","2.7","11.7"
"20","J.Freeman","","44","-0.006","-0.019","-0.050","38.6%","50.0","58.2","-8.2","10.2"
"21","J.Delhomme","","38","0.103","-0.054","-0.054","36.8%","75.0","61.9","13.1","6.0"
"22","J.Flacco","","42","0.017","-0.016","-0.055","38.1%","51.5","55.8","-4.2","10.4"
"23","T.Jackson","","26","0.107","0.096","-0.060","53.8%","68.2","63.3","4.9","9.9"
"24","D.McNabb","","51","0.012","-0.068","-0.082","47.1%","59.1","62.1","-3.0","8.9"
"25","K.Collins","","35","-0.037","-0.161","-0.161","34.3%","46.7","57.9","-11.2","12.1"
"26","E.Manning","","27","0.006","-0.141","-0.200","44.4%","60.0","63.3","-3.3","7.0"
"27","C.Henne","","39","-0.038","-0.217","-0.257","38.5%","50.0","61.8","-11.8","9.6"
"28","J.Clausen","","40","-0.011","-0.300","-0.370","37.5%","52.9","60.4","-7.5","6.4"
"29","M.Sanchez","","38","-0.026","-0.390","-0.390","42.1%","51.5","62.6","-11.1","7.4"
"30","R.Fitzpatrick","","30","0.066","-0.327","-0.395","33.3%","65.2","59.0","6.2","9.3"
"31","D.Anderson","","23","-0.110","-0.418","-0.418","39.1%","35.0","61.6","-26.6","10.3"
"32","K.Orton","","33","-0.100","-0.468","-0.478","24.2%","32.1","57.3","-25.2","13.5"
