"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","K.Orton","","37","0.315","0.689","0.689","56.8%","71.4","63.4","8.0","7.3"
"2","P.Manning","","28","0.324","0.617","0.617","64.3%","76.9","63.4","13.5","8.0"
"3","P.Rivers","","31","0.317","0.559","0.559","64.5%","78.6","63.2","15.4","7.9"
"4","A.Rodgers","","33","0.265","0.499","0.499","57.6%","65.5","56.4","9.1","9.7"
"5","J.Freeman","","29","0.193","0.464","0.464","44.8%","52.2","54.3","-2.1","12.3"
"6","D.McNabb","","42","0.244","0.411","0.411","54.8%","73.7","63.8","9.8","10.1"
"7","M.Ryan","","41","0.158","0.348","0.348","51.2%","65.6","68.1","-2.5","6.7"
"8","J.Cutler","","36","0.292","0.343","0.343","44.4%","80.8","58.6","22.2","9.4"
"9","M.Schaub","","60","0.228","0.342","0.342","51.7%","73.1","62.5","10.6","9.1"
"10","M.Sanchez","","38","0.202","0.291","0.291","57.9%","70.0","61.0","9.0","8.8"
"11","D.Brees","","40","0.206","0.257","0.257","55.0%","77.8","65.9","11.9","4.6"
"12","M.Vick","","45","0.155","0.233","0.233","51.1%","61.8","57.5","4.3","11.3"
"13","A.Smith","","36","0.143","0.198","0.180","58.3%","71.9","67.3","4.6","6.8"
"14","B.Gradkowski","","26","0.101","0.179","0.179","53.8%","52.4","54.2","-1.8","11.7"
"15","M.Hasselbeck","","38","0.091","0.175","0.175","47.4%","57.1","60.5","-3.4","9.6"
"16","T.Brady","","40","0.094","0.210","0.167","52.5%","57.1","62.3","-5.2","10.4"
"17","S.Hill","","51","0.028","0.126","0.126","39.2%","55.6","66.8","-11.3","7.8"
"18","T.Romo","","51","0.092","0.098","0.081","49.0%","66.7","64.4","2.2","7.4"
"19","M.Cassel","","31","0.039","0.042","0.042","45.2%","57.1","60.9","-3.8","8.8"
"20","S.Bradford","","33","0.028","0.031","0.031","42.4%","56.0","61.1","-5.1","6.6"
"21","J.Campbell","","21","0.036","0.019","0.019","42.9%","53.3","56.2","-2.8","12.2"
"22","C.Henne","","20","0.024","0.002","0.002","40.0%","60.0","64.0","-4.0","8.2"
"23","K.Collins","","27","0.132","0.018","-0.005","55.6%","73.9","59.3","14.6","9.7"
"24","D.Garrard","","28","0.072","-0.042","-0.042","50.0%","68.2","61.1","7.1","10.8"
"25","C.Palmer","","38","-0.028","-0.065","-0.065","36.8%","47.1","57.4","-10.4","9.2"
"26","S.Wallace","","37","0.020","0.016","-0.076","35.1%","51.6","57.1","-5.5","12.8"
"27","L.McCown","","21","0.033","-0.150","-0.150","42.9%","57.9","56.3","1.6","10.0"
"28","E.Manning","","30","0.024","-0.220","-0.310","43.3%","54.2","54.6","-0.4","13.3"
"29","M.Moore","","21","-0.089","-0.326","-0.326","28.6%","37.5","59.5","-22.0","11.2"
"30","D.Anderson","","33","-0.009","-0.344","-0.358","39.4%","56.7","64.3","-7.6","10.7"
"31","B.Favre","","40","0.023","-0.327","-0.361","37.5%","61.1","62.6","-1.5","9.0"
"32","J.Flacco","","45","-0.038","-0.413","-0.421","24.4%","43.6","57.0","-13.4","10.8"
"33","T.Edwards","","27","0.041","-0.593","-0.607","33.3%","61.1","61.8","-0.7","1.6"
"34","C.Batch","","16","-0.016","-0.729","-0.729","18.8%","45.5","57.8","-12.3","10.0"
