"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","P.Rivers","","26","0.388","0.781","0.781","61.5%","79.2","62.7","16.5","6.1"
"2","K.Collins","","27","0.241","0.417","0.417","51.9%","60.9","51.9","9.0","14.1"
"3","E.Manning","","41","0.181","0.353","0.353","41.5%","60.5","59.0","1.5","10.9"
"4","C.McCoy","","31","0.262","0.340","0.340","58.1%","76.0","59.1","16.9","9.6"
"5","D.Stanton","","39","0.177","0.305","0.305","46.2%","65.7","62.2","3.5","6.9"
"6","M.Ryan","","41","0.160","0.305","0.305","53.7%","57.1","56.8","0.3","9.7"
"7","R.Fitzpatrick","","32","0.160","0.250","0.250","50.0%","61.5","57.6","3.9","9.2"
"8","J.Kitna","","45","0.170","0.248","0.248","51.1%","67.6","61.7","5.9","7.3"
"9","J.Cutler","","28","0.177","0.243","0.243","46.4%","63.6","56.0","7.6","10.8"
"10","J.Freeman","","44","0.157","0.232","0.232","43.2%","65.6","61.0","4.6","8.3"
"11","C.Palmer","","24","0.138","0.220","0.220","54.2%","63.6","61.5","2.2","8.2"
"12","M.Vick","","49","0.129","0.205","0.205","49.0%","61.8","60.3","1.5","9.2"
"13","J.Flacco","","24","0.069","0.204","0.204","33.3%","50.0","59.4","-9.4","9.8"
"14","M.Sanchez","","34","0.123","0.168","0.168","47.1%","65.5","62.6","2.9","8.0"
"15","P.Manning","","40","0.154","0.149","0.149","50.0%","74.4","64.5","9.9","7.8"
"16","R.Grossman","","49","0.094","0.159","0.137","49.0%","62.5","64.2","-1.7","6.8"
"17","M.Schaub","","63","0.114","0.123","0.123","54.0%","66.0","61.6","4.4","7.8"
"18","J.Campbell","","32","0.063","0.137","0.119","40.6%","57.7","63.4","-5.7","8.5"
"19","B.Roethlisberger","","47","0.065","0.090","0.090","40.4%","56.1","58.4","-2.3","11.2"
"20","C.Henne","","47","0.118","0.075","0.075","53.2%","75.0","66.5","8.5","6.7"
"21","M.Flynn","","49","0.114","0.126","0.075","49.0%","66.7","62.5","4.2","7.5"
"22","D.Brees","","51","0.069","0.063","0.063","49.0%","63.0","62.7","0.3","8.0"
"23","T.Brady","","27","0.060","0.052","0.052","37.0%","62.5","63.2","-0.7","7.7"
"24","D.Garrard","","47","0.094","0.015","-0.009","44.7%","64.9","57.0","7.9","10.1"
"25","M.Cassel","","37","-0.026","-0.012","-0.012","43.2%","53.6","65.8","-12.2","6.1"
"26","J.Clausen","","24","0.042","-0.058","-0.058","37.5%","68.4","66.2","2.3","6.2"
"27","C.Whitehurst","","20","-0.060","-0.067","-0.067","30.0%","50.0","66.0","-16.0","5.3"
"28","J.Webb","","37","-0.025","-0.105","-0.227","45.9%","57.7","66.7","-9.0","8.6"
"29","J.Skelton","","38","-0.006","-0.252","-0.254","36.8%","51.5","57.8","-6.3","9.6"
"30","S.Bradford","","48","-0.042","-0.280","-0.280","37.5%","50.0","62.9","-12.9","7.6"
"31","A.Smith","","36","0.053","-0.340","-0.340","36.1%","67.9","64.1","3.7","7.7"
"32","M.Hasselbeck","","19","0.030","-0.601","-0.785","31.6%","58.8","61.6","-2.8","11.4"
