"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"David Johnson",FA,"RB1","1","3","1.1","0.4","0"
"2",1,"Le'Veon Bell",FA,"RB2","1","3","1.9","0.4","0"
"3",1,"Antonio Brown",FA,"WR1","1","4","3.0","0.3","0"
"4",2,"Odell Beckham Jr.",BAL,"WR2","4","13","5.6","1.4","+1"
"5",2,"Julio Jones",FA,"WR3","3","16","5.7","1.9","-1"
"6",2,"LeSean McCoy",FA,"RB3","4","46","7.3","5.1","0"
"7",2,"A.J. Green",FA,"WR4","5","14","8.5","2.5","+1"
"8",2,"Mike Evans",TB,"WR5","4","16","8.9","2.8","-1"
"9",2,"Melvin Gordon III",FA,"RB4","4","23","9.4","3.2","+1"
"10",2,"Devonta Freeman",FA,"RB5","4","27","9.6","3.4","-1"
"11",2,"Jordy Nelson",FA,"WR6","6","16","10.7","2.8","0"
"12",3,"Jay Ajayi",FA,"RB6","4","44","14.0","5.7","+3"
"13",3,"DeMarco Murray",FA,"RB7","8","54","15.2","6.7","+1"
"14",3,"Michael Thomas",NO,"WR7","7","19","13.1","2.5","-2"
"15",3,"Jordan Howard",FA,"RB8","9","42","18.1","7.1","-2"
"16",3,"Dez Bryant",FA,"WR8","10","38","18.8","4.4","+5"
"17",3,"Doug Baldwin",FA,"WR9","12","31","19.3","3.5","+6"
"18",3,"Amari Cooper",CLE,"WR10","11","30","19.4","3.4","-1"
"19",3,"Todd Gurley II",FA,"RB9","9","56","20.6","7.3","-1"
"20",3,"Brandin Cooks",DAL,"WR11","12","45","21.5","6.6","-1"
"21",3,"Rob Gronkowski",FA,"TE1","12","50","22.0","5.4","-1"
"22",4,"T.Y. Hilton",FA,"WR12","7","48","25.3","7.9","+3"
"23",4,"Demaryius Thomas",FA,"WR13","18","47","25.4","5.6","+5"
"24",4,"DeAndre Hopkins",ARI,"WR14","14","47","26.1","6.5","+3"
"25",4,"Ezekiel Elliott",FA,"RB10","4","110","29.2","19.7","-9"
"26",4,"Keenan Allen",LAC,"WR15","14","60","30.0","7.9","+5"
"27",4,"Isaiah Crowell",FA,"RB11","12","53","31.0","9.8","+6"
"28",4,"Travis Kelce",KC,"TE2","20","60","34.8","7.3","+8"
"29",4,"Leonard Fournette",FA,"RB12","15","82","35.6","12.7","-5"
"30",5,"Terrelle Pryor Sr.",FA,"WR16","16","70","35.8","12.1","+2"
"31",5,"Alshon Jeffery",FA,"WR17","22","77","36.1","10.9","+6"
"32",5,"Michael Crabtree",FA,"WR18","23","69","37.5","9.3","+7"
"33",5,"Dalvin Cook",MIN,"RB13","12","76","37.8","15.1","+1"
"34",5,"Christian McCaffrey",SF,"RB14","15","64","38.0","12.2","-8"
"35",5,"Lamar Miller",FA,"RB15","15","107","38.6","13.0","-6"
"36",5,"Golden Tate",FA,"WR19","20","68","38.6","10.5","+9"
"37",5,"Larry Fitzgerald",FA,"WR20","21","83","39.4","12.2","+10"
"38",5,"Allen Robinson II",PIT,"WR21","22","68","40.6","10.9","+8"
"39",5,"Aaron Rodgers",NYJ,"QB1","23","359","41.2","37.2","-17"
"40",5,"Carlos Hyde",FA,"RB16","17","114","42.8","12.9","0"
"41",5,"Kareem Hunt",FA,"RB17","13","195","40.1","26.7","-3"
"42",5,"Ty Montgomery",NE,"RB18","15","86","44.1","14.5","0"
"43",5,"Davante Adams",LV,"WR22","20","89","45.0","13.6","-2"
"44",5,"Marshawn Lynch",FA,"RB19","15","101","45.8","16.7","-9"
"45",5,"Tom Brady",FA,"QB2","23","59","39.6","5.7","-15"
"46",5,"Greg Olsen",FA,"TE3","33","70","49.0","7.1","+2"
"47",6,"Jordan Reed",FA,"TE4","27","107","51.1","12.2","+3"
"48",6,"Stefon Diggs",BUF,"WR23","23","80","51.6","14.1","+8"
"49",6,"Jarvis Landry",FA,"WR24","18","80","52.0","16.5","+4"
"50",6,"Drew Brees",FA,"QB3","35","172","48.7","14.8","-7"
"51",6,"Tyreek Hill",MIA,"WR25","24","98","54.1","14.6","-2"
"52",6,"Emmanuel Sanders",FA,"WR26","31","95","54.3","12.8","+8"
"53",6,"Mark Ingram II",FA,"RB20","23","94","54.4","12.5","+1"
"54",6,"Bilal Powell",FA,"RB21","30","119","54.8","13.5","+4"
"55",6,"Joe Mixon",CIN,"RB22","22","151","55.3","18.1","-11"
"56",6,"Sammy Watkins",FA,"WR27","24","89","56.6","15.0","+3"
"57",6,"Martavis Bryant",FA,"WR28","25","113","58.1","15.9","-5"
"58",6,"Jamison Crowder",NYG,"WR29","30","96","58.3","13.3","+6"
"59",6,"Danny Woodhead",FA,"RB23","27","149","58.7","16.0","+8"
"60",6,"Jimmy Graham",FA,"TE5","37","107","59.7","12.8","-3"
"61",6,"Kelvin Benjamin",FA,"WR30","28","102","61.9","15.1","-10"
"62",6,"Ameer Abdullah",LV,"RB24","26","155","62.1","16.7","+3"
"63",6,"C.J. Anderson",FA,"RB25","33","114","63.4","14.6","-2"
"64",6,"Pierre Garcon",FA,"WR31","28","112","63.6","15.8","+4"
"65",6,"Russell Wilson",DEN,"QB4","39","104","60.8","10.2","-2"
"66",6,"Tevin Coleman",FA,"RB26","41","114","70.0","12.7","+3"
"67",7,"DeVante Parker",NE,"WR32","38","126","72.4","18.2","-5"
"68",7,"Matt Ryan",FA,"QB5","37","387","69.8","36.6","-13"
"69",7,"Brandon Marshall",FA,"WR33","36","102","72.7","14.5","-3"
"70",7,"Kyle Rudolph",FA,"TE6","34","126","75.7","14.2","0"
"71",7,"Tyler Eifert",FA,"TE7","50","116","76.5","15.0","+5"
"72",7,"Jeremy Maclin",FA,"WR34","33","131","75.5","16.3","+11"
"73",7,"Frank Gore",FA,"RB27","46","134","80.4","17.3","+4"
"74",7,"Kirk Cousins",MIN,"QB6","50","149","76.8","15.9","+7"
"75",7,"Zach Ertz",ARI,"TE8","31","141","82.3","17.8","0"
"76",7,"Theo Riddick",FA,"RB28","52","140","79.6","16.2","+3"
"77",7,"Marcus Mariota",PHI,"QB7","54","110","76.5","13.2","+8"
"78",7,"DeSean Jackson",FA,"WR35","59","126","85.7","13.4","+10"
"79",7,"Mike Gillislee",FA,"RB29","42","152","87.2","19.6","-6"
"80",7,"Delanie Walker",FA,"TE9","45","132","88.5","14.8","-6"
"81",7,"Jameis Winston",NO,"QB8","54","126","83.9","16.6","-3"
"82",7,"Doug Martin",FA,"RB30","43","158","87.3","21.8","-10"
"83",7,"Willie Snead IV",SF,"WR36","36","215","91.1","26.8","+1"
"84",7,"Tyrell Williams",FA,"WR37","34","180","91.3","21.4","+10"
"85",7,"Duke Johnson Jr.",FA,"RB31","52","139","85.9","17.7","+8"
"86",7,"Donte Moncrief",FA,"WR38","47","175","91.8","21.4","+32"
"87",7,"Eric Decker",FA,"WR39","47","189","92.8","21.1","+4"
"88",7,"Cam Newton",FA,"QB9","54","165","86.4","18.9","-1"
"89",7,"Randall Cobb",NYJ,"WR40","52","149","95.6","18.0","+3"
"90",8,"Adrian Peterson",FA,"RB32","50","187","94.8","24.4","-19"
"91",8,"Terrance West",FA,"RB33","52","220","92.7","23.9","+4"
"92",8,"Paul Perkins",FA,"RB34","56","227","95.8","24.0","-10"
"93",8,"Adam Thielen",CAR,"WR41","68","145","99.7","15.9","+4"
"94",8,"Andrew Luck",FA,"QB10","53","177","94.7","30.5","+2"
"95",8,"Jordan Matthews",FA,"WR42","41","176","101.7","22.5","+18"
"96",8,"Kenny Britt",FA,"WR43","58","186","99.7","18.3","+34"
"97",8,"Martellus Bennett",FA,"TE10","66","142","97.2","15.7","-8"
"98",8,"Mike Wallace",FA,"WR44","66","166","103.5","18.6","+33"
"99",8,"Derek Carr",NO,"QB11","56","151","97.6","17.5","-13"
"100",8,"Robert Kelley",FA,"RB35","47","168","102.7","24.4","-20"
"101",8,"Eric Ebron",FA,"TE11","76","146","106.1","17.1","+14"
"102",8,"Corey Coleman",FA,"WR45","65","179","103.3","18.4","+3"
"103",8,"Ben Roethlisberger",FA,"QB12","54","154","94.8","20.1","-1"
"104",8,"Hunter Henry",NE,"TE12","66","156","110.4","18.4","-1"
"105",8,"Dak Prescott",DAL,"QB13","63","151","103.6","18.5","+1"
"106",8,"James White",FA,"RB36","60","215","101.8","23.4","-2"
"107",8,"Philip Rivers",FA,"QB14","58","150","104.1","17.3","+5"
"108",8,"Matthew Stafford",LAR,"QB15","58","164","107.0","17.9","-1"
"109",8,"John Brown",FA,"WR46","61","191","110.8","23.6","+8"
"110",8,"Jack Doyle",FA,"TE13","77","237","116.2","20.0","+9"
"111",8,"Eddie Lacy",FA,"RB37","60","234","116.6","32.0","-13"
"112",8,"Derrick Henry",TEN,"RB38","75","194","111.4","20.9","-22"
"113",8,"Marvin Jones Jr.",DET,"WR47","67","219","120.3","23.2","-4"
"114",8,"Corey Davis",NYJ,"WR48","59","262","120.7","27.4","+24"
"115",8,"Jonathan Stewart",FA,"RB39","69","194","118.3","21.1","-5"
"116",8,"Darren Sproles",FA,"RB40","44","246","113.0","37.3","0"
"117",8,"Rishard Matthews",FA,"WR49","65","205","118.8","23.7","-6"
"118",8,"Matt Forte",FA,"RB41","75","215","119.0","23.0","-4"
"119",8,"Ted Ginn Jr.",FA,"WR50","66","254","119.7","30.7","+5"
"120",8,"LeGarrette Blount",FA,"RB42","71","177","122.5","25.4","-21"
"121",8,"Andy Dalton",CAR,"QB16","82","166","118.6","15.4","+6"
"122",9,"C.J. Prosise",FA,"RB43","58","186","118.4","27.5","0"
"123",9,"Chris Hogan",FA,"WR51","57","266","122.9","50.1","-22"
"124",9,"Coby Fleener",FA,"TE14","92","247","131.4","24.6","+25"
"125",9,"Jason Witten",FA,"TE15","90","198","127.1","19.5","+1"
"126",9,"Eli Manning",FA,"QB17","79","156","125.3","14.7","-1"
"127",9,"Kevin White",FA,"WR52","77","277","130.7","32.4","+1"
"128",9,"Thomas Rawls",FA,"RB44","78","224","134.4","30.9","-20"
"129",9,"Zay Jones",JAC,"WR53","73","265","133.3","33.3","+10"
"130",9,"Darren McFadden",FA,"RB45","76","283","133.7","43.7","-30"
"131",9,"Sterling Shepard",NYG,"WR54","86","217","139.5","27.3","+17"
"132",9,"Carson Palmer",FA,"QB18","110","193","137.9","15.2","+4"
"133",9,"Carson Wentz",FA,"QB19","107","189","141.9","16.8","+14"
"134",9,"Cole Beasley",FA,"WR55","62","236","143.6","34.2","+17"
"135",9,"Giovani Bernard",FA,"RB46","83","249","141.4","33.0","+11"
"136",9,"Tyrod Taylor",NYG,"QB20","79","197","139.0","26.4","+20"
"137",9,"Austin Hooper",LV,"TE16","87","241","141.9","23.8","-4"
"138",9,"Chosen Anderson",MIA,"WR56","98","245","146.4","32.9","+32"
"139",9,"C.J. Fiedorowicz",FA,"TE17","87","248","149.4","28.6","+68"
"140",9,"Jacquizz Rodgers",FA,"RB47","65","234","146.4","36.7","-17"
"141",9,"Cameron Brate",FA,"TE18","91","262","147.7","26.9","+21"
"142",9,"Shane Vereen",FA,"RB48","76","262","145.4","37.4","+27"
"143",9,"Rex Burkhead",FA,"RB49","88","252","145.9","39.0","-9"
"144",9,"Denver Broncos",DEN,"DST1","120","241","143.6","21.9","-9"
"145",9,"Jamaal Charles",FA,"RB50","73","251","147.1","37.8","-16"
"146",9,"Julius Thomas",FA,"TE19","108","262","153.2","26.2","+13"
"147",9,"Chris Thompson",FA,"RB51","81","266","145.7","32.7","+32"
"148",10,"Samaje Perine",DEN,"RB52","54","311","156.2","42.6","-8"
"149",10,"Alvin Kamara",NO,"RB53","82","242","151.7","33.6","-7"
"150",10,"Tyler Lockett",SEA,"WR57","106","234","156.8","27.2","+3"
"151",10,"Seattle Seahawks",SEA,"DST2","117","410","147.8","33.0","-1"
"152",10,"Josh Doctson",FA,"WR58","104","246","160.0","35.0","+9"
"153",10,"Jeremy Hill",FA,"RB54","64","246","153.0","33.6","-16"
"154",10,"Antonio Gates",FA,"TE20","113","248","161.6","23.6","+14"
"155",10,"Houston Texans",HOU,"DST3","119","192","146.7","14.6","+3"
"156",10,"Kansas City Chiefs",KC,"DST4","101","202","151.3","16.5","+1"
"157",10,"Jamaal Williams",NO,"RB55","73","235","159.6","34.3","-16"
"158",10,"Cooper Kupp",LAR,"WR59","80","280","159.6","42.1","-26"
"159",10,"Latavius Murray",BUF,"RB56","101","263","164.4","37.1","-7"
"160",10,"Kenny Stills",FA,"WR60","96","243","165.8","27.3","+14"
"161",10,"Joe Flacco",FA,"QB21","122","279","171.5","22.4","+14"
"162",10,"Marqise Lee",FA,"WR61","104","236","163.9","25.1","+16"
"163",10,"Minnesota Vikings",MIN,"DST5","125","204","160.0","15.6","+2"
"164",10,"Evan Engram",JAC,"TE21","117","261","171.9","28.7","-9"
"165",10,"Arizona Cardinals",ARI,"DST6","128","241","162.1","20.1","+1"
