"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Antonio Brown",FA,"WR1","1","4","1.2","0.5","0"
"2",1,"Julio Jones",FA,"WR2","1","6","2.4","0.8","0"
"3",1,"Odell Beckham Jr.",BAL,"WR3","2","10","4.2","1.8","0"
"4",2,"David Johnson",FA,"RB1","1","33","5.4","4.1","+3"
"5",2,"Todd Gurley II",FA,"RB2","2","23","7.4","4.2","-1"
"6",2,"A.J. Green",FA,"WR4","4","18","7.9","3.3","0"
"7",2,"DeAndre Hopkins",ARI,"WR5","4","20","8.7","3.5","-2"
"8",2,"Rob Gronkowski",FA,"TE1","5","40","11.0","6.8","+3"
"9",3,"Lamar Miller",FA,"RB3","2","33","11.4","5.5","+3"
"10",3,"Allen Robinson II",PIT,"WR6","5","21","11.7","3.8","-1"
"11",3,"Ezekiel Elliott",FA,"RB4","3","29","11.8","5.5","-3"
"12",3,"Adrian Peterson",FA,"RB5","3","36","11.9","5.6","-2"
"13",3,"Keenan Allen",LAC,"WR7","5","27","14.9","4.9","+2"
"14",3,"Brandon Marshall",FA,"WR8","6","39","16.7","5.7","+2"
"15",3,"Mike Evans",TB,"WR9","6","34","17.1","5.0","+3"
"16",3,"Dez Bryant",FA,"WR10","6","34","17.2","6.5","-2"
"17",3,"Devonta Freeman",FA,"RB6","3","74","17.7","9.9","0"
"18",4,"Alshon Jeffery",FA,"WR11","9","39","20.5","6.5","+2"
"19",4,"Jordy Nelson",FA,"WR12","9","38","21.1","5.9","0"
"20",4,"Mark Ingram II",FA,"RB7","8","43","21.7","6.7","+4"
"21",4,"Brandin Cooks",DAL,"WR13","8","44","22.7","6.6","+2"
"22",4,"Amari Cooper",CLE,"WR14","10","39","23.0","5.5","-1"
"23",4,"LeSean McCoy",FA,"RB8","11","41","23.9","7.0","+3"
"24",4,"Le'Veon Bell",FA,"RB9","3","73","18.5","9.3","-11"
"25",4,"Eddie Lacy",FA,"RB10","13","49","28.7","8.4","0"
"26",4,"Jarvis Landry",FA,"WR15","13","59","29.2","7.7","+5"
"27",4,"T.Y. Hilton",FA,"WR16","8","55","29.7","10.5","0"
"28",4,"Sammy Watkins",FA,"WR17","13","61","29.7","10.5","+1"
"29",5,"Demaryius Thomas",FA,"WR18","17","50","30.4","7.8","-1"
"30",5,"Doug Martin",FA,"RB11","14","62","31.9","8.9","0"
"31",5,"Randall Cobb",NYJ,"WR19","14","49","34.1","8.9","+4"
"32",5,"C.J. Anderson",FA,"RB12","16","86","34.2","10.7","+2"
"33",5,"Jordan Reed",FA,"TE2","24","66","38.0","7.1","-1"
"34",5,"Julian Edelman",FA,"WR20","19","69","38.3","11.5","+2"
"35",5,"Jeremy Maclin",FA,"WR21","24","64","38.4","8.8","+5"
"36",5,"Golden Tate",FA,"WR22","22","70","40.0","10.3","+9"
"37",5,"Latavius Murray",BUF,"RB13","16","92","42.3","12.9","+2"
"38",5,"Jamaal Charles",FA,"RB14","8","142","37.0","20.1","-16"
"39",5,"Matt Forte",FA,"RB15","23","91","43.3","11.5","-2"
