"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Adrian Peterson",FA,"RB1","1","6","1.4","0.9","0"
"2",1,"Doug Martin",FA,"RB2","1","9","2.9","1.8","0"
"3",1,"Jamaal Charles",FA,"RB3","2","14","4.7","2.6","0"
"4",2,"Calvin Johnson",FA,"WR1","3","9","5.3","1.6","+2"
"5",2,"C.J. Spiller",FA,"RB4","2","20","5.7","2.9","0"
"6",2,"LeSean McCoy",FA,"RB5","1","13","6.4","2.5","+2"
"7",2,"Ray Rice",FA,"RB6","2","25","6.8","3.4","0"
"8",2,"Arian Foster",FA,"RB7","2","33","9.3","5.8","-4"
"9",2,"Trent Richardson",FA,"RB8","3","29","9.4","6.2","+1"
"10",3,"Dez Bryant",FA,"WR2","9","19","12.6","2.3","+3"
"11",3,"A.J. Green",FA,"WR3","7","20","12.8","2.6","+3"
"12",3,"Brandon Marshall",FA,"WR4","8","21","12.8","2.9","+5"
"13",3,"Matt Forte",FA,"RB9","3","40","14.8","7.6","-2"
"14",3,"Demaryius Thomas",FA,"WR5","11","34","17.9","4.5","+9"
"15",3,"Julio Jones",FA,"WR6","7","33","18.4","4.1","+4"
"16",3,"Jimmy Graham",FA,"TE1","9","40","18.4","9.6","-1"
"17",3,"Marshawn Lynch",FA,"RB10","3","46","18.9","8.2","-8"
"18",4,"Andre Johnson",FA,"WR7","12","31","21.4","4.8","+12"
"19",4,"Darren Sproles",FA,"RB11","8","80","23.0","12.0","+10"
"20",4,"Larry Fitzgerald",FA,"WR8","14","42","23.1","6.4","+6"
"21",4,"Drew Brees",FA,"QB1","11","41","24.0","6.8","+1"
"22",4,"Steven Jackson",FA,"RB12","12","65","24.1","8.3","-6"
"23",4,"Reggie Bush",FA,"RB13","9","74","24.3","10.6","-3"
"24",4,"Aaron Rodgers",NYJ,"QB2","12","40","24.6","6.9","-3"
"25",4,"Roddy White",FA,"WR9","15","42","24.7","5.1","+7"
"26",4,"Randall Cobb",NYJ,"WR10","13","40","25.1","5.5","+5"
"27",4,"Alfred Morris",FA,"RB14","9","57","26.0","10.1","-15"
"28",4,"Victor Cruz",FA,"WR11","18","39","27.3","4.7","+6"
"29",4,"Chris Johnson",FA,"RB15","6","77","28.7","13.5","-11"
"30",5,"Maurice Jones-Drew",FA,"RB16","14","71","30.9","9.7","-5"
"31",5,"Reggie Wayne",FA,"WR12","16","56","33.2","9.2","+13"
