"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Le'Veon Bell",FA,"RB1","1","10","2.3","1.9","0"
"2",1,"Jamaal Charles",FA,"RB2","1","13","4.2","2.9","+2"
"3",1,"Antonio Brown",FA,"WR1","1","12","4.4","2.1","0"
"4",1,"Adrian Peterson",FA,"RB3","1","14","4.5","3.8","-2"
"5",1,"Eddie Lacy",FA,"RB4","1","15","5.3","3.2","0"
"6",2,"Julio Jones",FA,"WR2","2","21","7.4","2.5","+1"
"7",2,"Demaryius Thomas",FA,"WR3","4","21","9.0","3.0","+5"
"8",2,"Dez Bryant",FA,"WR4","3","22","9.5","3.7","0"
"9",2,"Rob Gronkowski",FA,"TE1","4","19","10.0","4.4","0"
"10",2,"Odell Beckham Jr.",BAL,"WR5","5","24","11.3","4.0","0"
"11",2,"Matt Forte",FA,"RB5","1","31","11.7","7.4","+2"
"12",3,"C.J. Anderson",FA,"RB6","1","32","12.2","5.0","-1"
"13",3,"Marshawn Lynch",FA,"RB7","3","25","13.3","4.0","-7"
"14",3,"A.J. Green",FA,"WR6","7","21","14.0","3.1","+3"
"15",3,"Calvin Johnson",FA,"WR7","6","23","14.4","3.9","-1"
"16",3,"Randall Cobb",NYJ,"WR8","4","25","15.9","4.0","+3"
"17",3,"Justin Forsett",FA,"RB8","3","44","18.4","7.5","+5"
"18",3,"Jeremy Hill",FA,"RB9","6","38","19.3","5.3","-2"
"19",3,"DeMarco Murray",FA,"RB10","3","41","19.9","6.0","-4"
"20",4,"Alshon Jeffery",FA,"WR9","9","52","22.3","7.9","+4"
"21",4,"T.Y. Hilton",FA,"WR10","14","39","24.1","5.9","+2"
"22",4,"Brandin Cooks",DAL,"WR11","9","47","24.2","6.8","+3"
"23",4,"Lamar Miller",FA,"RB11","8","55","25.2","8.1","+4"
"24",4,"LeSean McCoy",FA,"RB12","8","44","25.2","7.5","-4"
"25",4,"Mike Evans",TB,"WR12","10","50","26.2","8.8","+1"
"26",4,"DeAndre Hopkins",ARI,"WR13","10","62","26.7","7.5","+3"
"27",4,"Andrew Luck",FA,"QB1","20","48","27.9","3.9","-9"
"28",4,"Aaron Rodgers",NYJ,"QB2","23","50","29.4","4.5","-7"
"29",4,"Frank Gore",FA,"RB13","14","51","29.7","8.1","-1"
"30",4,"Jordan Matthews",FA,"WR14","14","56","30.9","9.4","+1"
"31",5,"Mark Ingram II",FA,"RB14","17","54","35.9","6.8","+1"
"32",5,"Emmanuel Sanders",FA,"WR15","18","77","36.8","11.1","+1"
"33",5,"Julian Edelman",FA,"WR16","20","65","38.3","10.4","+9"
"34",5,"Andre Ellington",FA,"RB15","14","136","38.8","17.3","+4"
"35",5,"Andre Johnson",FA,"WR17","21","65","39.4","9.6","+4"
"36",5,"Latavius Murray",BUF,"RB16","25","110","42.0","13.2","-1"
"37",5,"Jonathan Stewart",FA,"RB17","24","94","43.1","13.4","+11"
"38",5,"Keenan Allen",LAC,"WR18","28","70","43.2","10.5","+7"
"39",5,"C.J. Spiller",FA,"RB18","13","109","45.2","17.2","+17"
"40",5,"Amari Cooper",CLE,"WR19","26","111","45.3","12.9","0"
"41",5,"Ameer Abdullah",LV,"RB19","14","84","43.9","13.5","+3"
"42",5,"Jimmy Graham",FA,"TE2","25","85","46.1","13.3","-12"
"43",5,"Jarvis Landry",FA,"WR20","19","74","46.2","11.3","+7"
"44",5,"Golden Tate",FA,"WR21","25","69","46.9","10.8","-3"
"45",5,"Brandon Marshall",FA,"WR22","25","69","47.4","10.1","+12"
"46",6,"Melvin Gordon III",FA,"RB20","26","97","50.0","15.3","-12"
"47",6,"Greg Olsen",FA,"TE3","26","75","50.1","10.6","+2"
"48",6,"Alfred Morris",FA,"RB21","25","91","50.5","14.0","-12"
"49",6,"Jeremy Maclin",FA,"WR23","23","77","52.1","11.0","-2"
"50",6,"Allen Robinson II",PIT,"WR24","29","84","53.0","10.5","+12"
"51",6,"Carlos Hyde",FA,"RB22","32","111","53.7","14.9","-14"
"52",6,"Davante Adams",LV,"WR25","25","134","54.6","18.3","+11"
"53",6,"Russell Wilson",DEN,"QB3","28","105","54.9","13.1","+6"
"54",6,"Travis Kelce",KC,"TE4","28","94","55.6","12.9","-3"
"55",6,"Peyton Manning",FA,"QB4","36","113","56.7","12.1","-3"
"56",6,"Drew Brees",FA,"QB5","40","97","56.5","9.8","-3"
"57",6,"Doug Martin",FA,"RB23","26","106","58.7","18.3","+1"
"58",6,"T.J. Yeldon",FA,"RB24","33","114","59.7","18.3","-3"
"59",6,"Giovani Bernard",FA,"RB25","15","111","60.6","18.9","+7"
"60",6,"Chris Ivory",FA,"RB26","26","112","61.2","22.8","+8"
"61",6,"Sammy Watkins",FA,"WR26","39","121","63.4","13.4","-7"
"62",7,"Arian Foster",FA,"RB27","17","165","60.7","28.9","-19"
"63",7,"Ben Roethlisberger",FA,"QB6","44","105","62.8","13.1","-3"
"64",7,"DeSean Jackson",FA,"WR27","37","100","66.1","14.6","+1"
"65",7,"Vincent Jackson",FA,"WR28","40","102","66.8","11.8","+5"
"66",7,"Martellus Bennett",FA,"TE5","42","96","68.5","12.5","-2"
"67",7,"Steve Smith",FA,"WR29","43","115","71.0","11.6","+22"
"68",7,"Larry Fitzgerald",FA,"WR30","48","133","71.6","16.7","+18"
"69",7,"Anquan Boldin",FA,"WR31","46","131","74.4","16.7","+28"
"70",7,"Roddy White",FA,"WR32","43","119","74.6","15.7","+17"
"71",7,"Matt Ryan",FA,"QB7","48","105","73.5","12.2","0"
"72",7,"Eric Decker",FA,"WR33","51","132","75.9","16.6","+16"
"73",7,"LeGarrette Blount",FA,"RB28","37","131","78.4","17.9","+1"
"74",7,"Tony Romo",FA,"QB8","50","149","77.0","14.8","+6"
"75",7,"Todd Gurley II",FA,"RB29","38","162","77.4","21.3","-14"
"76",7,"Tom Brady",FA,"QB9","45","152","77.6","21.1","+3"
"77",7,"Charles Johnson",FA,"WR34","47","168","79.9","18.5","-4"
"78",7,"Nelson Agholor",BAL,"WR35","47","153","81.7","19.9","-9"
"79",7,"Kendall Wright",FA,"WR36","47","142","83.8","19.0","+20"
"80",7,"Shane Vereen",FA,"RB30","36","138","82.2","20.6","-5"
"81",7,"Mike Wallace",FA,"WR37","54","132","84.3","14.9","-3"
"82",7,"Joseph Randle",FA,"RB31","36","180","80.8","24.3","-36"
"83",7,"John Brown",FA,"WR38","46","115","84.6","15.5","-1"
"84",8,"Joique Bell",FA,"RB32","42","142","85.4","20.6","-12"
"85",8,"Rashad Jennings",FA,"RB33","35","167","85.7","19.9","-8"
