"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Christian McCaffrey",SF,"RB1","1","15","1.7","1.5","+1"
"2",1,"Austin Ekeler",LAC,"RB2","1","12","3.7","1.7","+1"
"3",1,"Jonathan Taylor",IND,"RB3","1","18","2.0","1.5","-2"
"4",1,"Dalvin Cook",MIN,"RB4","1","25","6.5","3.8","+3"
"5",1,"Justin Jefferson",MIN,"WR1","2","13","7.5","2.4","+1"
"6",2,"Cooper Kupp",LAR,"WR2","1","28","8.4","2.8","-2"
"7",2,"Najee Harris",PIT,"RB5","2","32","9.7","5.7","+1"
"8",2,"Derrick Henry",TEN,"RB6","1","31","10.0","6.7","-3"
"9",2,"D'Andre Swift",PHI,"RB7","3","38","10.7","5.8","+6"
"10",2,"Joe Mixon",CIN,"RB8","2","27","10.8","4.8","0"
"11",2,"Travis Kelce",KC,"TE1","9","30","11.3","4.6","+3"
"12",2,"Ja'Marr Chase",CIN,"WR3","4","29","11.3","2.8","-3"
"13",2,"Stefon Diggs",BUF,"WR4","6","23","13.1","2.2","-1"
"14",2,"Davante Adams",LV,"WR5","6","22","13.9","2.4","-3"
"15",2,"Alvin Kamara",NO,"RB9","2","62","14.3","7.7","-2"
"16",2,"Saquon Barkley",NYG,"RB10","3","38","14.8","7.3","+5"
"17",3,"Aaron Jones",GB,"RB11","4","41","16.3","6.0","0"
"18",3,"CeeDee Lamb",DAL,"WR6","10","33","17.3","3.6","0"
"19",3,"Mark Andrews",BAL,"TE2","9","52","19.7","6.3","+4"
"20",3,"Leonard Fournette",FA,"RB12","5","74","21.3","8.2","+4"
"21",3,"Tyreek Hill",MIA,"WR7","13","43","23.4","4.6","-2"
"22",3,"Mike Evans",TB,"WR8","13","39","24.2","4.9","+4"
"23",3,"Javonte Williams",DEN,"RB13","7","64","24.6","6.8","+2"
"24",3,"Keenan Allen",LAC,"WR9","14","47","25.8","5.8","+3"
"25",4,"Michael Pittman Jr.",IND,"WR10","14","66","26.8","7.0","+8"
"26",4,"Deebo Samuel",SF,"WR11","14","65","26.9","8.1","-10"
"27",4,"A.J. Brown",PHI,"WR12","15","66","28.1","7.4","+4"
"28",4,"Nick Chubb",CLE,"RB14","8","54","28.1","5.6","-8"
"29",4,"Tee Higgins",CIN,"WR13","13","58","29.7","6.4","+5"
"30",4,"James Conner",ARI,"RB15","8","64","31.8","8.1","-2"
"31",4,"DJ Moore",CHI,"WR14","17","59","32.0","7.6","+11"
"32",4,"Kyle Pitts",ATL,"TE3","9","182","31.9","14.3","0"
"33",4,"Ezekiel Elliott",FA,"RB16","16","64","34.0","8.3","-3"
"34",4,"Josh Allen",BUF,"QB1","30","45","36.4","1.6","-12"
"35",4,"Travis Etienne Jr.",JAC,"RB17","15","68","37.0","9.1","+4"
"36",4,"Diontae Johnson",PIT,"WR15","17","72","39.0","9.5","+7"
"37",4,"Courtland Sutton",DEN,"WR16","20","76","41.8","11.4","+19"
"38",5,"David Montgomery",DET,"RB18","18","83","42.9","11.1","-2"
"39",5,"Jaylen Waddle",MIA,"WR17","20","94","43.0","11.5","+7"
"40",5,"Mike Williams",LAC,"WR18","13","86","43.4","12.1","+5"
"41",5,"Terry McLaurin",WAS,"WR19","22","86","43.8","9.8","-1"
"42",5,"Justin Herbert",LAC,"QB2","36","78","44.9","8.7","-7"
"43",5,"Brandin Cooks",DAL,"WR20","24","75","45.6","9.4","+11"
"44",5,"Breece Hall",NYJ,"RB19","18","157","46.5","14.3","+7"
"45",5,"Allen Robinson II",PIT,"WR21","24","105","50.1","13.1","+15"
"46",5,"Patrick Mahomes II",KC,"QB3","37","85","50.3","10.9","-17"
"47",5,"Cam Akers",LAR,"RB20","21","92","50.2","14.4","-10"
"48",5,"AJ Dillon",GB,"RB21","27","83","52.0","10.9","+19"
"49",5,"Lamar Jackson",BAL,"QB4","36","100","52.5","11.4","-8"
"50",5,"DK Metcalf",SEA,"WR22","20","77","53.9","10.9","-3"
"51",5,"Elijah Mitchell",SF,"RB22","25","94","54.3","12.2","-2"
"52",5,"George Kittle",SF,"TE4","30","95","54.0","10.7","-14"
"53",5,"Marquise Brown",ARI,"WR23","26","109","56.2","13.6","+5"
"54",5,"Darren Waller",NYG,"TE5","30","95","55.5","9.7","-10"
"55",5,"Josh Jacobs",LV,"RB23","27","120","57.1","13.9","-7"
"56",5,"Chase Edmonds",TB,"RB24","21","120","57.5","15.6","+31"
"57",5,"Darnell Mooney",CHI,"WR24","33","107","59.4","11.6","+15"
"58",6,"Amon-Ra St. Brown",DET,"WR25","33","111","61.8","13.8","+3"
"59",6,"Chris Godwin",TB,"WR26","28","129","62.5","17.5","0"
"60",6,"Antonio Gibson",WAS,"RB25","25","176","63.4","19.4","+3"
"61",6,"Jerry Jeudy",DEN,"WR27","29","111","63.7","12.9","+3"
"62",6,"Rashod Bateman",BAL,"WR28","37","185","63.7","15.9","+27"
"63",6,"J.K. Dobbins",BAL,"RB26","27","139","62.8","18.2","-13"
"64",6,"Michael Thomas",NO,"WR29","26","196","64.5","19.1","+11"
"65",6,"Kyler Murray",ARI,"QB5","36","99","66.3","11.7","-13"
"66",6,"JuJu Smith-Schuster",NE,"WR30","28","130","66.7","16.2","+7"
"67",6,"Jalen Hurts",PHI,"QB6","40","124","66.8","13.8","-14"
"68",6,"Dalton Schultz",HOU,"TE6","30","144","65.6","15.5","-13"
"69",6,"Clyde Edwards-Helaire",KC,"RB27","31","116","68.7","12.6","-7"
"70",6,"Gabe Davis",BUF,"WR31","28","145","72.3","16.4","-4"
"71",6,"Kareem Hunt",FA,"RB28","41","116","72.8","12.8","+13"
"72",6,"Amari Cooper",CLE,"WR32","34","111","73.5","16.7","-4"
"73",6,"Tony Pollard",DAL,"RB29","38","115","73.8","13.3","+13"
"74",6,"Elijah Moore",CLE,"WR33","34","138","74.3","13.8","+18"
"75",6,"Dameon Pierce",HOU,"RB30","35","298","74.5","30.3","+6"
"76",6,"Joe Burrow",CIN,"QB7","45","105","78.2","10.4","-19"
"77",6,"Adam Thielen",CAR,"WR34","46","113","78.6","14.4","-6"
"78",6,"Dallas Goedert",PHI,"TE7","51","140","78.7","14.7","-9"
"79",6,"Miles Sanders",CAR,"RB31","38","161","79.0","13.9","+4"
"80",6,"Rhamondre Stevenson",NE,"RB32","41","147","79.2","15.3","+19"
"81",7,"Rashaad Penny",PHI,"RB33","49","132","81.6","12.4","+7"
