"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","P.Mahomes","","35","0.423","0.789","0.789","62.9%","82.1","59.7","22.4","10.8"
"2","M.Ryan","","34","0.324","0.586","0.586","70.6%","82.1","66.9","15.2","10.5"
"3","R.Fitzpatrick","","35","0.340","0.553","0.551","65.7%","81.8","62.1","19.7","9.6"
"4","P.Rivers","","33","0.301","0.483","0.483","63.6%","85.2","68.8","16.4","3.7"
"5","B.Bortles","","51","0.204","0.435","0.435","54.9%","65.9","64.6","1.4","8.0"
"6","J.Goff","","37","0.238","0.326","0.326","64.9%","77.4","64.1","13.3","9.6"
"7","A.Dalton","","47","0.110","0.313","0.313","46.8%","58.5","67.8","-9.2","6.3"
"8","D.Carr","","36","0.270","0.312","0.312","66.7%","90.6","70.6","20.0","5.8"
"9","B.Roethlisberger","","69","0.163","0.311","0.311","55.1%","65.0","64.4","0.6","8.9"
"10","K.Cousins","","53","0.173","0.291","0.275","56.6%","72.9","69.3","3.7","7.5"
"11","J.Garoppolo","","37","0.117","0.202","0.202","56.8%","72.0","72.4","-0.4","6.1"
"12","D.Watson","","44","0.179","0.191","0.191","45.5%","71.0","59.4","11.6","12.9"
"13","T.Brady","","39","0.129","0.200","0.187","48.7%","68.6","66.8","1.8","6.1"
"14","D.Brees","","42","0.150","0.147","0.147","54.8%","80.0","70.7","9.3","7.3"
"15","T.Taylor","","39","0.126","0.181","0.140","51.3%","73.3","70.8","2.6","7.9"
"16","M.Stafford","","58","0.108","0.148","0.139","48.3%","65.4","63.8","1.6","8.8"
"17","C.Newton","","54","0.122","0.187","0.136","50.0%","71.1","69.7","1.5","7.2"
"18","D.Prescott","","32","0.094","0.106","0.106","43.8%","69.6","67.6","2.0","9.7"
"19","A.Luck","","35","0.074","0.106","0.103","48.6%","67.7","69.3","-1.6","4.3"
"20","A.Rodgers","","55","0.103","0.067","0.067","45.5%","73.2","67.0","6.2","7.3"
"21","B.Gabbert","","24","0.034","0.041","0.041","37.5%","68.4","73.0","-4.6","5.7"
"22","A.Smith","","54","0.088","0.040","0.040","57.4%","75.0","69.7","5.3","7.4"
"23","C.Keenum","","41","0.022","0.036","0.036","41.5%","55.9","62.3","-6.4","10.0"
"24","R.Tannehill","","33","0.097","0.075","0.016","54.5%","73.9","69.4","4.5","6.0"
"25","N.Foles","","57","0.096","0.015","-0.001","42.1%","74.5","66.1","8.4","6.9"
"26","J.Flacco","","63","0.022","-0.001","-0.016","54.0%","60.4","64.4","-4.0","9.6"
"27","J.Allen","","47","-0.013","-0.035","-0.035","44.7%","54.5","63.3","-8.8","10.3"
"28","E.Manning","","53","0.059","-0.035","-0.063","39.6%","75.0","70.6","4.4","6.5"
"29","M.Trubisky","","42","0.051","-0.047","-0.064","47.6%","73.5","70.1","3.4","6.1"
"30","S.Darnold","","48","0.015","-0.034","-0.108","43.8%","61.0","64.7","-3.7","9.7"
"31","R.Wilson","","44","0.028","-0.137","-0.231","47.7%","66.7","65.9","0.7","8.8"
"32","S.Bradford","","30","0.002","-0.485","-0.502","23.3%","63.0","69.8","-6.9","4.9"
