"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","R.Wilson","","29","0.313","0.559","0.523","55.2%","73.9","59.3","14.6","9.7"
"2","C.Wentz","","42","0.249","0.498","0.498","54.8%","72.2","66.1","6.1","6.5"
"3","M.Ryan","","45","0.255","0.469","0.469","62.2%","75.6","66.8","8.8","9.6"
"4","C.Beathard","","29","0.199","0.433","0.433","55.2%","69.6","69.0","0.6","7.9"
"5","B.Roethlisberger","","49","0.202","0.393","0.393","49.0%","71.1","68.0","3.1","8.3"
"6","M.Trubisky","","46","0.236","0.392","0.375","56.5%","73.3","63.9","9.5","10.9"
"7","S.Darnold","","35","0.238","0.316","0.316","60.0%","82.8","68.8","14.0","7.2"
"8","J.Winston","","49","0.237","0.341","0.306","57.1%","75.0","62.7","12.3","11.4"
"9","P.Mahomes","","39","0.164","0.317","0.262","51.3%","63.9","63.4","0.5","8.9"
"10","P.Rivers","","22","0.110","0.253","0.253","40.9%","55.0","60.4","-5.4","11.9"
"11","J.Flacco","","42","0.162","0.253","0.253","45.2%","67.6","63.4","4.2","9.3"
"12","T.Brady","","42","0.143","0.205","0.198","52.4%","68.6","64.6","4.0","9.2"
"13","B.Osweiler","","47","0.133","0.228","0.194","51.1%","70.0","69.4","0.6","6.3"
"14","C.Newton","","49","0.146","0.182","0.182","57.1%","73.0","66.8","6.1","7.5"
"15","A.Rodgers","","52","0.073","0.165","0.165","42.3%","56.8","62.6","-5.8","8.4"
"16","D.Prescott","","42","0.112","0.158","0.158","45.2%","65.4","63.7","1.7","9.2"
"17","A.Dalton","","48","0.077","0.113","0.113","54.2%","63.4","64.9","-1.5","9.9"
"18","C.Keenum","","50","0.047","0.040","0.040","48.0%","64.1","66.2","-2.1","8.9"
"19","J.Goff","","36","-0.064","-0.072","-0.072","38.9%","50.0","66.7","-16.7","8.2"
"20","A.Smith","","46","0.007","-0.096","-0.096","41.3%","63.6","66.9","-3.3","7.8"
"21","A.Luck","","47","-0.005","-0.001","-0.104","46.8%","54.8","63.7","-8.9","9.7"
"22","D.Carr","","44","0.035","-0.232","-0.233","43.2%","76.7","75.2","1.4","2.7"
"23","J.Allen","","25","-0.020","-0.285","-0.285","20.0%","58.8","67.9","-9.1","7.5"
"24","J.Rosen","","37","0.000","-0.287","-0.287","40.5%","67.7","73.1","-5.4","6.7"
"25","D.Watson","","36","-0.011","-0.248","-0.292","36.1%","60.0","67.0","-7.0","7.8"
"26","K.Cousins","","41","0.032","-0.222","-0.303","51.2%","77.4","76.4","1.0","4.3"
"27","E.Manning","","47","-0.018","-0.277","-0.329","29.8%","55.8","64.4","-8.6","6.4"
"28","B.Bortles","","33","-0.007","-0.304","-0.369","39.4%","57.7","64.6","-6.9","8.5"
"29","B.Mayfield","","54","-0.026","-0.326","-0.371","35.2%","51.2","61.6","-10.4","9.6"
"30","M.Mariota","","31","0.070","-0.489","-0.489","25.8%","71.4","65.9","5.5","11.9"
