"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","B.Roethlisberger","","28","0.483","1.081","1.081","75.0%","88.0","70.2","17.8","5.2"
"2","D.Brees","","28","0.467","0.971","0.971","78.6%","88.0","67.2","20.8","5.6"
"3","B.Mayfield","","25","0.393","0.813","0.813","80.0%","85.0","69.3","15.7","7.6"
"4","M.Trubisky","","36","0.317","0.608","0.608","55.6%","76.7","63.9","12.8","11.3"
"5","M.Barkley","","27","0.247","0.518","0.518","51.9%","60.0","55.3","4.7","12.4"
"6","B.Bortles","","43","0.163","0.433","0.433","58.1%","70.3","76.3","-6.1","3.8"
"7","A.Luck","","32","0.218","0.426","0.426","53.1%","72.4","68.0","4.4","8.2"
"8","M.Mariota","","29","0.238","0.372","0.372","51.7%","69.6","58.7","10.8","11.2"
"9","J.Goff","","42","0.205","0.285","0.285","50.0%","80.0","70.1","9.9","7.0"
"10","P.Rivers","","29","0.190","0.281","0.281","44.8%","69.2","61.8","7.5","9.0"
"11","R.Wilson","","41","0.223","0.298","0.263","61.0%","73.9","61.5","12.4","9.0"
"12","E.Manning","","36","0.149","0.255","0.255","47.2%","61.3","59.7","1.6","8.8"
"13","P.Mahomes","","38","0.155","0.194","0.194","50.0%","75.0","68.0","7.0","7.3"
"14","M.Ryan","","57","0.129","0.171","0.171","50.9%","74.5","70.7","3.8","4.9"
"15","D.Prescott","","46","0.144","0.135","0.135","45.7%","76.5","67.3","9.2","6.0"
"16","A.Smith","","33","0.130","0.127","0.127","54.5%","73.1","65.9","7.1","8.4"
"17","A.Rodgers","","36","0.112","0.098","0.098","58.3%","73.1","67.3","5.8","7.3"
"18","R.Fitzpatrick","","51","0.134","0.140","0.050","58.8%","70.7","63.9","6.8","10.5"
"19","M.Stafford","","52","0.034","0.045","0.045","48.1%","59.5","64.4","-4.8","8.3"
"20","C.Wentz","","47","0.122","0.058","0.012","55.3%","74.4","64.2","10.2","8.8"
"21","N.Mullens","","43","0.091","-0.008","-0.016","44.2%","77.1","68.4","8.7","7.3"
"22","C.Newton","","37","0.107","0.021","-0.046","54.1%","82.1","72.1","10.0","5.2"
"23","T.Brady","","45","-0.042","-0.099","-0.099","40.0%","55.3","67.5","-12.2","8.9"
"24","J.Rosen","","47","-0.006","-0.173","-0.202","38.3%","59.5","65.1","-5.6","7.2"
"25","D.Carr","","43","0.011","-0.247","-0.301","41.9%","68.6","71.6","-3.1","5.7"
"26","B.Osweiler","","47","0.001","-0.364","-0.434","36.2%","63.9","69.8","-5.9","6.3"
"27","J.McCown","","38","-0.071","-0.549","-0.561","36.8%","51.5","72.1","-20.6","5.8"
"28","A.Dalton","","24","0.014","-0.487","-0.597","45.8%","63.2","67.8","-4.6","7.7"
