"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","D.Watson","","39","0.448","0.961","0.961","64.1%","84.8","67.0","17.9","8.7"
"2","K.Cousins","","34","0.365","0.569","0.569","55.9%","91.7","68.2","23.4","6.0"
"3","R.Wilson","","34","0.344","0.532","0.532","58.8%","77.3","55.7","21.6","11.0"
"4","K.Murray","","44","0.193","0.366","0.366","54.5%","64.5","61.5","3.0","10.0"
"5","T.Brady","","49","0.178","0.294","0.294","51.0%","71.8","67.4","4.4","7.8"
"6","J.Goff","","52","0.107","0.267","0.267","46.2%","59.2","66.0","-6.8","8.4"
"7","T.Bridgewater","","39","0.198","0.264","0.254","48.7%","81.3","71.3","9.9","7.3"
"8","M.Rudolph","","24","0.105","0.153","0.153","41.7%","68.4","67.7","0.8","11.1"
"9","J.Garoppolo","","33","0.122","0.149","0.149","45.5%","71.4","67.3","4.1","6.5"
"10","A.Dalton","","44","0.127","0.149","0.149","54.5%","73.0","68.0","5.0","6.2"
"11","C.Daniel","","38","0.130","0.137","0.137","50.0%","73.3","67.0","6.3","7.2"
"12","A.Rodgers","","43","0.104","0.129","0.129","46.5%","71.0","68.7","2.3","7.3"
"13","M.Ryan","","54","0.141","0.196","0.100","48.1%","72.7","68.4","4.3","8.5"
"14","D.Carr","","35","0.143","0.141","0.096","54.3%","83.3","74.9","8.4","3.4"
"15","K.Allen","","36","0.032","0.073","0.073","44.4%","60.7","67.8","-7.1","7.1"
"16","P.Mahomes","","49","0.047","0.063","0.063","40.8%","59.5","63.1","-3.6","11.1"
"17","D.Prescott","","53","0.095","0.129","0.061","54.7%","64.3","63.6","0.7","11.9"
"18","J.Winston","","38","0.013","0.037","0.037","42.1%","57.7","65.9","-8.2","9.0"
"19","J.Brissett","","39","0.053","0.045","0.011","59.0%","69.2","70.6","-1.3","4.6"
"20","G.Minshew II","","57","0.070","0.065","-0.031","52.6%","65.0","64.8","0.2","9.6"
"21","J.Allen","","45","0.065","-0.077","-0.077","42.2%","79.3","72.5","6.8","4.1"
"22","M.Mariota","","34","-0.022","-0.086","-0.086","44.1%","61.9","70.6","-8.7","4.9"
"23","C.Wentz","","38","0.010","-0.092","-0.092","44.7%","63.0","65.8","-2.8","8.7"
"24","L.Jackson","","52","0.031","-0.098","-0.098","40.4%","67.9","66.9","1.0","7.7"
"25","D.Jones","","50","-0.004","-0.126","-0.126","38.0%","58.3","63.5","-5.1","9.9"
"26","J.Flacco","","28","0.064","-0.180","-0.185","39.3%","73.7","66.6","7.1","5.8"
"27","P.Rivers","","53","0.018","-0.169","-0.197","47.2%","69.6","70.7","-1.1","4.7"
"28","C.McCoy","","37","0.013","-0.543","-0.556","29.7%","66.7","72.1","-5.4","6.6"
"29","B.Mayfield","","26","-0.049","-0.792","-0.895","26.9%","40.0","58.9","-18.9","11.4"
"30","L.Falk","","36","0.009","-0.706","-0.912","27.8%","60.0","67.5","-7.5","5.4"
