"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","J.Garoppolo","","40","0.282","0.582","0.582","55.0%","75.7","67.9","7.7","7.1"
"2","L.Jackson","","38","0.208","0.426","0.426","63.2%","73.9","71.4","2.6","5.1"
"3","J.Allen","","27","0.260","0.425","0.425","59.3%","70.0","58.0","12.0","10.1"
"4","D.Watson","","40","0.266","0.419","0.419","65.0%","78.6","65.2","13.4","6.5"
"5","R.Wilson","","51","0.216","0.400","0.400","60.8%","67.4","62.1","5.3","8.0"
"6","D.Carr","","35","0.238","0.363","0.363","54.3%","74.1","62.7","11.4","8.7"
"7","J.Winston","","52","0.197","0.354","0.310","55.8%","67.4","63.2","4.3","10.5"
"8","R.Fitzpatrick","","47","0.178","0.302","0.302","51.1%","66.7","62.8","3.8","9.5"
"9","B.Allen","","27","0.138","0.235","0.235","48.1%","66.7","65.6","1.0","9.7"
"10","C.Wentz","","49","0.128","0.232","0.232","53.1%","66.7","67.4","-0.7","7.8"
"11","D.Prescott","","41","0.146","0.251","0.230","53.7%","64.7","63.3","1.4","10.3"
"12","P.Rivers","","33","0.208","0.215","0.215","54.5%","80.8","65.7","15.0","8.5"
"13","K.Cousins","","43","0.056","0.210","0.210","37.2%","51.4","63.5","-12.1","6.8"
"14","R.Tannehill","","51","0.159","0.225","0.200","52.9%","73.0","67.4","5.6","8.9"
"15","M.Stafford","","49","0.150","0.234","0.199","49.0%","63.4","60.1","3.3","11.3"
"16","B.Mayfield","","49","0.083","0.151","0.151","46.9%","67.5","70.6","-3.1","4.0"
"17","K.Murray","","36","0.081","0.137","0.137","38.9%","73.9","76.5","-2.6","3.7"
"18","M.Moore","","39","0.112","0.065","0.065","51.3%","73.5","65.6","7.9","8.4"
"19","K.Allen","","37","0.056","0.046","0.046","43.2%","56.7","57.6","-0.9","13.1"
"20","T.Brady","","49","0.086","0.036","0.036","46.9%","73.2","68.0","5.1","7.1"
"21","M.Rudolph","","38","0.100","0.031","0.024","39.5%","76.5","68.5","8.0","5.6"
"22","S.Darnold","","45","0.112","0.026","0.016","44.4%","75.0","64.4","10.6","6.9"
"23","A.Rodgers","","39","0.029","-0.084","-0.084","43.6%","67.6","67.2","0.4","8.8"
"24","D.Haskins","","29","0.016","-0.167","-0.167","41.4%","68.2","69.7","-1.5","6.5"
"25","M.Trubisky","","26","-0.067","-0.186","-0.186","30.8%","47.6","64.3","-16.6","10.7"
"26","B.Hoyer","","33","0.037","-0.033","-0.234","42.4%","68.0","67.7","0.3","5.8"
"27","D.Jones","","54","-0.001","-0.135","-0.238","42.6%","63.4","68.0","-4.6","5.9"
"28","G.Minshew II","","55","-0.010","-0.227","-0.279","36.4%","61.4","68.1","-6.7","8.6"
