"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","L.Jackson","","35","0.327","0.689","0.689","60.0%","71.4","61.1","10.3","11.1"
"2","D.Brees","","34","0.401","0.667","0.667","79.4%","96.7","71.9","24.8","6.7"
"3","R.Wilson","","30","0.379","0.617","0.617","56.7%","83.3","59.8","23.6","11.0"
"4","J.Winston","","46","0.262","0.623","0.614","60.9%","68.3","66.3","2.0","11.1"
"5","K.Murray","","33","0.247","0.382","0.342","57.6%","82.6","70.6","12.0","6.5"
"6","P.Mahomes","","44","0.258","0.336","0.336","61.4%","79.4","62.9","16.5","9.9"
"7","D.Prescott","","31","0.127","0.313","0.313","48.4%","68.2","74.2","-6.0","6.2"
"8","K.Cousins","","30","0.230","0.316","0.302","56.7%","79.2","66.7","12.5","8.1"
"9","C.Wentz","","51","0.196","0.271","0.271","58.8%","75.0","65.9","9.1","5.3"
"10","M.Ryan","","47","0.131","0.228","0.228","48.9%","64.1","63.8","0.3","6.5"
"11","G.Minshew II","","39","0.093","0.211","0.211","43.6%","60.7","66.2","-5.5","8.4"
"12","B.Mayfield","","48","0.143","0.226","0.199","56.3%","71.4","68.9","2.5","6.0"
"13","R.Tannehill","","40","0.170","0.341","0.185","57.5%","62.9","62.7","0.1","10.1"
"14","D.Watson","","35","0.194","0.225","0.173","48.6%","76.0","64.0","12.0","9.4"
"15","D.Carr","","44","0.100","0.166","0.166","47.7%","71.0","72.1","-1.1","4.9"
"16","J.Garoppolo","","39","0.073","0.154","0.154","48.7%","66.7","71.7","-5.1","4.0"
"17","E.Manning","","33","0.149","0.193","0.122","54.5%","71.4","65.5","5.9","10.4"
"18","D.Haskins","","34","0.119","0.174","0.076","58.8%","70.4","68.6","1.8","7.4"
"19","R.Fitzpatrick","","50","0.022","0.032","0.032","48.0%","56.1","62.3","-6.2","8.6"
"20","J.Allen","","33","0.008","-0.006","-0.027","45.5%","54.2","60.6","-6.4","10.1"
"21","K.Allen","","46","0.022","0.004","-0.028","54.3%","65.8","70.1","-4.3","5.8"
"22","M.Trubisky","","60","-0.004","-0.009","-0.029","46.7%","56.9","65.3","-8.4","9.8"
"23","T.Brady","","33","-0.034","-0.037","-0.037","36.4%","53.6","65.9","-12.4","5.6"
"24","J.Goff","","59","-0.004","-0.064","-0.075","49.2%","66.0","72.0","-6.0","6.3"
"25","A.Rodgers","","37","-0.028","-0.104","-0.104","37.8%","53.3","63.0","-9.7","10.1"
"26","J.Brissett","","40","-0.032","-0.114","-0.114","37.5%","54.5","64.9","-10.3","10.4"
"27","P.Rivers","","42","0.097","-0.001","-0.132","52.4%","73.7","64.3","9.4","9.0"
"28","D.Lock","","46","-0.082","-0.171","-0.208","32.6%","45.0","64.4","-19.4","6.1"
"29","S.Darnold","","35","0.034","-0.233","-0.241","40.0%","62.1","60.8","1.3","8.3"
"30","D.Blough","","50","-0.063","-0.231","-0.338","38.0%","55.8","72.2","-16.4","8.2"
"31","D.Hodges","","43","0.019","-0.271","-0.353","39.5%","63.9","65.7","-1.8","8.5"
"32","A.Dalton","","35","-0.015","-0.218","-0.376","42.9%","58.6","66.1","-7.5","7.9"
