"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","P.Rivers","","25","0.444","0.976","0.976","60.0%","76.2","59.9","16.3","10.8"
"2","D.Lock","","33","0.364","0.751","0.714","60.6%","81.5","67.7","13.8","6.9"
"3","R.Tannehill","","32","0.386","0.782","0.669","65.6%","77.8","61.6","16.1","10.9"
"4","D.Brees","","44","0.203","0.488","0.488","59.1%","72.5","74.2","-1.7","5.4"
"5","J.Garoppolo","","40","0.239","0.467","0.463","52.5%","76.5","70.4","6.0","6.1"
"6","D.Hodges","","28","0.266","0.368","0.368","53.6%","88.9","72.8","16.1","4.6"
"7","M.Trubisky","","45","0.207","0.326","0.326","57.8%","74.2","66.5","7.7","6.4"
"8","J.Winston","","49","0.249","0.351","0.234","63.3%","78.6","64.6","14.0","8.7"
"9","J.Brissett","","43","0.082","0.229","0.229","37.2%","52.8","61.4","-8.7","9.8"
"10","J.Goff","","33","0.238","0.340","0.210","57.6%","75.9","63.2","12.6","9.8"
"11","M.Ryan","","37","0.121","0.208","0.208","43.2%","64.5","64.8","-0.3","9.8"
"12","S.Darnold","","40","0.114","0.239","0.199","47.5%","57.1","60.8","-3.6","11.3"
"13","K.Cousins","","33","0.186","0.194","0.194","51.5%","82.8","70.0","12.7","7.4"
"14","D.Carr","","40","0.174","0.171","0.171","50.0%","83.3","71.3","12.0","7.9"
"15","R.Fitzpatrick","","52","0.102","0.169","0.169","53.8%","60.0","60.9","-0.9","9.2"
"16","B.Mayfield","","29","0.047","0.174","0.094","44.8%","50.0","61.3","-11.3","10.1"
"17","D.Watson","","59","0.011","0.059","0.059","40.7%","59.6","69.5","-9.9","8.3"
"18","L.Jackson","","35","0.093","0.049","0.049","42.9%","69.6","63.9","5.6","6.4"
"19","D.Prescott","","53","0.028","0.049","0.049","45.3%","58.7","64.9","-6.2","10.2"
"20","P.Mahomes","","50","0.047","0.033","0.033","42.0%","66.7","68.4","-1.7","5.5"
"21","C.Wentz","","61","0.049","0.024","0.024","47.5%","66.0","66.8","-0.8","6.3"
"22","D.Haskins","","33","0.022","0.009","0.009","42.4%","61.5","66.3","-4.7","9.8"
"23","A.Rodgers","","34","0.042","-0.072","-0.078","35.3%","66.7","64.1","2.6","7.8"
"24","E.Manning","","33","-0.032","-0.097","-0.097","27.3%","51.7","62.1","-10.3","9.2"
"25","K.Allen","","55","0.038","-0.068","-0.100","54.5%","70.0","68.2","1.8","9.4"
"26","D.Blough","","49","-0.021","-0.159","-0.160","40.8%","63.2","71.3","-8.2","6.6"
"27","A.Dalton","","42","0.038","-0.100","-0.173","47.6%","66.7","64.2","2.4","8.2"
"28","G.Minshew II","","48","-0.002","-0.189","-0.189","35.4%","66.7","71.6","-5.0","5.6"
"29","R.Wilson","","49","0.032","-0.193","-0.193","38.8%","66.7","65.5","1.2","10.4"
"30","T.Brady","","44","-0.030","-0.189","-0.195","38.6%","55.9","65.8","-9.9","7.2"
"31","K.Murray","","42","0.035","-0.250","-0.274","40.5%","71.4","70.2","1.2","6.0"
"32","J.Allen","","50","-0.062","-0.324","-0.331","28.0%","45.9","62.9","-17.0","10.4"
