"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","B.Mayfield","","31","0.357","0.748","0.748","71.0%","76.0","63.5","12.5","10.0"
"2","R.Wilson","","33","0.363","0.660","0.660","48.5%","78.6","60.2","18.4","11.0"
"3","T.Brady","","32","0.207","0.417","0.417","50.0%","66.7","63.9","2.8","9.7"
"4","P.Rivers","","34","0.329","0.403","0.385","64.7%","96.6","70.8","25.7","4.1"
"5","J.Winston","","46","0.248","0.365","0.365","54.3%","76.3","63.3","13.1","9.8"
"6","A.Luck","","42","0.241","0.359","0.359","64.3%","81.1","69.1","12.0","8.0"
"7","D.Prescott","","40","0.161","0.316","0.316","52.5%","71.0","71.0","-0.1","5.9"
"8","C.Newton","","40","0.243","0.312","0.288","65.0%","86.2","71.2","15.0","4.6"
"9","D.Watson","","36","0.219","0.287","0.287","58.3%","82.6","70.2","12.4","8.2"
"10","R.Tannehill","","29","0.138","0.259","0.259","44.8%","70.8","71.4","-0.6","5.8"
"11","D.Brees","","24","0.182","0.257","0.257","54.2%","68.2","60.7","7.5","12.5"
"12","M.Mariota","","37","0.243","0.244","0.244","51.4%","95.7","76.2","19.5","5.0"
"13","K.Cousins","","44","0.166","0.234","0.234","54.5%","78.4","72.2","6.2","7.4"
"14","E.Manning","","39","0.169","0.234","0.234","48.7%","70.3","63.6","6.6","9.1"
"15","B.Roethlisberger","","63","0.147","0.198","0.185","55.6%","73.2","67.9","5.3","7.1"
"16","C.Wentz","","35","0.135","0.185","0.185","51.4%","71.4","67.5","4.0","5.7"
"17","J.Allen","","34","0.064","0.175","0.175","38.2%","47.1","55.2","-8.2","17.4"
"18","J.Driskel","","36","0.072","0.169","0.169","52.8%","60.7","67.1","-6.4","8.3"
"19","M.Ryan","","56","0.180","0.211","0.158","48.2%","74.5","64.0","10.5","8.5"
"20","A.Dalton","","21","0.055","0.132","0.132","57.1%","58.8","65.7","-6.9","8.7"
"21","C.Daniel","","44","0.093","0.061","0.061","47.7%","73.0","68.2","4.8","7.7"
"22","L.Jackson","","36","0.016","0.057","0.057","47.2%","58.3","67.3","-8.9","8.1"
"23","J.McCown","","50","0.044","0.007","0.007","40.0%","63.4","64.0","-0.6","8.6"
"24","C.Keenum","","33","0.006","0.004","0.004","42.4%","53.6","60.8","-7.2","10.5"
"25","A.Rodgers","","34","0.013","-0.054","-0.054","47.1%","63.0","66.2","-3.3","10.7"
"26","C.McCoy","","46","0.018","-0.010","-0.063","47.8%","63.2","67.4","-4.3","8.5"
"27","D.Carr","","39","-0.070","-0.101","-0.148","33.3%","48.5","65.7","-17.2","9.0"
"28","N.Mullens","","40","-0.022","-0.145","-0.158","42.5%","58.1","66.4","-8.3","8.7"
"29","B.Bortles","","37","-0.035","-0.194","-0.194","40.5%","54.5","65.5","-10.9","7.5"
"30","M.Stafford","","41","0.024","-0.139","-0.257","43.9%","75.7","75.7","0.0","3.5"
"31","J.Rosen","","23","0.047","-0.424","-0.428","39.1%","70.6","68.7","1.9","5.8"
