"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","J.Brissett","","43","0.259","0.523","0.523","65.1%","77.8","71.1","6.7","5.6"
"2","M.Ryan","","40","0.323","0.478","0.478","60.0%","87.9","67.2","20.7","8.7"
"3","K.Cousins","","27","0.207","0.476","0.476","55.6%","75.0","75.2","-0.2","4.8"
"4","P.Mahomes","","43","0.274","0.472","0.472","58.1%","77.1","65.0","12.1","8.4"
"5","K.Allen","","29","0.274","0.495","0.451","55.2%","76.0","65.0","11.0","8.6"
"6","D.Watson","","44","0.245","0.446","0.400","56.8%","73.5","65.3","8.2","8.3"
"7","T.Brady","","44","0.179","0.340","0.340","52.3%","70.0","68.1","1.9","7.3"
"8","R.Wilson","","63","0.203","0.289","0.289","50.8%","69.6","60.4","9.2","11.6"
"9","D.Jones","","46","0.173","0.287","0.284","41.3%","63.9","60.0","3.9","9.7"
"10","M.Trubisky","","39","0.220","0.301","0.268","56.4%","80.6","69.1","11.6","5.2"
"11","J.Winston","","46","0.166","0.227","0.226","47.8%","63.9","57.2","6.7","13.1"
"12","A.Rodgers","","29","0.102","0.221","0.221","44.8%","63.0","67.6","-4.6","9.2"
"13","T.Bridgewater","","34","0.101","0.197","0.197","47.1%","70.4","73.4","-3.1","3.5"
"14","D.Prescott","","36","0.105","0.162","0.156","47.2%","63.3","63.1","0.2","12.2"
"15","M.Stafford","","34","0.087","0.144","0.144","35.3%","56.3","58.1","-1.9","9.6"
"16","C.Wentz","","48","0.047","0.129","0.129","43.8%","54.3","62.5","-8.2","11.4"
"17","J.Goff","","43","0.104","0.112","0.111","46.5%","63.2","59.9","3.3","10.3"
"18","L.Jackson","","55","0.038","0.108","0.108","38.2%","51.2","59.5","-8.4","11.2"
"19","G.Minshew II","","36","0.071","0.082","0.082","41.7%","66.7","67.3","-0.6","7.1"
"20","P.Rivers","","56","0.102","0.083","0.081","44.6%","67.4","62.4","5.0","10.2"
"21","A.Dalton","","40","-0.008","-0.030","-0.030","45.0%","58.8","66.9","-8.1","8.4"
"22","J.Allen","","46","0.079","-0.003","-0.032","45.7%","69.7","63.4","6.3","8.8"
"23","D.Carr","","40","0.083","-0.027","-0.049","45.0%","81.8","73.5","8.3","6.0"
"24","J.Garoppolo","","40","0.101","-0.006","-0.072","52.5%","74.2","63.6","10.6","8.1"
"25","M.Mariota","","58","0.021","-0.091","-0.091","34.5%","60.5","61.3","-0.8","11.1"
"26","B.Mayfield","","44","-0.037","-0.123","-0.123","38.6%","52.9","64.1","-11.2","7.1"
"27","J.Flacco","","36","0.029","-0.092","-0.137","44.4%","71.4","70.8","0.6","4.7"
"28","K.Murray","","60","0.011","-0.153","-0.170","41.7%","71.4","73.8","-2.3","5.4"
"29","J.Rosen","","47","-0.074","-0.177","-0.177","38.3%","46.2","64.0","-17.8","9.3"
"30","M.Rudolph","","35","-0.039","-0.187","-0.187","25.7%","53.8","65.4","-11.6","6.0"
"31","C.Keenum","","55","0.031","-0.108","-0.216","54.5%","71.4","70.3","1.1","6.0"
"32","L.Falk","","30","-0.033","-0.592","-0.604","26.7%","54.5","68.8","-14.3","6.6"
