"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","J.Hurts","","51","0.294","0.500","0.500","56.9%","80.6","66.3","14.2","9.9"
"2","J.Goff","","45","0.233","0.473","0.473","62.2%","79.5","74.8","4.6","5.8"
"3","J.Burrow","","47","0.248","0.410","0.410","61.7%","80.6","70.0","10.6","7.5"
"4","P.Mahomes","","32","0.200","0.354","0.354","50.0%","69.6","64.7","4.9","9.2"
"5","J.Allen","","42","0.185","0.331","0.331","52.4%","66.7","63.3","3.4","8.1"
"6","J.Fields","","31","0.228","0.278","0.278","45.2%","80.0","65.5","14.5","10.4"
"7","G.Smith","","46","0.195","0.309","0.276","58.7%","75.7","69.1","6.6","7.3"
"8","K.Pickett","","34","0.117","0.263","0.263","47.1%","59.3","64.0","-4.8","9.4"
"9","D.Prescott","","32","0.110","0.242","0.226","46.9%","66.7","71.2","-4.5","6.9"
"10","A.Rodgers","","34","0.097","0.189","0.189","47.1%","60.0","63.1","-3.1","10.6"
"11","A.Dalton","","32","0.151","0.156","0.156","50.0%","74.1","65.2","8.9","7.4"
"12","T.Huntley","","46","0.189","0.149","0.126","52.2%","87.1","70.8","16.3","6.0"
"13","B.Purdy","","44","0.078","0.095","0.095","47.7%","69.4","69.8","-0.3","5.6"
"14","R.Wilson","","27","0.159","0.074","0.074","44.4%","81.0","65.0","16.0","10.3"
"15","T.Brady","","59","0.058","0.067","0.066","47.5%","67.9","69.9","-2.0","5.8"
"16","T.Lawrence","","37","0.003","0.038","0.038","45.9%","56.7","66.8","-10.1","8.5"
"17","T.Heinicke","","48","0.070","0.029","0.029","43.8%","67.5","64.8","2.7","7.9"
"18","K.Cousins","","40","0.035","0.016","0.016","45.0%","63.6","66.5","-2.9","9.5"
"19","D.Carr","","32","0.034","0.057","-0.023","43.8%","59.3","64.9","-5.6","12.0"
"20","M.Jones","","43","0.009","-0.024","-0.024","37.2%","64.7","69.8","-5.1","6.0"
"21","J.Herbert","","58","0.010","-0.041","-0.041","43.1%","62.2","66.5","-4.3","8.1"
"22","R.Tannehill","","32","0.018","-0.061","-0.061","34.4%","66.7","68.8","-2.1","6.5"
"23","M.White","","63","-0.023","-0.055","-0.066","42.9%","56.4","66.1","-9.8","8.4"
"24","D.Jones","","45","0.113","-0.082","-0.092","46.7%","89.3","73.6","15.7","6.3"
"25","M.Mariota","","28","-0.003","-0.082","-0.105","50.0%","54.2","59.6","-5.4","15.8"
"26","M.Ryan","","42","-0.031","-0.084","-0.137","42.9%","60.0","70.4","-10.4","6.3"
"27","J.Wolford","","36","-0.022","-0.151","-0.151","38.9%","56.0","64.3","-8.3","10.3"
"28","D.Watson","","27","-0.049","-0.099","-0.181","44.4%","57.1","70.7","-13.5","6.9"
"29","T.Tagovailoa","","36","-0.020","-0.181","-0.314","41.7%","54.5","62.7","-8.2","11.2"
"30","K.Allen","","43","-0.036","-0.488","-0.618","37.2%","54.1","67.8","-13.8","7.8"
