"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","T.Tagovailoa","","42","0.376","0.675","0.675","57.1%","85.3","65.4","19.9","11.4"
"2","D.Prescott","","31","0.304","0.597","0.597","67.7%","80.8","69.9","10.9","7.5"
"3","J.Brissett","","27","0.382","0.585","0.585","70.4%","89.5","63.8","25.7","10.5"
"4","J.Garoppolo","","29","0.293","0.527","0.527","72.4%","84.0","71.4","12.6","6.5"
"5","J.Hurts","","36","0.204","0.414","0.414","47.2%","67.9","65.5","2.4","10.8"
"6","A.Dalton","","31","0.193","0.391","0.391","61.3%","75.9","74.1","1.7","5.4"
"7","J.Allen","","36","0.083","0.243","0.239","55.6%","52.0","61.5","-9.5","12.8"
"8","J.Goff","","42","0.143","0.236","0.236","54.8%","73.0","71.1","1.9","7.5"
"9","M.Mariota","","35","0.172","0.247","0.211","57.1%","71.4","65.0","6.4","10.9"
"10","T.Brady","","51","0.076","0.154","0.154","49.0%","61.9","66.4","-4.5","7.0"
"11","J.Fields","","40","0.153","0.134","0.134","50.0%","77.3","66.4","10.8","9.3"
"12","R.Wilson","","36","0.110","0.125","0.125","50.0%","69.2","65.7","3.5","11.2"
"13","M.Stafford","","38","0.047","0.090","0.090","55.3%","68.8","74.2","-5.5","4.3"
"14","T.Heinicke","","39","0.102","0.093","0.060","46.2%","76.7","72.4","4.3","5.6"
"15","G.Smith","","41","0.101","0.057","0.057","43.9%","69.7","63.2","6.5","7.9"
"16","S.Ehlinger","","34","0.109","0.059","0.056","47.1%","73.9","66.0","7.9","8.3"
"17","L.Jackson","","49","0.117","0.030","0.030","49.0%","79.4","68.3","11.1","6.1"
"18","P.Walker","","42","0.030","0.091","0.002","35.7%","52.8","61.4","-8.6","12.8"
"19","K.Murray","","60","0.038","0.000","-0.002","50.0%","72.1","73.5","-1.4","6.7"
"20","A.Rodgers","","36","0.047","0.010","-0.014","41.7%","65.5","65.8","-0.3","8.0"
"21","K.Cousins","","45","0.086","-0.004","-0.021","53.3%","77.4","69.7","7.7","6.5"
"22","D.Jones","","43","-0.032","-0.023","-0.023","37.2%","54.8","67.6","-12.8","7.9"
"23","M.Jones","","46","0.047","-0.036","-0.036","43.5%","75.0","72.8","2.2","4.7"
"24","Z.Wilson","","44","0.002","-0.057","-0.063","40.9%","58.8","63.9","-5.1","9.3"
"25","J.Burrow","","44","0.040","-0.123","-0.145","45.5%","73.5","70.6","2.9","5.8"
"26","K.Pickett","","57","0.021","-0.226","-0.252","38.6%","65.8","66.8","-1.0","6.2"
"27","T.Lawrence","","40","-0.020","-0.229","-0.291","45.0%","64.3","72.8","-8.5","5.0"
"28","D.Carr","","30","-0.024","-0.342","-0.342","30.0%","57.7","67.9","-10.2","8.2"
"29","D.Mills","","36","-0.022","-0.379","-0.379","22.2%","58.6","68.8","-10.2","7.9"
"30","M.Willis","","17","0.052","-0.553","-0.667","35.3%","75.0","73.3","1.7","5.9"
