"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","P.Mahomes","","45","0.358","0.765","0.765","71.1%","76.9","65.1","11.8","7.8"
"2","J.Allen","","42","0.272","0.479","0.465","59.5%","83.9","72.5","11.3","7.3"
"3","R.Wilson","","47","0.237","0.426","0.426","48.9%","70.7","62.9","7.8","6.8"
"4","J.Herbert","","37","0.206","0.335","0.335","54.1%","76.5","69.5","7.0","6.9"
"5","R.Tannehill","","39","0.161","0.318","0.318","56.4%","64.5","64.7","-0.1","9.4"
"6","J.Hurts","","51","0.095","0.282","0.282","49.0%","62.1","72.1","-10.0","4.4"
"7","G.Smith","","38","0.210","0.260","0.260","52.6%","85.2","72.7","12.4","5.0"
"8","C.Wentz","","50","0.144","0.270","0.239","48.0%","65.9","66.0","-0.2","7.1"
"9","K.Cousins","","34","0.154","0.217","0.217","44.1%","74.2","69.0","5.2","5.2"
"10","L.Jackson","","38","0.097","0.197","0.197","44.7%","58.6","62.3","-3.6","12.1"
"11","T.Tagovailoa","","36","0.149","0.163","0.163","50.0%","74.2","66.2","8.0","8.4"
"12","M.Mariota","","46","0.062","0.151","0.151","56.5%","62.5","69.4","-6.9","8.8"
"13","J.Fields","","28","0.011","0.149","0.149","39.3%","47.1","63.1","-16.0","9.5"
"14","J.Winston","","39","0.109","0.064","0.064","48.7%","71.9","64.4","7.5","9.3"
"15","T.Lawrence","","50","0.080","0.058","0.058","50.0%","63.2","60.5","2.7","9.6"
"16","K.Murray","","39","0.071","0.055","0.055","43.6%","68.8","67.6","1.1","7.8"
"17","J.Goff","","41","0.014","0.097","0.037","39.0%","56.8","68.8","-12.0","8.3"
"18","T.Brady","","29","0.076","0.036","0.036","55.2%","66.7","63.4","3.3","11.3"
"19","B.Mayfield","","37","0.002","0.026","0.026","35.1%","61.5","71.0","-9.5","6.4"
"20","J.Brissett","","42","0.032","0.008","0.008","40.5%","60.0","62.9","-2.9","7.6"
"21","M.Ryan","","58","0.030","0.031","-0.007","46.6%","65.3","69.9","-4.6","6.5"
"22","D.Mills","","43","-0.001","-0.030","-0.063","46.5%","63.9","70.6","-6.7","7.3"
"23","J.Flacco","","67","0.013","-0.031","-0.066","43.3%","64.9","69.0","-4.1","4.9"
"24","M.Trubisky","","42","-0.013","-0.086","-0.086","38.1%","56.8","63.8","-7.1","8.1"
"25","M.Jones","","35","0.064","0.007","-0.098","48.6%","70.0","67.1","2.9","9.3"
"26","D.Carr","","42","0.014","-0.076","-0.108","42.9%","62.9","65.2","-2.4","9.5"
"27","J.Burrow","","71","0.020","-0.093","-0.156","47.9%","62.3","63.3","-1.0","6.7"
"28","T.Lance","","45","-0.081","-0.149","-0.165","40.0%","50.0","69.1","-19.1","8.0"
"29","D.Jones","","33","0.100","-0.218","-0.259","39.4%","81.0","67.6","13.4","5.7"
"30","A.Rodgers","","38","0.013","-0.253","-0.306","44.7%","71.0","73.8","-2.8","5.8"
"31","M.Stafford","","50","0.025","-0.266","-0.308","44.0%","70.7","71.3","-0.6","5.8"
"32","D.Prescott","","35","-0.093","-0.362","-0.362","34.3%","48.3","71.2","-23.0","7.0"
"33","C.Rush","","16","0.015","-0.398","-0.398","31.3%","58.3","62.1","-3.8","13.4"
