"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","P.Mahomes","","40","0.333","0.701","0.701","65.0%","78.1","67.4","10.7","8.3"
"2","J.Burrow","","49","0.327","0.604","0.604","65.3%","81.0","66.2","14.7","8.6"
"3","D.Prescott","","31","0.237","0.385","0.385","64.5%","76.0","66.0","10.0","10.8"
"4","D.Carr","","30","0.219","0.367","0.367","56.7%","80.8","73.1","7.7","7.1"
"5","D.Jones","","48","0.145","0.310","0.310","58.3%","65.5","68.2","-2.7","6.7"
"6","P.Walker","","23","0.189","0.229","0.229","43.5%","76.2","65.5","10.7","8.2"
"7","J.Fields","","39","0.123","0.229","0.229","61.5%","61.9","63.2","-1.3","9.8"
"8","K.Murray","","39","0.108","0.190","0.190","51.3%","69.0","70.2","-1.2","7.4"
"9","G.Smith","","38","0.182","0.208","0.132","52.6%","76.9","66.0","10.9","8.0"
"10","T.Tagovailoa","","38","0.058","0.130","0.130","44.7%","60.0","66.2","-6.2","9.9"
"11","T.Lawrence","","51","0.035","0.122","0.122","45.1%","52.4","62.3","-9.9","10.1"
"12","M.Mariota","","24","0.096","0.086","0.086","45.8%","66.7","63.0","3.7","8.3"
"13","J.Brissett","","39","0.170","0.081","0.081","48.7%","88.0","70.5","17.5","6.6"
"14","L.Jackson","","29","0.016","0.075","0.075","55.2%","56.3","66.3","-10.0","5.5"
"15","D.Mills","","42","0.125","0.210","0.073","50.0%","70.0","69.6","0.4","5.9"
"16","J.Garoppolo","","47","0.079","0.058","0.044","51.1%","69.4","67.0","2.5","6.9"
"17","A.Dalton","","51","0.103","0.171","0.028","56.9%","68.2","69.0","-0.8","8.2"
"18","A.Rodgers","","40","0.025","0.004","0.004","45.0%","69.7","73.6","-3.9","6.5"
"19","R.Tannehill","","25","0.047","0.022","-0.008","48.0%","65.0","66.0","-1.0","6.4"
"20","T.Heinicke","","37","0.063","0.092","-0.035","43.2%","62.5","65.3","-2.8","5.6"
"21","T.Brady","","52","0.025","-0.072","-0.072","38.5%","68.1","68.7","-0.6","7.4"
"22","B.Rypien","","52","-0.027","-0.113","-0.138","36.5%","53.3","62.6","-9.3","10.5"
"23","J.Herbert","","59","-0.002","-0.093","-0.142","40.7%","64.7","69.8","-5.1","6.1"
"24","K.Pickett","","53","0.071","-0.157","-0.157","45.3%","76.2","67.7","8.5","7.0"
"25","M.Ryan","","48","0.078","-0.098","-0.218","47.9%","80.5","70.9","9.6","4.0"
"26","Z.Wilson","","34","0.002","-0.226","-0.226","32.4%","69.6","74.0","-4.5","5.0"
"27","J.Goff","","33","0.079","-0.241","-0.277","51.5%","84.0","74.7","9.3","5.8"
"28","B.Zappe","","26","0.009","-0.330","-0.349","42.3%","63.6","67.8","-4.1","8.3"
