"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","J.McCown","","44","0.350","0.664","0.664","61.4%","76.5","60.6","15.8","8.6"
"2","A.Smith","","36","0.250","0.606","0.606","50.0%","59.4","58.7","0.6","13.2"
"3","B.Bortles","","40","0.263","0.444","0.444","52.5%","76.5","65.0","11.5","7.4"
"4","R.Wilson","","42","0.238","0.381","0.381","54.8%","74.1","63.7","10.4","6.5"
"5","T.Brady","","34","0.197","0.336","0.336","55.9%","70.0","64.7","5.3","8.1"
"6","D.Carr","","37","0.146","0.322","0.322","48.6%","62.9","66.0","-3.1","8.4"
"7","P.Rivers","","45","0.222","0.317","0.317","55.6%","72.1","61.1","11.0","8.5"
"8","J.Garoppolo","","42","0.170","0.266","0.266","54.8%","70.3","65.5","4.8","7.7"
"9","T.Savage","","57","0.149","0.226","0.226","50.9%","64.6","61.0","3.6","7.9"
"10","M.Mariota","","32","0.167","0.221","0.221","50.0%","71.4","64.2","7.2","9.0"
"11","B.Roethlisberger","","45","0.110","0.196","0.196","48.9%","60.0","61.2","-1.2","9.3"
"12","J.Flacco","","37","0.114","0.195","0.195","51.4%","63.9","64.4","-0.5","8.3"
"13","D.Brees","","37","0.137","0.161","0.161","45.9%","75.8","69.8","6.0","5.6"
"14","C.Keenum","","34","0.168","0.157","0.157","55.9%","83.3","71.5","11.9","5.4"
"15","M.Stafford","","36","0.223","0.179","0.148","50.0%","82.8","62.5","20.3","10.3"
"16","A.Dalton","","42","0.074","0.124","0.124","45.2%","60.0","62.8","-2.8","9.9"
"17","D.Kizer","","46","0.039","0.110","0.110","43.5%","46.9","55.1","-8.3","13.7"
"18","J.Goff","","34","0.095","0.147","0.101","50.0%","67.7","68.4","-0.7","5.8"
"19","D.Prescott","","30","0.012","0.080","0.080","33.3%","50.0","61.1","-11.1","8.5"
"20","C.Newton","","40","0.035","0.061","0.061","45.0%","63.0","68.6","-5.7","5.7"
"21","C.Wentz","","55","0.103","0.070","0.041","49.1%","64.4","58.4","6.1","11.8"
"22","M.Ryan","","32","-0.011","-0.002","-0.002","40.6%","55.2","65.2","-10.0","11.1"
"23","M.Trubisky","","22","0.072","-0.060","-0.060","36.4%","80.0","72.4","7.6","3.7"
"24","J.Winston","","44","0.110","0.079","-0.064","40.9%","65.6","59.0","6.6","8.7"
"25","J.Brissett","","46","-0.002","-0.121","-0.129","45.7%","61.8","66.5","-4.7","6.1"
"26","K.Cousins","","44","0.048","-0.128","-0.144","43.2%","72.2","67.9","4.3","5.1"
"27","B.Hundley","","31","-0.004","-0.165","-0.165","38.7%","59.1","64.3","-5.2","7.6"
"28","G.Smith","","41","0.008","-0.155","-0.178","41.5%","63.6","66.6","-2.9","5.4"
"29","J.Cutler","","34","0.014","-0.078","-0.244","41.2%","58.1","60.4","-2.4","10.8"
"30","B.Gabbert","","44","0.004","-0.290","-0.400","34.1%","56.3","60.9","-4.7","12.1"
"31","T.Taylor","","26","-0.044","-0.375","-0.404","30.8%","50.0","64.2","-14.2","6.4"
"32","T.Siemian","","49","-0.050","-0.474","-0.568","32.7%","47.5","63.6","-16.1","7.2"
"33","N.Peterman","","18","-0.057","-0.573","-0.573","27.8%","40.0","58.3","-18.3","8.6"
