"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","A.Smith","","45","0.335","0.590","0.590","57.8%","78.4","61.4","17.0","9.1"
"2","C.Wentz","","37","0.238","0.471","0.471","43.2%","70.0","64.4","5.6","9.6"
"3","D.Watson","","38","0.190","0.448","0.448","47.4%","55.2","57.0","-1.8","15.4"
"4","A.Rodgers","","38","0.225","0.386","0.386","63.2%","67.9","60.1","7.8","7.9"
"5","J.Flacco","","27","0.233","0.346","0.346","51.9%","73.1","61.8","11.3","8.4"
"6","C.Newton","","42","0.224","0.336","0.336","42.9%","78.8","68.6","10.2","6.9"
"7","D.Prescott","","43","0.215","0.398","0.332","58.1%","69.4","64.1","5.3","7.6"
"8","C.Keenum","","24","0.237","0.320","0.320","54.2%","81.0","67.4","13.5","3.7"
"9","K.Hogan","","25","0.276","0.334","0.304","64.0%","84.2","64.4","19.8","7.7"
"10","B.Hoyer","","51","0.145","0.291","0.291","49.0%","64.4","65.8","-1.4","8.5"
"11","A.Dalton","","39","0.147","0.236","0.222","46.2%","64.7","62.1","2.6","9.8"
"12","P.Rivers","","49","0.026","0.116","0.110","44.9%","50.0","61.0","-11.0","6.6"
"13","T.Brady","","50","0.115","0.074","0.056","52.0%","75.0","67.0","8.0","6.2"
"14","J.McCown","","34","0.123","0.055","0.055","52.9%","76.7","66.0","10.7","3.7"
"15","C.Palmer","","46","0.071","0.045","0.045","39.1%","63.6","61.8","1.9","9.5"
"16","J.Winston","","53","0.055","0.031","0.031","50.9%","57.8","57.9","-0.1","12.0"
"17","J.Brissett","","46","0.100","0.052","0.017","45.7%","66.7","60.0","6.6","11.9"
"18","E.Manuel","","32","0.018","0.010","0.010","40.6%","52.0","57.5","-5.5","9.4"
"19","B.Bortles","","17","0.008","-0.023","-0.023","35.3%","57.1","62.7","-5.5","8.1"
"20","M.Stafford","","45","0.009","-0.048","-0.092","51.1%","65.7","69.9","-4.1","7.4"
"21","J.Goff","","52","-0.038","-0.052","-0.094","36.5%","47.8","60.3","-12.5","12.0"
"22","T.Taylor","","46","-0.018","-0.145","-0.145","28.3%","57.1","64.8","-7.7","5.5"
"23","R.Wilson","","45","0.061","-0.081","-0.191","42.2%","66.7","60.4","6.2","7.4"
"24","E.Manning","","43","-0.009","-0.210","-0.216","37.2%","58.3","64.7","-6.4","9.0"
"25","D.Kizer","","26","-0.029","-0.225","-0.239","42.3%","47.1","57.1","-10.1","11.5"
"26","B.Roethlisberger","","60","0.015","-0.233","-0.332","43.3%","61.1","63.3","-2.2","8.8"
"27","M.Trubisky","","32","-0.053","-0.301","-0.333","34.4%","48.0","63.2","-15.2","7.4"
"28","J.Cutler","","28","-0.046","-0.398","-0.425","28.6%","48.0","62.7","-14.7","6.6"
"29","M.Cassel","","39","0.060","-0.356","-0.429","33.3%","67.7","62.9","4.8","7.5"
"30","S.Bradford","","15","-0.024","-0.539","-0.539","26.7%","45.5","57.4","-12.0","10.9"
