"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Saquon Barkley",NYG,"RB1","1","9","1.8","1.2","0"
"2",1,"Alvin Kamara",NO,"RB2","1","11","3.1","1.3","+1"
"3",1,"Christian McCaffrey",SF,"RB3","1","20","3.2","2.1","-1"
"4",1,"Ezekiel Elliott",FA,"RB4","1","42","3.9","5.3","0"
"5",1,"David Johnson",FA,"RB5","1","26","7.8","4.2","+4"
"6",1,"Nick Chubb",CLE,"RB6","2","33","8.5","4.9","+4"
"7",1,"DeAndre Hopkins",ARI,"WR1","5","21","8.6","2.2","-2"
"8",2,"James Conner",ARI,"RB7","2","36","9.3","5.2","-2"
"9",2,"Davante Adams",LV,"WR2","5","24","10.3","2.7","-1"
"10",2,"Le'Veon Bell",FA,"RB8","4","36","12.3","6.2","-3"
"11",2,"Julio Jones",FA,"WR3","6","28","12.9","4.1","+3"
"12",2,"Odell Beckham Jr.",BAL,"WR4","5","28","14.1","4.2","+6"
"13",2,"Joe Mixon",CIN,"RB9","5","38","14.9","6.6","+6"
"14",2,"Dalvin Cook",MIN,"RB10","5","42","15.0","7.0","+1"
"15",2,"Travis Kelce",KC,"TE1","7","37","15.3","3.2","+5"
"16",2,"Todd Gurley II",FA,"RB11","2","53","15.4","9.1","-5"
"17",2,"JuJu Smith-Schuster",NE,"WR5","6","30","17.0","4.6","0"
"18",2,"Michael Thomas",NO,"WR6","8","35","17.9","4.2","-5"
"19",3,"Mike Evans",TB,"WR7","8","34","20.4","3.7","+3"
"20",3,"Tyreek Hill",MIA,"WR8","7","184","18.4","20.4","-4"
"21",3,"Keenan Allen",LAC,"WR9","18","45","26.1","4.5","+5"
"22",3,"Aaron Jones",GB,"RB12","9","55","26.8","9.1","+6"
"23",3,"Leonard Fournette",FA,"RB13","9","54","27.8","8.5","-2"
"24",3,"Chris Carson",FA,"RB14","9","70","28.3","11.2","+6"
"25",3,"Kerryon Johnson",FA,"RB15","9","61","29.5","9.2","+2"
"26",3,"Adam Thielen",CAR,"WR10","19","62","30.6","6.9","-2"
"27",3,"Amari Cooper",CLE,"WR11","16","71","30.8","7.0","+7"
"28",4,"Brandin Cooks",DAL,"WR12","20","63","32.1","6.2","+12"
"29",4,"Derrick Henry",TEN,"RB16","7","72","32.6","11.7","+7"
"30",4,"Devonta Freeman",FA,"RB17","9","58","32.8","8.9","+3"
"31",4,"George Kittle",SF,"TE2","12","91","33.9","10.7","0"
"32",4,"Sony Michel",FA,"RB18","16","79","34.2","11.8","+12"
"33",4,"Stefon Diggs",BUF,"WR13","20","61","35.0","7.3","+2"
"34",4,"Patrick Mahomes II",KC,"QB1","7","63","35.4","9.4","-22"
"35",4,"Zach Ertz",ARI,"TE3","18","78","37.2","10.8","-6"
"36",4,"Robert Woods",HOU,"WR14","22","73","37.7","8.6","+6"
"37",4,"Marlon Mack",FA,"RB19","14","89","37.8","11.4","+2"
"38",4,"Josh Jacobs",LV,"RB20","17","158","39.4","15.4","-6"
"39",4,"Tyler Lockett",SEA,"WR15","23","76","39.9","11.3","+7"
"40",4,"Chris Godwin",TB,"WR16","21","75","42.8","11.1","+10"
"41",4,"David Montgomery",DET,"RB21","12","201","43.4","21.6","-3"
"42",4,"T.Y. Hilton",FA,"WR17","21","90","43.9","13.1","+3"
"43",4,"Damien Williams",FA,"RB22","17","100","44.5","15.1","-18"
"44",4,"Kenny Golladay",FA,"WR18","27","81","44.6","9.7","+5"
"45",4,"Mark Ingram II",FA,"RB23","18","90","44.8","11.5","-4"
"46",4,"Antonio Brown",FA,"WR19","17","137","45.0","27.5","-23"
"47",4,"Julian Edelman",FA,"WR20","25","78","45.2","10.2","-4"
"48",5,"Deshaun Watson",CLE,"QB2","14","74","50.2","10.2","-11"
"49",5,"O.J. Howard",LV,"TE4","19","91","51.8","11.1","+6"
"50",5,"Cooper Kupp",LAR,"WR21","27","100","52.3","11.9","+1"
"51",5,"Phillip Lindsay",FA,"RB24","31","91","54.5","11.4","+1"
"52",5,"Tevin Coleman",FA,"RB25","22","107","57.4","13.3","+4"
"53",5,"Mike Williams",LAC,"WR22","30","91","57.7","12.9","+6"
"54",5,"DJ Moore",CHI,"WR23","32","104","59.8","13.4","+13"
"55",5,"Tyler Boyd",CIN,"WR24","31","97","59.8","13.4","+2"
"56",5,"Aaron Rodgers",NYJ,"QB3","31","103","60.1","11.0","-9"
"57",5,"Evan Engram",JAC,"TE5","22","109","61.1","12.9","+4"
"58",5,"Calvin Ridley",JAC,"WR25","34","96","61.3","12.7","-5"
"59",5,"Hunter Henry",NE,"TE6","23","150","62.7","15.6","+7"
"60",5,"Allen Robinson II",PIT,"WR26","30","111","63.3","14.9","+17"
"61",5,"Melvin Gordon III",FA,"RB26","5","200","63.4","33.3","-13"
"62",5,"Alshon Jeffery",FA,"WR27","36","110","64.3","13.8","+1"
"63",5,"Chosen Anderson",MIA,"WR28","41","117","69.6","13.7","+15"
"64",5,"Derrius Guice",FA,"RB27","33","257","70.4","22.5","+9"
"65",5,"James White",FA,"RB28","45","144","70.5","15.7","-1"
"66",5,"Miles Sanders",CAR,"RB29","39","267","71.0","33.0","+2"
"67",5,"Baker Mayfield",TB,"QB4","31","118","71.1","13.4","-13"
"68",5,"Latavius Murray",BUF,"RB30","36","153","71.1","17.1","+15"
"69",6,"Austin Ekeler",LAC,"RB31","28","190","72.2","25.4","-11"
"70",6,"Duke Johnson Jr.",FA,"RB32","36","162","73.1","28.3","0"
"71",6,"Matt Ryan",FA,"QB5","25","129","73.3","15.8","-9"
"72",6,"Kenyan Drake",FA,"RB33","26","132","74.0","20.1","+2"
"73",6,"A.J. Green",FA,"WR29","19","142","74.9","24.2","-13"
"74",6,"Jarvis Landry",FA,"WR30","43","130","80.1","14.5","-5"
"75",6,"Carson Wentz",FA,"QB6","45","138","82.5","16.6","-3"
"76",6,"Cam Newton",FA,"QB7","37","120","82.7","14.2","+13"
"77",6,"Tarik Cohen",FA,"RB34","35","149","82.8","19.3","-1"
"78",6,"Sammy Watkins",FA,"WR31","44","129","83.4","16.0","+8"
"79",6,"William Fuller V",FA,"WR32","52","138","85.5","15.4","+2"
"80",6,"Rashaad Penny",PHI,"RB35","47","199","85.9","22.9","+20"
"81",6,"Curtis Samuel",WAS,"WR33","47","128","86.8","15.5","+17"
"82",6,"Royce Freeman",FA,"RB36","46","233","87.0","22.1","+30"
"83",6,"Marvin Jones Jr.",DET,"WR34","52","126","87.3","14.9","+10"
"84",6,"Christian Kirk",JAC,"WR35","50","128","87.6","13.7","+6"
"85",6,"Matt Breida",NYG,"RB37","41","220","88.3","29.2","+12"
"86",6,"Jared Cook",FA,"TE7","48","150","89.2","18.3","-11"
"87",6,"Dede Westbrook",FA,"WR36","43","145","89.8","17.4","-7"
"88",6,"Russell Wilson",DEN,"QB8","49","156","90.2","18.1","-6"
"89",6,"Corey Davis",NYJ,"WR37","44","158","91.8","18.5","+3"
"90",6,"LeSean McCoy",FA,"RB38","44","248","93.1","30.2","+4"
"91",6,"Jordan Howard",FA,"RB39","55","206","93.9","26.8","-4"
"92",6,"Jared Goff",DET,"QB9","57","142","94.8","16.1","-13"
"93",6,"Sterling Shepard",NYG,"WR38","51","134","95.0","14.3","-2"
"94",6,"Dante Pettis",CHI,"WR39","49","161","95.0","19.6","+15"
"95",6,"Vance McDonald",FA,"TE8","55","181","98.1","23.1","-10"
"96",6,"Drew Brees",FA,"QB10","49","160","98.1","18.4","-25"
"97",6,"Jameis Winston",NO,"QB11","50","149","98.5","16.3","+6"
"98",7,"Devin Singletary",HOU,"RB40","49","257","98.1","44.0","+1"
"99",7,"David Njoku",CLE,"TE9","56","189","101.1","22.7","+2"
"100",7,"Lamar Jackson",BAL,"QB12","55","176","108.5","21.6","+6"
"101",7,"Larry Fitzgerald",FA,"WR40","51","163","110.5","18.4","+3"
"102",7,"Courtland Sutton",DEN,"WR41","73","198","108.3","17.8","+13"
"103",7,"Dak Prescott",DAL,"QB13","56","198","111.3","18.2","+19"
"104",7,"Kyler Murray",ARI,"QB14","52","270","109.3","27.1","+4"
"105",7,"Ben Roethlisberger",FA,"QB15","63","200","113.5","22.3","-9"
"106",7,"Marquez Valdes-Scantling",KC,"WR42","67","174","114.4","18.9","+7"
"107",7,"Geronimo Allison",FA,"WR43","75","196","116.5","18.2","+13"
"108",7,"Kalen Ballage",FA,"RB41","64","204","110.3","26.8","+22"
"109",7,"DeSean Jackson",FA,"WR44","71","191","117.0","19.7","+18"
"110",7,"Darrell Henderson Jr.",FA,"RB42","62","244","109.8","30.8","-8"
"111",7,"Peyton Barber",FA,"RB43","55","210","111.2","25.6","-4"
"112",7,"Michael Gallup",DAL,"WR45","61","233","118.4","22.4","+20"
"113",7,"Emmanuel Sanders",FA,"WR46","61","216","116.7","23.7","-25"
"114",7,"Philip Rivers",FA,"QB16","68","178","121.6","19.4","+2"
"115",7,"John Brown",FA,"WR47","77","257","125.4","21.9","+27"
"116",7,"Anthony Miller",PIT,"WR48","75","210","120.1","19.8","+28"
"117",7,"Austin Hooper",LV,"TE10","70","217","125.5","26.0","+12"
"118",7,"Tyrell Williams",FA,"WR49","71","234","127.8","29.0","+21"
"119",7,"Mitch Trubisky",PIT,"QB17","62","224","129.8","23.9","+22"
"120",7,"Delanie Walker",FA,"TE11","77","274","130.5","30.6","-3"
"121",7,"Josh Gordon",FA,"WR50","30","313","72.7","36.2","-56"
"122",7,"Donte Moncrief",FA,"WR51","61","234","129.2","27.0","+13"
"123",7,"Eric Ebron",FA,"TE12","59","273","131.3","37.4","-28"
"124",7,"Tom Brady",FA,"QB18","64","209","132.6","22.9","-19"
"125",7,"Dion Lewis",FA,"RB44","69","316","131.4","31.4","+6"
"126",7,"Kirk Cousins",MIN,"QB19","83","194","131.6","21.4","+8"
"127",7,"Adrian Peterson",FA,"RB45","71","325","125.7","36.7","-4"
"128",7,"Josh Allen",BUF,"QB20","60","206","137.6","23.2","+26"
"129",7,"Jamison Crowder",NYG,"WR52","89","233","137.7","23.5","+36"
"130",8,"Mark Andrews",BAL,"TE13","76","256","138.9","38.1","+10"
"131",8,"Justin Jackson",FA,"RB46","71","303","128.3","43.6","-3"
"132",8,"Justice Hill",BAL,"RB47","69","268","129.8","41.1","+16"
"133",8,"Keke Coutee",FA,"WR53","87","229","141.0","26.0","+25"
"134",8,"James Washington",NO,"WR54","71","276","140.4","27.5","-15"
