"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Adrian Peterson",FA,"RB1","1","2","1.3","0.4","-"
"2",1,"Arian Foster",FA,"RB2","1","3","2.3","0.8","-"
"3",1,"Chris Johnson",FA,"RB3","2","5","3.2","1.1","-"
"4",1,"Jamaal Charles",FA,"RB4","3","6","4.3","0.9","-"
"5",1,"Ray Rice",FA,"RB5","2","9","4.7","1.9","-"
"6",2,"LeSean McCoy",FA,"RB6","6","20","8.3","3.5","-"
"7",2,"Maurice Jones-Drew",FA,"RB7","5","13","8.4","2.6","-"
"8",2,"Aaron Rodgers",NYJ,"QB1","6","12","9.3","2.1","-"
"9",2,"Rashard Mendenhall",FA,"RB8","6","19","9.7","3.3","-"
"10",2,"Darren McFadden",FA,"RB9","5","19","10.7","3.5","-"
"11",2,"Andre Johnson",FA,"WR1","7","15","10.7","2.5","-"
"12",2,"Michael Turner",FA,"RB10","7","17","12.1","3.4","-"
"13",3,"Roddy White",FA,"WR2","11","19","14.7","2.0","-"
"14",3,"Michael Vick",FA,"QB2","8","25","14.9","4.8","-"
"15",3,"Calvin Johnson",FA,"WR3","13","22","15.7","2.8","-"
"16",3,"Frank Gore",FA,"RB11","9","21","16.6","3.7","-"
"17",3,"Drew Brees",FA,"QB3","14","22","17.2","1.9","-"
"18",3,"Steven Jackson",FA,"RB12","12","28","19.9","4.5","-"
"19",3,"Tom Brady",FA,"QB4","14","31","20.5","5.0","-"
"20",3,"Hakeem Nicks",FA,"WR4","16","26","20.7","3.6","-"
"21",3,"Matt Forte",FA,"RB13","12","31","21.2","4.5","-"
"22",3,"Larry Fitzgerald",FA,"WR5","10","36","22.2","8.8","-"
"23",3,"Philip Rivers",FA,"QB5","16","34","22.5","4.4","-"
"24",4,"Peyton Hillis",FA,"RB14","12","39","24.9","7.0","-"
"25",4,"Greg Jennings",FA,"WR6","21","32","26.1","2.9","-"
"26",4,"Mike Wallace",FA,"WR7","23","37","28.9","4.5","-"
"27",4,"LeGarrette Blount",FA,"RB15","24","39","29.7","4.3","-"
"28",4,"Reggie Wayne",FA,"WR8","25","35","29.9","3.0","-"
"29",4,"Vincent Jackson",FA,"WR9","24","43","31.2","6.4","-"
"30",4,"Miles Austin",FA,"WR10","24","36","31.6","3.6","-"
"31",4,"Ahmad Bradshaw",FA,"RB16","20","44","31.7","6.5","-"
"32",4,"Peyton Manning",FA,"QB6","17","51","32.1","11.6","-"
"33",4,"Shonn Greene",FA,"RB17","19","50","32.5","8.9","-"
