"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Adrian Peterson",FA,"RB1","1","3","1.1","0.4","0"
"2",1,"Doug Martin",FA,"RB2","1","13","2.7","1.7","0"
"3",1,"Jamaal Charles",FA,"RB3","2","11","4.9","2.3","+1"
"4",2,"C.J. Spiller",FA,"RB4","2","24","5.5","4.1","+1"
"5",2,"LeSean McCoy",FA,"RB5","2","23","6.3","3.2","+5"
"6",2,"Calvin Johnson",FA,"WR1","4","12","8.0","2.1","+2"
"7",2,"Marshawn Lynch",FA,"RB6","3","22","8.0","3.5","-1"
"8",2,"Arian Foster",FA,"RB7","2","23","8.0","4.5","-5"
"9",2,"Trent Richardson",FA,"RB8","3","42","8.1","5.1","0"
"10",2,"Ray Rice",FA,"RB9","3","24","8.4","3.9","-3"
"11",3,"Alfred Morris",FA,"RB10","5","29","12.9","5.0","0"
"12",3,"Dez Bryant",FA,"WR2","8","25","13.8","3.0","+2"
"13",3,"A.J. Green",FA,"WR3","10","23","15.1","2.8","+3"
"14",3,"Matt Forte",FA,"RB11","7","27","15.3","4.9","+1"
"15",3,"Jimmy Graham",FA,"TE1","10","32","16.7","4.3","+8"
"16",4,"Brandon Marshall",FA,"WR4","12","26","17.6","3.4","+5"
"17",4,"Julio Jones",FA,"WR5","11","29","19.3","3.8","+3"
"18",4,"Steven Jackson",FA,"RB12","10","59","20.1","7.4","-1"
"19",4,"Demaryius Thomas",FA,"WR6","14","31","20.4","3.7","+5"
"20",4,"Drew Brees",FA,"QB1","8","39","21.6","7.2","-8"
"21",4,"Chris Johnson",FA,"RB13","8","39","21.7","7.4","-3"
"22",4,"Aaron Rodgers",NYJ,"QB2","9","39","22.4","7.0","-9"
"23",4,"Stevan Ridley",FA,"RB14","10","73","23.1","10.5","-1"
"24",4,"Maurice Jones-Drew",FA,"RB15","12","54","25.1","7.8","+1"
"25",4,"Larry Fitzgerald",FA,"WR7","16","44","25.7","5.3","+2"
"26",5,"Andre Johnson",FA,"WR8","18","41","28.4","4.4","+3"
"27",5,"David Wilson",FA,"RB16","9","61","26.3","10.2","+1"
"28",5,"Roddy White",FA,"WR9","19","53","29.5","5.8","+4"
"29",5,"Reggie Bush",FA,"RB17","16","61","32.4","8.1","+1"
"30",5,"Vincent Jackson",FA,"WR10","25","48","32.4","5.5","+7"
"31",5,"Victor Cruz",FA,"WR11","24","54","32.8","5.5","+4"
"32",5,"Randall Cobb",NYJ,"WR12","22","50","32.9","6.1","+1"
"33",5,"Frank Gore",FA,"RB18","16","62","33.0","9.2","-7"
"34",5,"Peyton Manning",FA,"QB3","16","51","33.0","7.8","-15"
"35",5,"DeMarco Murray",FA,"RB19","10","75","35.8","10.9","-1"
"36",5,"Cam Newton",FA,"QB4","15","64","37.4","9.8","0"
"37",5,"Marques Colston",FA,"WR13","29","79","39.6","8.2","+4"
"38",6,"Lamar Miller",FA,"RB20","16","79","41.8","11.5","+5"
"39",6,"Tom Brady",FA,"QB5","21","68","43.8","10.8","-8"
"40",6,"Dwayne Bowe",FA,"WR14","27","77","44.3","9.2","+2"
"41",6,"Reggie Wayne",FA,"WR15","28","69","44.8","8.0","+7"
"42",6,"Eddie Lacy",FA,"RB21","6","93","46.6","16.0","+4"
"43",6,"Darren McFadden",FA,"RB22","26","98","47.0","13.0","-5"
"44",6,"Matt Ryan",FA,"QB6","24","78","47.0","10.1","-5"
"45",6,"Rob Gronkowski",FA,"TE2","17","82","48.9","12.5","-5"
"46",6,"Darren Sproles",FA,"RB23","26","87","49.8","12.6","+1"
"47",6,"Danny Amendola",FA,"WR16","29","110","49.9","14.7","-2"
"48",6,"Pierre Garcon",FA,"WR17","29","95","50.3","13.6","+6"
"49",6,"Jordy Nelson",FA,"WR18","29","89","50.3","11.4","0"
"50",6,"Hakeem Nicks",FA,"WR19","34","93","52.6","11.7","+3"
"51",7,"Jason Witten",FA,"TE3","28","95","54.5","12.5","+1"
"52",7,"Matthew Stafford",LAR,"QB7","29","77","55.0","10.1","+8"
"53",7,"Antonio Brown",FA,"WR20","29","91","55.0","10.7","+9"
"54",7,"Torrey Smith",FA,"WR21","38","81","55.3","11.5","+3"
"55",7,"Wes Welker",FA,"WR22","36","85","56.2","11.1","-11"
"56",7,"Eric Decker",FA,"WR23","38","103","57.5","11.9","0"
"57",7,"Colin Kaepernick",FA,"QB8","33","108","59.2","13.1","-6"
"58",7,"Vernon Davis",FA,"TE4","36","94","59.6","12.3","-8"
"59",7,"Steve Smith",FA,"WR24","43","93","60.1","8.5","+5"
"60",7,"Ryan Mathews",FA,"RB24","31","86","60.6","13.1","-2"
"61",7,"Robert Griffin III",FA,"QB9","35","110","61.4","13.5","+5"
"62",7,"Mike Wallace",FA,"WR25","40","99","63.2","10.9","+1"
"63",7,"Tony Gonzalez",FA,"TE5","41","96","61.1","10.5","-4"
"64",7,"Giovani Bernard",FA,"RB25","18","112","65.3","15.4","+1"
"65",7,"Tony Romo",FA,"QB10","40","109","65.8","11.0","+6"
"66",7,"Andrew Luck",FA,"QB11","37","119","66.3","16.3","-5"
"67",7,"James Jones",FA,"WR26","44","91","68.3","12.0","+2"
"68",7,"DeSean Jackson",FA,"WR27","46","103","68.6","12.2","-1"
"69",7,"Russell Wilson",DEN,"QB12","42","115","69.1","14.1","+5"
"70",7,"Cecil Shorts",FA,"WR28","41","102","69.3","12.2","+2"
"71",7,"Ahmad Bradshaw",FA,"RB26","44","133","69.7","15.0","-3"
"72",7,"Montee Ball",FA,"RB27","26","110","70.2","14.9","-17"
"73",7,"Daryl Richardson",FA,"RB28","42","158","70.7","17.8","-3"
"74",8,"Shane Vereen",FA,"RB29","36","113","72.6","15.6","+4"
"75",8,"Chris Ivory",FA,"RB30","40","111","72.7","14.7","+2"
"76",8,"T.Y. Hilton",FA,"WR29","35","139","76.3","15.6","-1"
"77",8,"DeAngelo Williams",FA,"RB31","43","113","76.5","16.1","+8"
"78",8,"Steve Johnson",FA,"WR30","56","107","80.4","10.7","+5"
"79",8,"Rashard Mendenhall",FA,"RB32","61","131","81.3","12.9","-6"
"80",8,"Mike Williams",FA,"WR31","54","126","81.5","13.8","+9"
"81",8,"Greg Jennings",FA,"WR32","58","112","82.0","11.5","+6"
"82",8,"Josh Gordon",FA,"WR33","25","141","82.6","16.9","+18"
"83",8,"Mark Ingram II",FA,"RB33","48","129","85.4","11.4","+7"
"84",8,"Miles Austin",FA,"WR34","56","190","86.8","15.9","-2"
"85",8,"Greg Olsen",FA,"TE6","54","118","88.8","12.8","+3"
"86",8,"BenJarvus Green-Ellis",FA,"RB34","65","183","89.2","15.5","0"
"87",8,"Ben Tate",FA,"RB35","47","121","90.0","13.5","+8"
"88",8,"Anquan Boldin",FA,"WR35","58","119","90.0","13.6","-9"
"89",9,"Eli Manning",FA,"QB13","60","134","96.2","16.9","+5"
"90",9,"Lance Moore",FA,"WR36","67","163","96.5","17.4","+6"
"91",9,"Kyle Rudolph",FA,"TE7","65","129","96.5","14.9","+2"
"92",9,"Kenny Britt",FA,"WR37","51","172","96.6","18.9","+6"
"93",9,"Tavon Austin",FA,"WR38","64","164","97.4","18.5","-17"
"94",9,"Chris Givens",FA,"WR39","68","181","99.5","20.7","+8"
"95",9,"Bernard Pierce",FA,"RB36","75","138","101.8","13.1","+27"
"96",9,"Jared Cook",FA,"TE8","70","176","103.0","19.9","+1"
"97",9,"Le'Veon Bell",FA,"RB37","7","191","97.1","26.2","-17"
"98",9,"Jermichael Finley",FA,"TE9","68","183","105.0","22.1","-17"
"99",9,"Michael Vick",FA,"QB14","46","191","104.3","26.3","+6"
"100",9,"Golden Tate",FA,"WR40","73","182","107.3","23.9","+3"
"101",9,"Bryce Brown",FA,"RB38","77","160","107.4","18.2","+7"
"102",9,"Owen Daniels",FA,"TE10","79","170","109.4","19.5","-3"
"103",9,"Pierre Thomas",FA,"RB39","82","164","110.0","17.1","+44"
"104",9,"Michael Floyd",FA,"WR41","67","195","110.6","20.1","+5"
"105",9,"Jordan Cameron",FA,"TE11","75","356","114.4","38.0","+10"
"106",9,"Danny Woodhead",FA,"RB40","84","180","112.7","20.4","+36"
"107",9,"Fred Jackson",FA,"RB41","78","163","112.3","17.9","+21"
"108",9,"Kenbrell Thompkins",FA,"WR42","62","224","113.8","26.8","+6"
"109",9,"Emmanuel Sanders",FA,"WR43","73","157","113.8","15.2","+1"
"110",9,"Antonio Gates",FA,"TE12","79","162","114.4","18.9","-18"
"111",9,"Justin Blackmon",FA,"WR44","71","169","114.0","19.9","+20"
"112",9,"Andy Dalton",CAR,"QB15","65","161","117.5","16.8","0"
"113",9,"Alshon Jeffery",FA,"WR45","27","176","118.3","21.2","+6"
"114",9,"Ben Roethlisberger",FA,"QB16","82","164","118.6","15.3","+13"
"115",9,"Ronnie Hillman",FA,"RB42","72","183","116.0","25.2","+14"
"116",9,"Vick Ballard",FA,"RB43","66","193","117.8","25.6","-3"
"117",9,"Vincent Brown",FA,"WR46","84","186","117.7","20.9","+9"
"118",9,"Sidney Rice",FA,"WR47","77","195","121.2","20.1","-12"
"119",10,"Jay Cutler",FA,"QB17","69","174","123.6","17.2","+15"
"120",10,"DeAndre Hopkins",ARI,"WR48","88","160","123.8","14.4","-2"
"121",10,"Denarius Moore",FA,"WR49","80","188","124.6","20.1","+2"
"122",10,"Martellus Bennett",FA,"TE13","90","185","127.2","20.0","+3"
"123",10,"Brandon Myers",FA,"TE14","86","185","129.2","23.2","-6"
"124",10,"Kendall Wright",FA,"WR50","88","182","131.3","20.5","+38"
"125",10,"Shonn Greene",FA,"RB44","92","182","131.5","21.4","+38"
"126",10,"Rueben Randle",FA,"WR51","96","179","132.3","19.8","+18"
"127",10,"Carson Palmer",FA,"QB18","94","172","132.6","15.7","+6"
"128",10,"Knowshon Moreno",FA,"RB45","47","203","131.5","26.0","+29"
"129",10,"Sam Bradford",FA,"QB19","100","191","136.6","17.4","+21"
"130",10,"Joique Bell",FA,"RB46","89","234","132.1","28.1","+39"
"131",10,"Brian Hartline",FA,"WR52","94","185","136.7","18.6","+24"
"132",10,"Fred Davis",FA,"TE15","86","185","132.7","22.8","+5"
"133",10,"Josh Freeman",FA,"QB20","93","189","137.9","19.1","+28"
"134",10,"Jacquizz Rodgers",FA,"RB47","94","195","138.9","21.9","+17"
"135",10,"Michael Bush",FA,"RB48","97","189","138.9","23.9","+17"
"136",10,"Ryan Broyles",FA,"WR53","95","197","141.2","21.3","+9"
"137",10,"Matt Schaub",FA,"QB21","108","187","139.5","15.9","+4"
"138",10,"Joe Flacco",FA,"QB22","103","191","138.4","16.9","-2"
"139",10,"Bilal Powell",FA,"RB49","88","213","136.2","26.6","+26"
"140",10,"Isaiah Pead",FA,"RB50","99","194","134.3","22.7","+13"
"141",10,"Brandon Pettigrew",FA,"TE16","95","194","141.9","25.0","-9"
"142",10,"Cordarrelle Patterson",ATL,"RB51","77","192","142.3","24.3","+1"
"143",10,"Isaac Redman",FA,"RB52","85","265","136.9","34.3","+23"
"144",10,"Seattle Seahawks",SEA,"DST1","99","204","142.5","18.3","-60"
"145",10,"Andre Brown",FA,"RB53","66","202","121.4","34.2","-24"
"146",10,"Mikel Leshoure",FA,"RB54","81","198","134.7","26.9","+29"
"147",11,"Malcom Floyd",FA,"WR54","100","186","148.5","20.3","+12"
"148",11,"Darrius Heyward-Bey",FA,"WR55","108","191","152.2","19.0","+1"
"149",11,"Greg Little",FA,"WR56","109","193","151.2","16.0","+54"
"150",11,"San Francisco 49ers",SF,"DST2","115","193","151.6","13.8","-59"
"151",11,"Ryan Tannehill",TEN,"QB23","113","203","155.3","20.8","+40"
"152",11,"Jonathan Stewart",FA,"RB55","92","185","140.6","24.4","+30"
"153",11,"Philip Rivers",FA,"QB24","110","199","153.7","23.7","+1"
"154",11,"Brandon LaFell",FA,"WR57","117","202","156.1","17.2","+50"
"155",11,"Roy Helu",FA,"RB56","100","199","150.1","24.7","+19"
"156",11,"Christine Michael",FA,"RB57","100","218","149.7","25.8","+28"
"157",11,"Zach Sudfeld",FA,"TE17","95","193","147.0","26.2","-11"
"158",11,"Daniel Thomas",FA,"RB58","107","213","155.8","21.4","+30"
"159",11,"Alex Smith",FA,"QB25","123","200","157.2","19.7","+9"
"160",11,"Aaron Dobson",FA,"WR58","98","200","154.4","20.9","+20"
"161",11,"Kendall Hunter",FA,"RB59","108","220","155.8","25.5","+36"
