"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Arian Foster",FA,"RB1","1","3","1.2","0.5","0"
"2",1,"Ray Rice",FA,"RB2","1","5","2.4","0.8","+1"
"3",1,"LeSean McCoy",FA,"RB3","2","4","2.7","0.5","+1"
"4",2,"Aaron Rodgers",NYJ,"QB1","1","10","5.1","1.8","-2"
"5",2,"Calvin Johnson",FA,"WR1","4","10","5.4","1.5","+2"
"6",2,"Chris Johnson",FA,"RB4","4","11","6.9","2.0","+2"
"7",2,"Tom Brady",FA,"QB2","4","14","8.2","2.2","-2"
"8",2,"Darren McFadden",FA,"RB5","4","22","8.9","4.3","+1"
"9",2,"Drew Brees",FA,"QB3","5","21","10.2","3.4","-3"
"10",3,"Matt Forte",FA,"RB6","6","22","11.8","4.4","+2"
"11",3,"DeMarco Murray",FA,"RB7","7","33","13.9","5.9","+5"
"12",3,"Larry Fitzgerald",FA,"WR2","8","25","15.2","4.8","+5"
"13",3,"Jimmy Graham",FA,"TE1","9","34","15.2","3.9","+2"
"14",3,"Rob Gronkowski",FA,"TE2","11","53","17.0","6.7","0"
"15",3,"Matthew Stafford",LAR,"QB4","8","30","18.0","4.3","-5"
"16",4,"Cam Newton",FA,"QB5","8","45","20.9","6.9","-5"
"17",4,"Jamaal Charles",FA,"RB8","11","42","21.1","7.3","+5"
"18",4,"Julio Jones",FA,"WR3","9","42","21.3","7.8","+3"
"19",4,"Ryan Mathews",FA,"RB9","7","49","21.4","9.8","+5"
"20",4,"Marshawn Lynch",FA,"RB10","8","48","21.4","9.8","-2"
"21",4,"Maurice Jones-Drew",FA,"RB11","7","62","21.7","11.7","-8"
"22",4,"A.J. Green",FA,"WR4","15","40","23.1","5.1","+7"
"23",4,"Andre Johnson",FA,"WR5","12","33","23.2","5.7","-3"
"24",4,"Greg Jennings",FA,"WR6","14","34","24.5","5.0","-1"
"25",4,"Steven Jackson",FA,"RB12","11","44","25.3","7.9","+3"
"26",4,"Trent Richardson",FA,"RB13","8","44","25.6","9.2","0"
"27",4,"Roddy White",FA,"WR7","16","39","25.6","5.3","-2"
"28",5,"Hakeem Nicks",FA,"WR8","18","36","27.7","4.6","+6"
"29",5,"Wes Welker",FA,"WR9","14","52","29.8","8.6","-2"
"30",5,"Adrian Peterson",FA,"RB14","8","56","30.2","10.3","-11"
"31",5,"Brandon Marshall",FA,"WR10","17","42","30.6","5.3","+1"
"32",5,"Fred Jackson",FA,"RB15","12","60","31.5","10.8","-2"
"33",5,"Victor Cruz",FA,"WR11","21","46","32.2","6.2","-2"
"34",5,"Jordy Nelson",FA,"WR12","23","47","33.0","5.7","+1"
"35",6,"Percy Harvin",FA,"WR13","26","66","38.6","6.7","+11"
"36",6,"Steve Smith",FA,"WR14","28","58","38.8","6.1","+7"
"37",6,"Dez Bryant",FA,"WR15","17","67","39.3","9.3","+7"
"38",6,"Mike Wallace",FA,"WR16","22","63","39.3","8.3","+3"
"39",6,"Ahmad Bradshaw",FA,"RB16","23","65","40.5","9.6","-3"
"40",6,"Doug Martin",FA,"RB17","15","88","40.8","14.8","0"
"41",6,"Marques Colston",FA,"WR17","27","60","41.3","7.1","+6"
"42",6,"Michael Turner",FA,"RB18","19","79","41.8","13.8","-9"
"43",6,"Darren Sproles",FA,"RB19","25","70","43.2","9.7","-5"
"44",6,"Michael Vick",FA,"QB6","26","76","46.1","11.7","-5"
"45",6,"Jeremy Maclin",FA,"WR18","35","74","48.3","8.2","+15"
"46",6,"Frank Gore",FA,"RB20","23","83","49.3","13.3","-9"
"47",6,"Brandon Lloyd",FA,"WR19","28","81","51.3","11.7","+7"
"48",6,"Demaryius Thomas",FA,"WR20","33","80","51.6","11.3","+5"
"49",6,"Eli Manning",FA,"QB7","32","67","51.7","6.7","-7"
"50",6,"Antonio Gates",FA,"TE3","41","68","52.4","6.7","-5"
"51",7,"Dwayne Bowe",FA,"WR21","36","74","53.7","8.9","+10"
"52",7,"Tony Romo",FA,"QB8","32","72","54.1","8.5","+3"
"53",7,"Matt Ryan",FA,"QB9","27","76","54.2","11.5","-3"
"54",7,"Vincent Jackson",FA,"WR22","34","80","54.3","9.9","+11"
"55",7,"Miles Austin",FA,"WR23","38","78","54.4","10.9","+8"
"56",7,"Aaron Hernandez",FA,"TE4","26","93","54.6","10.3","-8"
"57",7,"Reggie Bush",FA,"RB21","38","85","55.7","11.2","-6"
"58",7,"Antonio Brown",FA,"WR24","34","82","56.3","11.1","+4"
"59",7,"Steve Johnson",FA,"WR25","42","79","58.0","8.0","+9"
"60",7,"Philip Rivers",FA,"QB10","42","84","59.9","8.6","-3"
"61",7,"Vernon Davis",FA,"TE5","42","92","61.2","8.9","-9"
"62",7,"Willis McGahee",FA,"RB22","37","87","62.1","12.1","-6"
"63",7,"Eric Decker",FA,"WR26","44","85","62.2","11.1","+3"
"64",7,"Peyton Manning",FA,"QB11","39","86","63.6","9.6","-15"
"65",7,"DeSean Jackson",FA,"WR27","47","77","64.4","7.6","-1"
"66",7,"Shonn Greene",FA,"RB23","42","92","65.7","11.6","+1"
"67",7,"Jermichael Finley",FA,"TE6","49","88","66.0","9.0","-8"
"68",7,"BenJarvus Green-Ellis",FA,"RB24","43","104","69.3","10.6","-10"
"69",7,"Torrey Smith",FA,"WR28","48","106","69.9","11.3","+3"
"70",8,"Jonathan Stewart",FA,"RB25","41","108","72.9","12.3","+11"
"71",8,"Donald Brown",FA,"RB26","56","102","74.1","11.3","+5"
"72",8,"Stevan Ridley",FA,"RB27","48","101","76.1","12.2","-1"
"73",8,"Reggie Wayne",FA,"WR29","47","107","76.2","13.0","+6"
"74",8,"Pierre Garcon",FA,"WR30","59","100","76.9","9.3","+6"
"75",8,"Jason Witten",FA,"TE7","48","127","80.5","19.9","-5"
"76",8,"Chris Beanie Wells",FA,"RB28","52","129","81.0","14.8","-3"
"77",8,"DeAngelo Williams",FA,"RB29","59","120","81.3","12.0","+9"
"78",8,"Ben Roethlisberger",FA,"QB12","57","116","82.4","12.7","+4"
"79",8,"Peyton Hillis",FA,"RB30","50","133","83.2","17.5","-2"
"80",8,"C.J. Spiller",FA,"RB31","34","123","84.1","15.0","+17"
"81",8,"Kenny Britt",FA,"WR31","53","166","86.7","25.1","+4"
"82",8,"Fred Davis",FA,"TE8","57","124","87.1","16.0","-7"
"83",8,"Jay Cutler",FA,"QB13","54","123","88.0","16.2","+4"
"84",8,"Mark Ingram II",FA,"RB32","61","120","88.2","11.5","+10"
"85",8,"Robert Meachem",FA,"WR32","71","118","88.6","10.0","+6"
"86",8,"Kevin Smith",FA,"RB33","55","167","91.7","23.8","+2"
"87",8,"Ben Tate",FA,"RB34","66","114","93.4","11.0","+5"
"88",8,"Isaac Redman",FA,"RB35","66","155","93.9","20.7","+1"
"89",9,"Robert Griffin III",FA,"QB14","59","138","95.4","18.3","-15"
"90",9,"Brandon Pettigrew",FA,"TE9","51","132","96.1","17.1","-12"
"91",9,"Denarius Moore",FA,"WR33","76","134","96.1","13.8","+15"
"92",9,"Darrius Heyward-Bey",FA,"WR34","67","122","96.1","12.0","+15"
"93",9,"Malcom Floyd",FA,"WR35","58","142","98.1","13.8","+8"
"94",9,"Ryan Williams",FA,"RB36","71","158","98.4","18.4","+16"
"95",9,"Michael Bush",FA,"RB37","72","132","99.5","12.8","+5"
"96",9,"David Wilson",FA,"RB38","66","156","99.9","15.8","+8"
"97",9,"Tony Gonzalez",FA,"TE10","64","134","100.7","16.4","-14"
"98",9,"Santonio Holmes",FA,"WR36","65","146","101.3","15.0","+14"
"99",9,"Roy Helu",FA,"RB39","57","169","101.8","24.4","-9"
"100",9,"Matt Schaub",FA,"QB15","67","187","102.6","22.7","-5"
"101",9,"Anquan Boldin",FA,"WR37","84","145","103.0","13.0","-2"
"102",9,"Cedric Benson",FA,"RB40","51","191","103.9","36.9","-18"
"103",9,"Justin Blackmon",FA,"WR38","77","154","105.7","17.0","-1"
"104",9,"Titus Young",FA,"WR39","80","144","106.5","16.1","+7"
"105",9,"Toby Gerhart",FA,"RB41","82","137","106.6","14.6","+14"
"106",9,"Sidney Rice",FA,"WR40","78","149","108.2","17.1","+17"
"107",9,"Greg Little",FA,"WR41","84","163","108.7","17.0","+19"
"108",9,"Lance Moore",FA,"WR42","80","145","109.3","15.2","+10"
"109",9,"Rashad Jennings",FA,"RB42","71","182","110.2","28.9","+15"
"110",9,"Pierre Thomas",FA,"RB43","81","162","113.6","13.6","+25"
"111",9,"Mike Williams",FA,"WR43","90","159","114.3","14.6","+35"
"112",9,"Mikel Leshoure",FA,"RB44","75","174","115.0","19.0","+16"
"113",9,"Michael Crabtree",FA,"WR44","82","146","115.6","14.8","+7"
"114",9,"Brent Celek",FA,"TE11","80","146","118.3","14.8","+20"
"115",10,"Josh Freeman",FA,"QB16","82","167","119.9","17.1","+12"
"116",10,"Jermaine Gresham",FA,"TE12","81","186","120.0","20.9","+9"
"117",10,"Jacob Tamme",FA,"TE13","76","178","120.1","20.6","-8"
"118",10,"Nate Washington",FA,"WR45","87","169","120.2","17.9","+3"
"119",10,"Andrew Luck",FA,"QB17","75","172","121.2","25.0","-14"
"120",10,"Joe Flacco",FA,"QB18","86","171","121.8","18.5","+2"
"121",10,"LeGarrette Blount",FA,"RB45","76","175","122.0","20.4","+17"
"122",10,"Jacquizz Rodgers",FA,"RB46","76","187","121.7","24.0","+29"
"123",10,"Jared Cook",FA,"TE14","81","200","125.4","22.5","+16"
"124",10,"Carson Palmer",FA,"QB19","86","184","125.7","20.4","+13"
"125",10,"Daniel Thomas",FA,"RB47","99","164","130.6","17.5","+25"
"126",10,"Ryan Fitzpatrick",FA,"QB20","73","182","131.9","25.3","+31"
"127",10,"Kendall Wright",FA,"WR46","88","198","131.9","22.0","+39"
"128",10,"Shane Vereen",FA,"RB48","89","179","132.6","17.0","+58"
"129",10,"Laurent Robinson",FA,"WR47","101","166","135.7","15.5","+45"
"130",10,"San Francisco 49ers",SF,"DST1","100","169","135.2","13.4","-61"
"131",10,"Evan Royster",FA,"RB49","96","195","133.1","23.3","+23"
"132",10,"Santana Moss",FA,"WR48","89","177","132.2","17.7","+49"
"133",10,"Ronnie Hillman",FA,"RB50","80","176","134.5","20.0","+15"
"134",10,"Felix Jones",FA,"RB51","108","173","138.6","15.5","+24"
"135",10,"Owen Daniels",FA,"TE15","116","186","136.8","15.7","+1"
"136",10,"Randy Moss",FA,"WR49","95","193","140.4","19.4","-7"
"137",10,"Greg Olsen",FA,"TE16","88","199","138.9","28.6","-5"
"138",10,"Andy Dalton",CAR,"QB21","90","200","141.6","22.7","-7"
"139",10,"Dustin Keller",FA,"TE17","107","186","144.8","21.4","+17"
"140",10,"Brandon LaFell",FA,"WR50","108","176","140.7","16.7","+29"
"141",10,"Rashard Mendenhall",FA,"RB52","104","200","144.9","19.1","-8"
"142",10,"Randall Cobb",NYJ,"WR51","94","189","147.7","21.4","+17"
"143",10,"Austin Collie",FA,"WR52","89","195","142.4","24.6","+42"
"144",11,"Mario Manningham",FA,"WR53","114","181","151.5","16.5","+18"
"145",11,"Jon Baldwin",FA,"WR54","104","192","148.8","20.1","+47"
"146",11,"James Starks",FA,"RB53","78","198","136.6","32.0","-2"
"147",11,"Bernard Scott",FA,"RB54","115","199","151.6","18.9","+77"
"148",11,"Doug Baldwin",FA,"WR55","108","196","149.2","18.4","+48"
"149",11,"Alshon Jeffery",FA,"WR56","125","197","154.8","16.6","+38"
"150",11,"Danny Amendola",FA,"WR57","98","191","150.5","22.1","+10"
"151",11,"Michael Floyd",FA,"WR58","115","200","150.7","18.5","+27"
"152",11,"Kyle Rudolph",FA,"TE18","94","198","145.8","28.0","+9"
"153",11,"Nate Burleson",FA,"WR59","120","200","157.4","16.1","+44"
"154",11,"Jake Locker",FA,"QB22","83","199","148.7","35.0","-1"
"155",11,"Isaiah Pead",FA,"RB55","120","191","152.1","16.5","+63"
"156",11,"Davone Bess",FA,"WR60","112","196","157.9","18.3","+38"
"157",11,"Kendall Hunter",FA,"RB56","95","188","154.5","23.9","+27"
"158",11,"Coby Fleener",FA,"TE19","113","200","160.4","23.4","-6"
"159",11,"Brian Quick",FA,"WR61","111","194","158.0","16.9","+55"
"160",11,"Baltimore Ravens",BAL,"DST2","113","188","160.0","15.7","-67"
"161",11,"Alex Smith",FA,"QB23","117","194","161.9","22.9","-12"
"162",11,"Philadelphia Eagles",PHI,"DST3","132","199","167.5","10.8","-49"
"163",11,"Pittsburgh Steelers",PIT,"DST4","131","198","164.5","12.8","-48"
"164",11,"Jonathan Dwyer",FA,"RB57","96","195","153.8","30.1","+29"
"165",11,"Jahvid Best",FA,"RB58","77","196","140.3","34.2","-24"
"166",11,"Sam Bradford",FA,"QB24","104","200","162.4","24.8","+5"
"167",11,"Chicago Bears",CHI,"DST5","135","198","169.1","11.7","-71"
"168",11,"Robert Turbin",FA,"RB59","129","200","167.7","19.9","+47"
"169",11,"Alfred Morris",FA,"RB60","95","195","142.2","27.2","+1"
"170",11,"Houston Texans",HOU,"DST6","123","198","170.2","16.3","-72"
"171",11,"Leonard Hankerson",FA,"WR62","126","204","169.2","16.9","+58"
"172",11,"Emmanuel Sanders",FA,"WR63","126","201","172.5","14.6","+65"
"173",11,"Jerome Simpson",FA,"WR64","127","201","169.7","15.6","+26"
"174",11,"Mike Goodson",FA,"RB61","133","197","167.5","17.5","+57"
"175",11,"Rueben Randle",FA,"WR65","117","199","169.3","17.8","+23"
"176",11,"Green Bay Packers",GB,"DST7","158","200","174.2","12.3","-62"
"177",11,"Ronnie Brown",FA,"RB62","119","200","165.7","20.9","-2"
"178",11,"Tim Hightower",FA,"RB63","113","195","157.6","20.5","-10"
"179",11,"Mike Tolbert",FA,"RB64","134","203","171.2","18.9","+22"
"180",11,"Alex Green",FA,"RB65","135","200","173.3","19.8","+65"
"181",12,"Russell Wilson",DEN,"QB25","82","197","149.4","29.9","-34"
"182",12,"James Jones",FA,"WR66","142","196","173.4","14.0","+21"
"183",12,"Brandon Jacobs",FA,"RB66","135","200","174.6","18.0","+19"
"184",12,"Stephen Hill",FA,"WR67","143","199","178.9","16.8","+91"
"185",12,"New York Jets",NYJ,"DST8","140","207","180.7","14.9","-45"
"186",12,"New York Giants",NYG,"DST9","163","200","184.4","10.6","-56"
"187",12,"David Nelson",FA,"WR68","148","199","179.8","15.1","+63"
"188",12,"Matt Cassel",FA,"QB26","122","200","179.0","19.7","+34"
"189",12,"Steve Smith",FA,"WR69","119","199","168.1","19.9","+75"
"190",12,"Devery Henderson",FA,"WR70","92","200","180.5","22.7","+58"
"191",12,"Vincent Brown",FA,"WR71","112","208","171.0","21.9","+50"
"192",12,"Delone Carter",FA,"RB67","142","203","175.7","18.4","+101"
"193",12,"David Akers",FA,"K1","158","211","188.9","10.2","-90"
"194",12,"Jacoby Ford",FA,"WR72","155","217","184.6","13.1","+50"
"195",12,"Taiwan Jones",FA,"RB68","121","202","178.8","22.8","+9"
"196",12,"Eddie Royal",FA,"WR73","135","199","174.4","17.2","+77"
"197",12,"Kellen Winslow",FA,"TE20","133","202","172.6","21.3","-34"
"198",12,"Martellus Bennett",FA,"TE21","119","199","178.0","18.0","-25"
"199",12,"Montario Hardesty",FA,"RB69","135","204","173.6","20.9","+48"
"200",12,"Bilal Powell",FA,"RB70","145","200","178.2","17.9","+106"
"201",12,"Detroit Lions",DET,"DST10","170","238","192.8","13.4","-59"
"202",12,"Ed Dickson",FA,"TE22","140","210","186.6","14.6","+21"
"203",12,"Christian Ponder",FA,"QB27","151","200","180.9","15.2","+39"
"204",12,"Buffalo Bills",BUF,"DST11","159","213","186.8","14.4","-21"
"205",12,"Heath Miller",FA,"TE23","164","211","186.8","10.5","-15"
"206",13,"Josh Gordon",FA,"WR74","145","206","177.5","17.2","+82"
"207",13,"Seattle Seahawks",SEA,"DST12","146","197","177.7","15.4","-62"
"208",13,"Stephen Gostkowski",FA,"K2","158","231","189.5","15.5","-100"
"209",13,"Matt Flynn",FA,"QB28","127","236","178.2","24.8","-18"
"210",13,"Vick Ballard",FA,"RB71","130","209","170.2","20.4","+90"
"211",13,"Dallas Clark",FA,"TE24","134","203","181.7","20.8","-1"
"212",13,"Brian Hartline",FA,"WR75","146","232","189.3","20.8","+85"
"213",13,"Tony Moeaki",FA,"TE25","161","221","188.1","15.8","+33"
"214",13,"Joe McKnight",FA,"RB72","126","219","184.6","22.2","+89"
"215",13,"New England Patriots",NE,"DST13","167","241","192.4","16.8","-51"
"216",13,"Bernard Pierce",FA,"RB73","155","233","192.6","16.6","+73"
"217",13,"Earl Bennett",FA,"WR76","160","229","189.9","15.8","+57"
"218",13,"Lamar Miller",FA,"RB74","147","212","183.0","16.2","+81"
