"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Antonio Brown",FA,"WR1","1","4","1.3","0.7","0"
"2",1,"Odell Beckham Jr.",BAL,"WR2","2","9","3.2","1.4","0"
"3",1,"Julio Jones",FA,"WR3","1","8","3.5","1.2","+1"
"4",1,"Todd Gurley II",FA,"RB1","1","12","4.6","2.5","-1"
"5",2,"David Johnson",FA,"RB2","1","15","5.6","3.2","0"
"6",2,"Adrian Peterson",FA,"RB3","1","17","7.4","3.6","0"
"7",2,"A.J. Green",FA,"WR4","3","21","8.6","3.2","+3"
"8",2,"DeAndre Hopkins",ARI,"WR5","4","20","9.4","2.9","0"
"9",2,"Ezekiel Elliott",FA,"RB4","3","38","9.6","5.0","-2"
"10",3,"Lamar Miller",FA,"RB5","4","29","10.8","4.3","+2"
"11",3,"Rob Gronkowski",FA,"TE1","6","41","11.1","5.3","-2"
"12",3,"Allen Robinson II",PIT,"WR6","5","29","11.9","3.9","+3"
"13",3,"Dez Bryant",FA,"WR7","7","35","17.0","6.4","+1"
"14",3,"Mike Evans",TB,"WR8","9","34","18.4","4.7","+5"
"15",3,"Devonta Freeman",FA,"RB6","6","47","18.4","7.6","-2"
"16",4,"Brandon Marshall",FA,"WR9","7","37","19.0","5.9","+2"
"17",4,"Mark Ingram II",FA,"RB7","12","52","19.8","6.0","+4"
"18",4,"LeSean McCoy",FA,"RB8","11","38","20.9","5.7","+5"
"19",4,"Jordy Nelson",FA,"WR10","8","37","21.2","5.8","-3"
"20",4,"Eddie Lacy",FA,"RB9","9","44","21.5","7.0","0"
"21",4,"Alshon Jeffery",FA,"WR11","11","36","22.0","5.7","+7"
"22",4,"Keenan Allen",LAC,"WR12","8","47","22.4","7.0","+4"
"23",4,"Doug Martin",FA,"RB10","12","43","23.1","6.5","+1"
"24",4,"Le'Veon Bell",FA,"RB11","6","55","16.4","6.0","-13"
"25",4,"Brandin Cooks",DAL,"WR13","13","42","26.1","6.2","+4"
"26",4,"Amari Cooper",CLE,"WR14","11","37","26.4","5.7","+1"
"27",4,"Sammy Watkins",FA,"WR15","17","53","28.8","6.7","+3"
"28",4,"C.J. Anderson",FA,"RB12","12","76","28.8","9.2","+3"
"29",5,"T.Y. Hilton",FA,"WR16","11","47","29.7","6.8","+4"
"30",5,"Demaryius Thomas",FA,"WR17","17","57","33.7","7.0","+2"
"31",5,"Jamaal Charles",FA,"RB13","8","146","30.6","17.4","-9"
"32",5,"Randall Cobb",NYJ,"WR18","19","55","36.4","7.1","+9"
"33",5,"Latavius Murray",BUF,"RB14","13","68","36.5","9.5","+6"
"34",5,"Carlos Hyde",FA,"RB15","20","72","38.1","10.3","+1"
"35",5,"Aaron Rodgers",NYJ,"QB1","18","73","35.3","10.2","-10"
"36",5,"Cam Newton",FA,"QB2","18","155","35.5","14.9","-19"
"37",5,"Jeremy Maclin",FA,"WR19","28","67","41.3","8.2","+15"
"38",5,"Jordan Reed",FA,"TE2","22","77","41.9","7.7","-1"
"39",5,"Matt Forte",FA,"RB16","22","72","43.0","9.9","-1"
"40",6,"Jeremy Hill",FA,"RB17","25","81","44.0","11.1","+11"
"41",6,"Eric Decker",FA,"WR20","28","68","45.4","8.6","+8"
"42",6,"Thomas Rawls",FA,"RB18","21","122","45.5","16.2","-6"
"43",6,"Jarvis Landry",FA,"WR21","21","73","45.6","10.0","-3"
"44",6,"Greg Olsen",FA,"TE3","31","79","46.9","8.2","-2"
"45",6,"DeMarco Murray",FA,"RB19","24","100","47.6","13.9","-1"
"46",6,"Russell Wilson",DEN,"QB3","21","73","44.4","10.1","-12"
"47",6,"Donte Moncrief",FA,"WR22","23","82","49.5","12.8","+8"
"48",6,"Doug Baldwin",FA,"WR23","29","75","51.1","9.0","-2"
"49",6,"Julian Edelman",FA,"WR24","31","97","51.5","11.8","-4"
"50",6,"Golden Tate",FA,"WR25","30","98","51.5","10.6","+4"
"51",6,"Jonathan Stewart",FA,"RB20","27","93","52.4","13.5","-3"
"52",6,"Andrew Luck",FA,"QB4","20","78","48.7","11.6","-9"
"53",6,"Michael Floyd",FA,"WR26","30","85","53.3","11.1","+5"
"54",6,"Ryan Mathews",FA,"RB21","29","126","53.5","15.7","+3"
"55",6,"Jeremy Langford",FA,"RB22","27","83","56.0","12.4","+6"
"56",6,"Drew Brees",FA,"QB5","27","93","54.4","11.6","-9"
"57",7,"Kelvin Benjamin",FA,"WR27","25","105","59.5","15.4","-7"
"58",7,"Melvin Gordon III",FA,"RB23","24","100","61.4","15.7","+2"
"59",7,"Travis Kelce",KC,"TE4","38","103","62.1","13.3","-3"
"60",7,"Frank Gore",FA,"RB24","39","110","63.3","14.1","+8"
"61",7,"Jordan Matthews",FA,"WR28","36","98","63.9","10.6","+11"
"62",7,"Larry Fitzgerald",FA,"WR29","38","96","64.2","10.1","+2"
"63",7,"Giovani Bernard",FA,"RB25","40","90","65.5","11.5","+10"
"64",7,"Delanie Walker",FA,"TE5","40","103","68.2","12.6","-5"
"65",7,"Emmanuel Sanders",FA,"WR30","46","103","69.2","11.0","0"
"66",7,"John Brown",FA,"WR31","43","124","69.5","12.1","+5"
"67",7,"Marvin Jones Jr.",DET,"WR32","37","112","69.7","16.1","+22"
"68",7,"Ben Roethlisberger",FA,"QB6","35","115","67.6","16.1","-15"
"69",7,"Matt Jones",FA,"RB26","38","126","72.0","18.6","-3"
"70",7,"Allen Hurns",FA,"WR33","39","141","73.6","13.9","+4"
"71",7,"DeSean Jackson",FA,"WR34","40","100","74.7","11.1","+4"
"72",7,"Arian Foster",FA,"RB27","35","142","75.1","19.3","-5"
"73",7,"Coby Fleener",FA,"TE6","40","159","77.0","18.2","-3"
"74",7,"Carson Palmer",FA,"QB7","41","162","73.1","16.5","-12"
"75",7,"Duke Johnson Jr.",FA,"RB28","49","177","77.4","16.7","+7"
"76",7,"Tyler Lockett",SEA,"WR35","43","137","78.9","15.4","+9"
"77",7,"Rashad Jennings",FA,"RB29","38","130","77.5","17.5","+9"
"78",8,"Michael Crabtree",FA,"WR36","50","122","80.0","13.2","+3"
"79",8,"Danny Woodhead",FA,"RB30","34","155","80.0","16.5","0"
"80",8,"Ameer Abdullah",LV,"RB31","43","138","80.6","16.1","-2"
"81",8,"Eli Manning",FA,"QB8","49","134","79.6","14.1","-12"
"82",8,"Gary Barnidge",FA,"TE7","50","133","86.4","13.8","-6"
"83",8,"Chris Ivory",FA,"RB32","45","180","85.7","17.3","+1"
"84",8,"Blake Bortles",FA,"QB9","42","177","86.4","20.2","-7"
"85",8,"T.J. Yeldon",FA,"RB33","42","181","92.2","20.3","+18"
"86",8,"Zach Ertz",ARI,"TE8","57","140","93.5","16.0","+7"
"87",8,"Julius Thomas",FA,"TE9","71","144","94.8","15.3","+13"
"88",8,"Antonio Gates",FA,"TE10","50","156","96.3","17.3","+4"
"89",8,"Philip Rivers",FA,"QB10","49","150","89.6","17.0","-6"
"90",8,"Josh Gordon",FA,"WR37","26","218","88.8","27.2","+1"
"91",8,"Sterling Shepard",NYG,"WR38","55","199","99.1","20.6","+7"
"92",8,"Derrick Henry",TEN,"RB34","51","198","99.7","24.3","+3"
"93",8,"LeGarrette Blount",FA,"RB35","52","184","98.1","21.5","+9"
"94",8,"DeAngelo Williams",FA,"RB36","17","183","100.9","23.9","-7"
"95",8,"Kevin White",FA,"WR39","66","153","101.3","18.2","+11"
