"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","P.Mahomes","","38","0.352","0.645","0.645","65.8%","80.0","63.0","17.0","7.3"
"2","T.Heinicke","","40","0.259","0.583","0.583","57.5%","69.7","66.2","3.5","8.9"
"3","D.Prescott","","25","0.170","0.460","0.460","60.0%","63.6","69.9","-6.2","7.1"
"4","J.Burrow","","38","0.257","0.440","0.440","57.9%","78.1","67.5","10.7","7.3"
"5","M.Ryan","","47","0.186","0.432","0.432","53.2%","62.5","64.3","-1.8","10.1"
"6","J.Winston","","24","0.188","0.422","0.422","58.3%","73.9","74.9","-0.9","6.3"
"7","K.Murray","","43","0.234","0.365","0.365","58.1%","82.8","72.3","10.5","6.8"
"8","C.Wentz","","38","0.242","0.335","0.335","44.7%","75.0","61.5","13.5","8.8"
"9","D.Jones","","47","0.200","0.288","0.288","44.7%","77.8","69.1","8.7","8.1"
"10","J.Fields","","20","0.199","0.276","0.276","50.0%","64.7","55.5","9.2","13.6"
"11","J.Hurts","","63","0.188","0.256","0.256","54.0%","72.7","64.0","8.7","7.5"
"12","T.Lawrence","","34","0.199","0.250","0.250","61.8%","77.3","66.2","11.0","9.0"
"13","T.Lance","","29","0.059","0.228","0.228","44.8%","52.9","65.7","-12.8","7.4"
"14","L.Jackson","","48","0.133","0.224","0.224","52.1%","62.9","62.1","0.8","11.6"
"15","Z.Wilson","","38","0.102","0.209","0.209","44.7%","61.8","65.4","-3.6","9.5"
"16","J.Herbert","","41","0.093","0.129","0.129","41.5%","67.6","67.4","0.1","8.0"
"17","J.Allen","","37","0.144","0.194","0.126","64.9%","66.7","61.7","5.0","9.0"
"18","M.Jones","","47","0.133","0.126","0.126","53.2%","77.5","69.8","7.7","5.2"
"19","A.Rodgers","","40","0.053","0.125","0.125","45.0%","57.1","63.9","-6.7","9.2"
"20","M.Stafford","","50","0.074","0.113","0.113","60.0%","63.4","65.6","-2.2","8.6"
"21","R.Wilson","","30","0.108","0.108","0.108","40.0%","72.7","68.4","4.3","5.7"
"22","T.Brady","","48","0.015","0.082","0.082","41.7%","51.2","61.9","-10.7","10.7"
"23","S.Darnold","","52","0.078","0.093","0.073","50.0%","66.7","66.8","-0.1","9.0"
"24","R.Tannehill","","63","0.045","0.037","0.037","46.0%","61.2","63.6","-2.4","8.0"
"25","J.Goff","","49","0.075","0.068","0.029","55.1%","64.9","63.9","1.0","8.8"
"26","J.Brissett","","39","0.072","0.059","0.021","46.2%","66.7","65.6","1.1","7.7"
"27","J.Garoppolo","","24","0.019","-0.051","-0.051","50.0%","63.6","65.8","-2.1","10.4"
"28","D.Carr","","42","0.011","-0.122","-0.122","38.1%","65.6","68.0","-2.4","9.1"
"29","B.Mayfield","","41","-0.076","-0.140","-0.140","36.6%","48.4","66.5","-18.2","10.3"
"30","B.Roethlisberger","","43","0.033","-0.186","-0.190","37.2%","66.7","65.2","1.4","7.4"
"31","K.Cousins","","45","-0.035","-0.238","-0.238","31.1%","55.6","66.9","-11.3","8.1"
"32","T.Bridgewater","","19","-0.066","-0.318","-0.318","31.6%","43.8","61.5","-17.7","9.9"
"33","D.Lock","","25","-0.007","-0.397","-0.397","32.0%","57.1","64.8","-7.6","9.9"
"34","D.Mills","","30","-0.026","-0.908","-0.927","23.3%","55.0","70.9","-15.9","8.8"
