"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","A.Rodgers","","35","0.341","0.632","0.632","62.9%","81.5","65.7","15.8","9.6"
"2","P.Mahomes","","33","0.283","0.536","0.536","63.6%","80.0","69.6","10.4","8.6"
"3","A.Dalton","","16","0.292","0.483","0.483","50.0%","90.0","75.2","14.8","3.5"
"4","D.Carr","","45","0.264","0.480","0.480","60.0%","75.7","65.9","9.8","8.2"
"5","T.Bridgewater","","41","0.249","0.339","0.339","56.1%","76.5","61.8","14.7","11.4"
"6","J.Allen","","40","0.154","0.335","0.335","50.0%","58.6","61.1","-2.5","8.9"
"7","M.Stafford","","33","0.144","0.335","0.335","54.5%","65.5","69.8","-4.3","7.6"
"8","J.Garoppolo","","39","0.167","0.332","0.332","53.8%","73.3","73.3","0.1","4.0"
"9","J.Hurts","","36","0.125","0.299","0.299","52.8%","52.2","57.8","-5.6","14.6"
"10","B.Mayfield","","29","0.262","0.296","0.296","65.5%","90.5","70.9","19.6","6.2"
"11","S.Darnold","","44","0.183","0.336","0.296","56.8%","71.4","68.6","2.8","7.5"
"12","D.Jones","","49","0.175","0.286","0.286","49.0%","68.8","64.4","4.4","11.2"
"13","K.Cousins","","35","0.141","0.280","0.280","54.3%","68.8","70.3","-1.5","6.3"
"14","R.Tannehill","","49","0.176","0.273","0.253","63.3%","69.2","63.9","5.4","10.4"
"15","L.Jackson","","44","0.179","0.295","0.233","63.6%","72.0","67.5","4.5","9.9"
"16","R.Wilson","","39","0.152","0.193","0.193","38.5%","71.0","64.4","6.5","10.0"
"17","K.Murray","","45","0.224","0.266","0.163","48.9%","85.3","70.7","14.6","8.0"
"18","T.Brady","","42","0.118","0.127","0.127","52.4%","68.6","63.6","4.9","10.0"
"19","D.Mills","","23","-0.014","0.095","0.095","39.1%","47.1","63.9","-16.9","11.6"
"20","B.Roethlisberger","","42","0.091","0.064","0.064","35.7%","67.5","63.2","4.3","9.7"
"21","J.Herbert","","53","0.113","0.077","0.063","47.2%","77.5","70.1","7.4","6.5"
"22","T.Heinicke","","52","0.107","0.055","0.053","48.1%","77.3","69.5","7.8","7.7"
"23","D.Prescott","","31","0.125","0.026","-0.014","54.8%","85.2","72.2","13.0","5.1"
"24","C.Wentz","","39","0.043","-0.010","-0.032","51.3%","66.7","66.5","0.2","7.3"
"25","J.Goff","","41","0.087","-0.019","-0.035","56.1%","74.3","65.6","8.7","6.9"
"26","M.Jones","","35","0.059","-0.061","-0.061","40.0%","78.6","73.1","5.4","4.7"
"27","T.Lawrence","","40","-0.075","-0.092","-0.096","40.0%","42.4","60.6","-18.2","12.3"
"28","M.Ryan","","51","0.075","-0.034","-0.193","51.0%","77.8","70.6","7.2","4.2"
"29","J.Burrow","","35","0.025","-0.095","-0.256","48.6%","65.5","65.6","-0.1","7.7"
"30","J.Brissett","","50","-0.023","-0.268","-0.269","38.0%","61.5","70.9","-9.3","5.4"
"31","Z.Wilson","","43","-0.002","-0.457","-0.457","39.5%","57.6","64.9","-7.4","9.1"
"32","J.Winston","","29","-0.020","-0.464","-0.464","27.6%","52.4","63.0","-10.6","7.9"
"33","J.Fields","","23","-0.002","-0.552","-0.577","30.4%","46.2","54.4","-8.3","10.8"
