"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","P.Mahomes","","40","0.336","0.562","0.562","67.5%","90.9","72.3","18.6","5.9"
"2","J.Herbert","","38","0.249","0.461","0.461","60.5%","76.7","68.4","8.2","7.6"
"3","R.Wilson","","33","0.199","0.455","0.455","51.5%","60.7","61.4","-0.7","12.8"
"4","T.Bridgewater","","27","0.216","0.418","0.418","55.6%","72.0","67.5","4.5","7.4"
"5","M.Stafford","","37","0.225","0.367","0.367","48.6%","76.7","67.9","8.8","8.3"
"6","A.Rodgers","","41","0.270","0.363","0.363","61.0%","82.9","65.7","17.1","7.1"
"7","T.Brady","","57","0.144","0.299","0.299","57.9%","67.4","69.6","-2.2","7.5"
"8","J.Burrow","","42","0.180","0.281","0.281","45.2%","73.5","68.1","5.5","8.6"
"9","M.Ryan","","32","0.190","0.265","0.265","43.8%","70.4","62.0","8.4","7.9"
"10","R.Tannehill","","40","0.102","0.201","0.201","52.5%","66.7","69.8","-3.1","4.6"
"11","B.Mayfield","","39","0.125","0.174","0.146","53.8%","71.0","68.0","3.0","6.5"
"12","J.Garoppolo","","49","0.126","0.112","0.112","44.9%","73.0","65.5","7.5","8.9"
"13","J.Allen","","72","0.090","0.074","0.074","47.2%","70.6","67.3","3.3","5.4"
"14","D.Carr","","51","0.075","0.004","0.003","47.1%","76.7","71.6","5.2","4.4"
"15","B.Roethlisberger","","48","0.064","0.015","-0.025","45.8%","71.8","69.2","2.6","7.5"
"16","K.Murray","","63","0.057","0.031","-0.036","46.0%","65.3","65.1","0.2","10.3"
"17","T.Huntley","","49","0.101","0.023","-0.070","44.9%","75.0","66.3","8.7","8.2"
"18","P.Walker","","15","-0.021","-0.094","-0.094","46.7%","50.0","58.4","-8.4","12.0"
"19","D.Mills","","56","0.006","-0.096","-0.096","51.8%","68.8","72.3","-3.5","5.5"
"20","J.Fields","","48","-0.001","-0.017","-0.131","37.5%","56.3","63.5","-7.3","7.7"
"21","M.Glennon","","41","-0.065","-0.166","-0.166","39.0%","51.5","67.7","-16.2","9.2"
"22","K.Cousins","","35","-0.075","-0.079","-0.168","40.0%","45.2","63.6","-18.5","11.2"
"23","J.Goff","","43","0.003","-0.189","-0.189","41.9%","63.2","67.2","-4.1","7.4"
"24","C.Newton","","35","0.006","-0.017","-0.190","54.3%","65.2","71.3","-6.1","7.0"
"25","D.Prescott","","53","-0.050","-0.143","-0.197","37.7%","56.4","69.8","-13.4","6.2"
"26","Z.Wilson","","53","-0.085","-0.296","-0.296","28.3%","47.5","68.5","-21.0","7.5"
"27","T.Lawrence","","47","0.026","-0.406","-0.412","29.8%","64.9","66.7","-1.8","8.1"
"28","T.Heinicke","","35","-0.054","-0.548","-0.669","25.7%","44.0","61.6","-17.6","11.0"
