"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","D.Prescott","","35","0.355","0.778","0.778","60.0%","82.8","72.1","10.7","5.4"
"2","J.Garoppolo","","22","0.320","0.707","0.707","50.0%","78.9","70.9","8.0","6.6"
"3","M.Jones","","28","0.348","0.602","0.602","60.7%","86.4","67.6","18.8","6.6"
"4","P.Mahomes","","50","0.244","0.498","0.498","56.0%","74.5","69.2","5.2","7.8"
"5","J.Allen","","35","0.302","0.481","0.481","57.1%","75.0","58.2","16.8","12.9"
"6","T.Heinicke","","41","0.208","0.249","0.249","51.2%","81.3","68.6","12.7","7.4"
"7","T.Tagovailoa","","19","0.152","0.217","0.217","42.1%","61.5","56.7","4.8","8.7"
"8","R.Tannehill","","34","0.127","0.180","0.180","52.9%","70.4","67.5","2.9","5.3"
"9","J.Hurts","","34","0.180","0.173","0.173","47.1%","72.7","59.8","12.9","10.4"
"10","T.Siemian","","43","0.078","0.158","0.158","41.9%","57.6","62.0","-4.5","9.4"
"11","K.Cousins","","43","0.119","0.157","0.125","44.2%","71.4","68.3","3.1","6.8"
"12","D.Carr","","43","0.068","0.045","0.045","41.9%","73.5","72.2","1.4","7.5"
"13","A.Rodgers","","44","0.029","0.041","0.041","45.5%","65.7","71.1","-5.4","6.6"
"14","M.Rudolph","","56","-0.001","-0.024","-0.024","42.9%","61.2","68.2","-7.0","6.6"
"15","J.Herbert","","42","-0.023","-0.031","-0.031","52.4%","60.6","71.2","-10.6","5.6"
"16","T.Brady","","36","0.027","-0.049","-0.054","41.7%","69.7","70.6","-0.9","6.1"
"17","P.Walker","","32","0.056","-0.037","-0.074","43.8%","78.6","74.6","3.9","4.2"
"18","T.Bridgewater","","38","0.002","-0.081","-0.081","36.8%","64.7","69.2","-4.5","5.7"
"19","C.Wentz","","36","-0.007","-0.104","-0.104","36.1%","66.7","72.4","-5.7","5.1"
"20","L.Jackson","","56","0.004","-0.107","-0.107","44.6%","63.4","67.2","-3.8","7.5"
"21","J.Brissett","","27","-0.008","-0.129","-0.129","37.0%","52.4","58.1","-5.8","9.3"
"22","T.Lawrence","","45","-0.077","-0.149","-0.149","35.6%","45.7","64.0","-18.3","9.6"
"23","M.White","","49","-0.038","-0.135","-0.156","38.8%","55.8","67.0","-11.2","6.8"
"24","B.Mayfield","","24","-0.036","-0.120","-0.184","41.7%","55.0","66.0","-11.0","7.5"
"25","M.Stafford","","46","0.012","-0.154","-0.191","41.3%","63.4","65.5","-2.1","8.3"
"26","C.Keenum","","15","0.052","-0.289","-0.289","46.7%","72.7","68.6","4.1","6.3"
"27","R.Wilson","","50","-0.017","-0.361","-0.365","38.0%","52.6","61.9","-9.2","11.9"
"28","J.Goff","","32","-0.041","-0.374","-0.374","25.0%","58.3","72.1","-13.7","5.2"
"29","M.Ryan","","23","-0.082","-0.646","-0.648","34.8%","42.9","66.4","-23.5","8.0"
"30","C.McCoy","","24","-0.025","-0.592","-0.705","25.0%","55.0","67.6","-12.6","9.3"
