"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","R.Tannehill","","32","0.331","0.613","0.605","68.8%","80.8","65.8","14.9","7.7"
"2","J.Burrow","","39","0.234","0.488","0.488","51.3%","63.9","59.9","4.0","10.9"
"3","M.Jones","","42","0.198","0.451","0.451","50.0%","66.7","67.3","-0.6","7.4"
"4","D.Carr","","37","0.290","0.420","0.420","62.2%","91.2","73.4","17.8","5.7"
"5","M.Stafford","","45","0.191","0.402","0.402","55.6%","68.3","67.6","0.7","9.3"
"6","A.Rodgers","","42","0.224","0.330","0.330","50.0%","79.4","68.7","10.7","6.0"
"7","T.Brady","","38","0.104","0.285","0.285","47.4%","55.6","64.1","-8.5","7.8"
"8","K.Murray","","38","0.151","0.248","0.248","55.3%","71.4","68.9","2.5","9.0"
"9","C.Henne","","18","0.146","0.224","0.224","61.1%","73.3","70.1","3.3","6.9"
"10","T.Bridgewater","","38","0.149","0.208","0.208","50.0%","71.9","66.9","5.0","5.4"
"11","C.Keenum","","37","0.111","0.199","0.199","54.1%","65.6","67.0","-1.4","6.9"
"12","M.Ryan","","42","0.095","0.185","0.185","50.0%","64.1","67.4","-3.3","9.1"
"13","C.Wentz","","37","0.125","0.224","0.180","35.1%","65.4","65.9","-0.5","7.3"
"14","J.Winston","","47","0.066","0.162","0.162","51.1%","59.4","66.3","-6.9","9.3"
"15","T.Tagovailoa","","47","0.207","0.252","0.160","55.3%","80.0","67.6","12.4","6.0"
"16","J.Hurts","","48","0.037","0.086","0.051","50.0%","58.1","65.2","-7.2","10.8"
"17","M.White","","35","0.007","-0.008","-0.008","51.4%","62.5","69.0","-6.5","6.8"
"18","J.Goff","","38","0.012","-0.023","-0.048","47.4%","71.0","75.7","-4.7","4.3"
"19","D.Jones","","45","0.036","-0.062","-0.062","40.0%","71.9","70.7","1.1","6.2"
"20","L.Jackson","","50","-0.045","-0.083","-0.083","34.0%","50.0","63.1","-13.1","14.7"
"21","G.Smith","","30","0.018","-0.106","-0.106","30.0%","63.2","64.4","-1.2","9.9"
"22","T.Heinicke","","50","0.042","-0.153","-0.173","50.0%","69.4","66.1","3.3","6.9"
"23","P.Mahomes","","46","-0.005","-0.174","-0.174","43.5%","60.6","65.9","-5.3","7.5"
"24","J.Garoppolo","","32","0.002","-0.362","-0.372","31.3%","59.3","64.9","-5.7","8.8"
"25","S.Darnold","","29","0.003","-0.394","-0.394","37.9%","66.7","72.5","-5.8","5.1"
"26","D.Mills","","39","0.040","-0.474","-0.511","30.8%","74.2","74.1","0.1","4.9"
"27","P.Walker","","19","-0.169","-0.599","-0.599","21.1%","21.4","60.4","-39.0","12.2"
"28","J.Fields","","44","0.059","-0.607","-0.648","38.6%","71.0","68.6","2.4","6.3"
