"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","J.Burrow","","55","0.334","0.637","0.637","56.4%","80.4","66.2","14.2","8.3"
"2","D.Mills","","30","0.287","0.601","0.601","60.0%","77.8","70.1","7.6","7.7"
"3","P.Mahomes","","33","0.299","0.500","0.500","57.6%","79.3","64.2","15.1","8.1"
"4","D.Prescott","","46","0.237","0.432","0.432","56.5%","73.7","66.2","7.5","11.3"
"5","J.Allen","","59","0.207","0.383","0.383","55.9%","69.8","65.1","4.7","6.6"
"6","T.Brady","","33","0.193","0.368","0.368","48.5%","64.3","61.4","2.8","8.8"
"7","Z.Wilson","","27","0.143","0.312","0.312","44.4%","66.7","69.7","-3.0","4.7"
"8","T.Lawrence","","46","0.225","0.325","0.258","58.7%","74.3","63.2","11.1","10.4"
"9","C.Wentz","","37","0.125","0.257","0.257","48.6%","64.3","67.1","-2.8","6.8"
"10","N.Foles","","44","0.148","0.242","0.242","52.3%","68.6","66.1","2.5","5.7"
"11","J.Herbert","","42","0.214","0.344","0.235","71.4%","79.4","71.4","8.0","7.4"
"12","M.Ryan","","30","0.179","0.228","0.228","50.0%","81.8","72.8","9.0","7.5"
"13","R.Tannehill","","38","0.193","0.223","0.223","44.7%","75.9","63.9","11.9","7.9"
"14","J.Johnson","","48","0.153","0.184","0.184","50.0%","75.7","68.3","7.3","7.4"
"15","A.Rodgers","","35","0.118","0.144","0.144","37.1%","70.6","66.8","3.8","5.2"
"16","T.Tagovailoa","","33","0.096","0.097","0.097","54.5%","73.1","70.1","3.0","7.6"
"17","J.Hurts","","34","0.043","0.056","0.056","38.2%","60.7","64.7","-3.9","7.2"
"18","R.Wilson","","33","0.042","0.048","0.048","39.4%","59.3","62.9","-3.6","8.4"
"19","K.Cousins","","44","0.096","0.038","0.035","43.2%","77.1","70.2","6.9","8.4"
"20","T.Boyle","","34","0.065","0.040","0.029","41.2%","70.6","69.4","1.2","6.9"
"21","J.Garoppolo","","40","0.095","0.090","0.028","42.5%","74.3","71.1","3.1","6.5"
"22","D.Carr","","31","0.107","0.091","0.006","58.1%","80.0","74.7","5.3","5.6"
"23","B.Mayfield","","43","0.005","-0.007","-0.007","48.8%","58.3","65.2","-6.9","9.3"
"24","K.Murray","","48","0.034","-0.010","-0.010","43.8%","69.2","70.7","-1.4","7.0"
"25","M.Jones","","42","-0.062","-0.010","-0.014","42.9%","45.2","64.1","-18.9","10.3"
"26","D.Lock","","28","0.047","-0.030","-0.030","39.3%","68.2","66.2","2.0","11.2"
"27","B.Roethlisberger","","39","0.005","-0.095","-0.153","38.5%","65.7","69.5","-3.8","5.4"
"28","M.Stafford","","39","-0.032","-0.130","-0.169","43.6%","56.8","66.9","-10.1","8.0"
"29","M.Glennon","","31","0.026","-0.075","-0.171","41.9%","68.0","68.3","-0.3","5.8"
"30","S.Darnold","","39","-0.051","-0.254","-0.254","33.3%","50.0","64.4","-14.4","8.5"
"31","C.Newton","","21","-0.040","-0.445","-0.448","28.6%","53.8","68.0","-14.2","8.3"
"32","J.Fromm","","22","-0.131","-0.659","-0.689","22.7%","37.5","70.0","-32.5","5.7"
"33","T.Heinicke","","29","-0.124","-0.617","-0.733","27.6%","35.0","65.9","-30.9","9.3"
"34","I.Book","","32","0.015","-0.801","-0.890","25.0%","66.7","73.9","-7.3","4.2"
