"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","T.Brady","","718","0.169","0.309","0.303","54.5%","63.7","61.9","1.8","8.7"
"2","P.Manning","","644","0.202","0.316","0.293","54.0%","69.0","61.6","7.4","8.3"
"3","R.Griffin III","","556","0.158","0.243","0.238","50.5%","67.0","62.9","4.1","8.6"
"4","M.Ryan","","698","0.168","0.247","0.233","53.3%","69.0","63.4","5.7","8.1"
"5","A.Rodgers","","691","0.163","0.230","0.226","52.7%","69.0","63.1","5.8","8.2"
"6","R.Wilson","","544","0.158","0.229","0.213","50.2%","64.6","59.5","5.2","9.9"
"7","C.Kaepernick","","303","0.146","0.206","0.195","47.9%","63.8","59.4","4.5","9.8"
"8","D.Brees","","723","0.126","0.206","0.180","51.6%","64.5","63.5","1.0","8.3"
"9","M.Schaub","","599","0.111","0.174","0.172","48.7%","64.9","64.6","0.4","8.0"
"10","C.Newton","","672","0.105","0.187","0.168","47.0%","58.3","60.0","-1.6","9.4"
"11","A.Smith","","275","0.131","0.156","0.155","51.3%","70.2","64.9","5.2","7.7"
"12","E.Manning","","609","0.110","0.166","0.144","50.2%","60.5","59.7","0.7","9.6"
"13","B.Roethlisberger","","508","0.123","0.177","0.142","50.8%","64.8","62.4","2.5","8.4"
"14","T.Romo","","730","0.117","0.156","0.126","51.2%","66.4","63.7","2.7","8.8"
"15","A.Luck","","750","0.069","0.131","0.105","47.6%","54.9","59.3","-4.3","10.4"
"16","M.Stafford","","807","0.069","0.106","0.067","48.6%","60.6","63.1","-2.5","8.7"
"17","C.Palmer","","628","0.076","0.092","0.063","46.2%","61.6","62.0","-0.4","8.4"
"18","J.Flacco","","626","0.076","0.086","0.059","44.1%","59.9","59.9","0.0","10.1"
"19","J.Freeman","","637","0.046","0.067","0.044","42.5%","55.5","59.7","-4.2","10.0"
"20","R.Fitzpatrick","","590","0.059","0.064","0.039","43.9%","60.8","62.4","-1.5","7.8"
"21","A.Dalton","","630","0.073","0.058","0.038","45.7%","63.6","62.2","1.5","8.6"
"22","C.Ponder","","585","0.045","0.037","0.026","44.1%","62.6","65.0","-2.4","6.9"
"23","J.Cutler","","529","0.057","0.050","0.025","43.3%","58.8","59.8","-1.1","10.2"
"24","R.Tannehill","","584","0.039","0.037","0.016","46.1%","58.8","62.2","-3.4","8.5"
"25","S.Bradford","","629","0.045","0.035","0.016","45.6%","60.9","63.0","-2.1","8.4"
"26","P.Rivers","","625","0.077","0.045","0.013","45.4%","66.0","63.1","2.9","7.6"
"27","M.Vick","","448","0.059","0.038","-0.011","43.8%","60.2","60.0","0.2","9.0"
"28","J.Locker","","399","0.020","-0.014","-0.024","39.3%","56.7","60.5","-3.7","9.7"
"29","B.Weeden","","585","0.016","-0.011","-0.038","42.1%","57.9","62.5","-4.7","7.5"
"30","N.Foles","","311","0.045","-0.004","-0.040","41.5%","62.6","62.4","0.2","8.3"
"31","M.Hasselbeck","","252","0.039","-0.001","-0.059","43.3%","62.7","63.8","-1.1","7.8"
"32","K.Kolb","","234","0.002","-0.071","-0.082","42.3%","59.9","64.5","-4.7","7.9"
"33","M.Cassel","","330","0.019","-0.058","-0.100","45.2%","60.1","62.0","-1.9","8.5"
"34","B.Gabbert","","338","-0.001","-0.076","-0.107","43.2%","58.5","63.7","-5.2","7.9"
"35","M.Sanchez","","535","-0.008","-0.086","-0.114","44.1%","54.8","60.9","-6.2","9.0"
"36","C.Henne","","372","-0.001","-0.087","-0.119","41.4%","54.8","59.7","-4.9","9.2"
"37","J.Skelton","","226","-0.025","-0.256","-0.295","38.1%","54.8","64.4","-9.6","7.6"
"38","B.Quinn","","243","0.005","-0.261","-0.297","36.2%","56.9","61.1","-4.2","8.2"
"39","R.Lindley","","196","-0.033","-0.380","-0.446","33.2%","52.0","64.3","-12.2","8.2"
