"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","T.Brady","","31","0.434","0.840","0.840","71.0%","84.6","62.9","21.7","13.8"
"2","J.Allen","","41","0.339","0.600","0.600","58.5%","79.4","62.2","17.2","10.2"
"3","B.Allen","","42","0.267","0.495","0.495","66.7%","78.4","68.7","9.7","8.3"
"4","M.Trubisky","","40","0.230","0.465","0.462","62.5%","68.6","64.0","4.5","8.2"
"5","D.Brees","","27","0.245","0.482","0.417","70.4%","73.1","66.8","6.3","10.1"
"6","A.Dalton","","38","0.246","0.413","0.395","57.9%","73.3","63.3","10.1","7.9"
"7","A.Rodgers","","31","0.291","0.391","0.391","67.7%","87.5","68.0","19.5","6.6"
"8","B.Gabbert","","20","0.106","0.323","0.323","45.0%","60.0","70.5","-10.5","7.2"
"9","M.Ryan","","43","0.242","0.312","0.312","55.8%","79.4","64.6","14.8","6.9"
"10","T.Heinicke","","24","0.135","0.220","0.220","50.0%","63.2","61.6","1.6","13.4"
"11","K.Cousins","","46","0.129","0.212","0.212","50.0%","71.1","70.1","1.0","5.0"
"12","L.Jackson","","37","0.174","0.213","0.185","56.8%","73.9","64.8","9.1","7.5"
"13","D.Watson","","40","0.158","0.194","0.175","57.5%","72.7","65.1","7.6","10.3"
"14","B.Roethlisberger","","54","0.105","0.149","0.149","55.6%","69.4","68.3","1.1","7.0"
"15","D.Carr","","39","0.088","0.111","0.111","48.7%","70.0","69.4","0.6","10.2"
"16","J.Herbert","","40","0.045","0.091","0.091","45.0%","63.6","69.6","-6.0","6.3"
"17","R.Wilson","","39","0.097","0.090","0.090","38.5%","69.0","65.4","3.5","10.2"
"18","C.Beathard","","28","0.018","0.068","0.068","42.9%","61.9","71.2","-9.3","6.3"
"19","P.Mahomes","","47","0.041","0.104","0.052","51.1%","58.5","66.2","-7.6","7.0"
"20","D.Lock","","53","0.002","0.016","0.013","43.4%","55.8","64.6","-8.8","11.4"
"21","S.Darnold","","38","0.024","-0.002","-0.002","39.5%","59.3","63.0","-3.7","9.7"
"22","J.Hurts","","53","0.005","-0.020","-0.033","43.4%","61.8","68.0","-6.2","9.6"
"23","K.Murray","","61","0.018","-0.073","-0.082","37.7%","67.4","69.2","-1.8","8.9"
"24","T.Bridgewater","","34","0.036","-0.074","-0.095","44.1%","67.9","66.2","1.6","10.4"
"25","J.Goff","","53","-0.025","-0.089","-0.097","34.0%","58.5","67.8","-9.2","6.8"
"26","D.Jones","","53","-0.016","-0.102","-0.102","45.3%","58.5","65.9","-7.4","9.4"
"27","B.Mayfield","","63","-0.036","-0.097","-0.116","49.2%","56.0","67.1","-11.1","8.0"
"28","R.Tannehill","","29","-0.057","-0.098","-0.123","41.4%","47.8","62.7","-14.8","8.1"
"29","P.Rivers","","41","0.034","-0.052","-0.127","39.0%","61.8","61.3","0.5","11.1"
"30","M.Glennon","","39","0.008","-0.141","-0.159","38.5%","66.7","69.7","-3.0","7.0"
"31","T.Tagovailoa","","27","0.037","-0.180","-0.180","33.3%","77.3","75.1","2.1","4.0"
"32","C.Newton","","17","-0.075","-0.184","-0.184","41.2%","50.0","68.2","-18.2","9.0"
"33","C.Daniel","","22","0.034","-0.490","-0.490","22.7%","76.5","77.6","-1.1","4.1"
"34","D.Haskins","","31","-0.059","-0.422","-0.490","22.6%","50.0","67.3","-17.3","8.4"
