"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","K.Cousins","","18","0.313","0.842","0.842","66.7%","78.6","79.0","-0.4","1.8"
"2","N.Mullens","","26","0.334","0.703","0.703","61.5%","75.0","64.3","10.7","7.8"
"3","P.Mahomes","","42","0.307","0.659","0.659","64.3%","73.8","65.6","8.2","9.2"
"4","P.Rivers","","36","0.247","0.627","0.627","58.3%","71.9","72.9","-1.0","6.7"
"5","J.Burrow","","44","0.235","0.487","0.487","59.1%","74.3","70.0","4.3","6.7"
"6","M.Ryan","","38","0.234","0.472","0.472","63.2%","70.0","65.2","4.8","8.6"
"7","R.Wilson","","43","0.242","0.444","0.444","53.5%","75.0","67.3","7.7","7.0"
"8","T.Brady","","44","0.187","0.318","0.318","56.8%","70.0","65.4","4.6","9.1"
"9","B.Roethlisberger","","37","0.137","0.288","0.288","56.8%","65.6","68.2","-2.6","7.3"
"10","D.Carr","","31","0.123","0.196","0.196","51.6%","68.2","67.1","1.1","6.4"
"11","D.Brees","","46","0.138","0.189","0.189","47.8%","75.6","71.4","4.2","4.6"
"12","A.Rodgers","","49","0.139","0.172","0.172","49.0%","71.1","65.4","5.6","8.8"
"13","J.Herbert","","50","0.130","0.144","0.142","50.0%","70.7","64.9","5.8","7.0"
"14","R.Tannehill","","34","0.104","0.155","0.103","50.0%","62.1","61.6","0.5","8.3"
"15","B.Mayfield","","32","-0.022","0.090","0.090","43.8%","48.0","66.1","-18.1","7.7"
"16","D.Lock","","47","0.088","0.088","0.088","42.6%","68.4","66.2","2.2","8.0"
"17","D.Jones","","48","0.048","0.046","0.038","47.9%","62.5","64.8","-2.3","8.0"
"18","C.Newton","","39","0.026","0.036","0.036","46.2%","65.2","70.9","-5.7","5.9"
"19","N.Foles","","47","0.049","0.024","0.024","42.6%","68.3","69.1","-0.8","8.0"
"20","T.Bridgewater","","34","0.062","0.011","0.011","47.1%","68.2","65.7","2.5","8.4"
"21","J.Allen","","25","0.036","0.005","0.005","48.0%","61.1","62.9","-1.8","9.9"
"22","M.Stafford","","48","-0.013","-0.012","-0.114","41.7%","60.0","69.8","-9.8","9.3"
"23","S.Darnold","","35","0.004","-0.123","-0.123","45.7%","64.3","67.9","-3.6","7.0"
"24","J.Garoppolo","","23","0.027","-0.209","-0.209","39.1%","68.8","68.6","0.1","6.6"
"25","L.Jackson","","50","-0.048","-0.163","-0.246","36.0%","50.0","63.1","-13.1","8.3"
"26","C.Wentz","","37","0.016","-0.276","-0.298","45.9%","60.0","62.4","-2.4","11.2"
"27","J.Goff","","65","-0.008","-0.249","-0.406","46.2%","61.4","67.9","-6.5","6.3"
"28","T.Tagovailoa","","24","-0.056","-0.400","-0.445","41.7%","54.5","71.2","-16.7","5.4"
"29","B.DiNucci","","49","-0.031","-0.300","-0.446","42.9%","55.3","66.4","-11.2","8.0"
