"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","A.Rodgers","","35","0.360","0.696","0.696","60.0%","83.3","67.5","15.9","7.6"
"2","J.Flacco","","28","0.342","0.630","0.630","64.3%","75.0","58.9","16.1","12.9"
"3","K.Murray","","43","0.336","0.668","0.556","62.8%","80.8","67.9","12.9","9.6"
"4","K.Cousins","","22","0.178","0.397","0.397","54.5%","65.0","66.5","-1.5","10.8"
"5","C.Newton","","46","0.264","0.396","0.396","54.3%","79.4","65.2","14.2","8.3"
"6","D.Watson","","42","0.173","0.388","0.388","52.4%","65.5","67.3","-1.8","8.6"
"7","T.Tagovailoa","","40","0.225","0.377","0.377","57.5%","76.9","68.6","8.3","9.0"
"8","M.Ryan","","40","0.209","0.372","0.372","60.0%","71.4","65.8","5.6","9.6"
"9","D.Brees","","33","0.289","0.404","0.356","57.6%","83.9","65.5","18.4","5.5"
"10","P.Mahomes","","51","0.204","0.355","0.355","58.8%","68.2","62.6","5.6","9.3"
"11","T.Bridgewater","","58","0.253","0.354","0.354","53.4%","83.7","69.1","14.6","5.4"
"12","J.Allen","","53","0.257","0.339","0.339","60.4%","81.6","65.4","16.2","9.0"
"13","B.Roethlisberger","","47","0.151","0.327","0.327","59.6%","69.0","71.6","-2.5","7.5"
"14","L.Jackson","","39","0.137","0.194","0.194","56.4%","82.6","78.9","3.7","3.7"
"15","J.Herbert","","51","0.125","0.193","0.193","47.1%","68.3","66.8","1.5","7.5"
"16","J.Luton","","42","0.110","0.172","0.172","47.6%","68.4","68.1","0.3","8.5"
"17","R.Wilson","","50","0.153","0.186","0.168","52.0%","70.0","62.9","7.1","9.5"
"18","D.Carr","","26","0.048","0.120","0.120","30.8%","56.5","63.9","-7.4","12.2"
"19","D.Lock","","57","0.053","0.137","0.115","38.6%","55.6","63.0","-7.5","9.6"
"20","N.Foles","","59","0.136","0.093","0.093","44.1%","76.6","66.1","10.5","6.5"
"21","A.Smith","","35","0.068","0.040","0.038","54.3%","75.0","73.4","1.6","3.3"
"22","D.Jones","","44","0.040","-0.003","-0.003","36.4%","69.7","70.4","-0.7","4.9"
"23","M.Stafford","","35","0.056","0.063","-0.026","60.0%","71.9","74.0","-2.1","5.5"
"24","R.Tannehill","","25","-0.060","-0.041","-0.041","36.0%","47.6","64.5","-16.9","10.2"
"25","G.Gilbert","","43","-0.010","-0.090","-0.090","44.2%","56.8","63.2","-6.4","9.4"
"26","N.Mullens","","39","0.002","-0.069","-0.109","46.2%","64.7","69.4","-4.7","6.6"
"27","P.Rivers","","44","-0.028","-0.269","-0.269","36.4%","62.5","72.9","-10.4","6.8"
"28","T.Brady","","44","0.024","-0.449","-0.477","38.6%","61.1","63.7","-2.6","9.8"
