"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","B.Mayfield","","36","0.316","0.567","0.553","63.9%","80.6","66.0","14.6","6.5"
"2","M.Stafford","","46","0.229","0.469","0.443","54.3%","65.9","61.7","4.1","12.8"
"3","J.Goff","","53","0.236","0.377","0.377","64.2%","84.1","73.9","10.2","3.5"
"4","J.Allen","","51","0.285","0.396","0.376","68.6%","86.5","68.3","18.2","7.4"
"5","A.Rodgers","","37","0.265","0.376","0.376","51.4%","78.1","62.6","15.5","9.9"
"6","N.Mullens","","40","0.174","0.390","0.346","60.0%","66.7","68.3","-1.7","6.8"
"7","R.Tannehill","","52","0.210","0.369","0.344","51.9%","69.0","63.2","5.8","10.4"
"8","D.Carr","","54","0.170","0.339","0.300","51.9%","60.9","60.5","0.3","10.8"
"9","P.Rivers","","38","0.164","0.263","0.263","50.0%","77.1","73.3","3.8","5.4"
"10","T.Tagovailoa","","42","0.151","0.243","0.243","59.5%","68.4","65.6","2.8","7.8"
"11","A.Dalton","","52","0.155","0.217","0.204","50.0%","68.9","63.4","5.5","8.6"
"12","L.Jackson","","31","0.122","0.187","0.187","45.2%","70.6","69.1","1.5","5.5"
"13","D.Lock","","33","0.068","0.174","0.174","45.5%","55.6","63.0","-7.4","8.3"
"14","P.Mahomes","","45","0.100","0.160","0.160","51.1%","62.5","63.2","-0.7","9.4"
"15","M.Trubisky","","40","0.139","0.170","0.159","52.5%","78.8","73.0","5.8","6.4"
"16","J.Hurts","","21","-0.030","0.031","0.031","28.6%","41.7","57.3","-15.6","13.1"
"17","A.Smith","","51","0.058","0.026","0.026","37.3%","70.5","69.7","0.7","6.0"
"18","C.Newton","","35","0.035","0.011","0.011","42.9%","66.7","69.1","-2.5","6.9"
"19","B.Roethlisberger","","57","0.005","-0.013","-0.013","40.4%","62.3","68.8","-6.6","6.1"
"20","D.Watson","","52","0.064","-0.005","-0.017","46.2%","70.3","66.5","3.8","10.6"
"21","S.Darnold","","29","0.064","-0.006","-0.035","48.3%","70.0","66.2","3.8","7.0"
"22","M.Glennon","","46","0.021","-0.066","-0.077","50.0%","68.3","69.6","-1.3","8.6"
"23","K.Cousins","","55","0.052","0.008","-0.113","56.4%","70.0","69.2","0.8","7.6"
"24","B.Allen","","27","-0.021","-0.136","-0.136","44.4%","57.9","66.1","-8.2","7.7"
"25","C.Wentz","","23","-0.075","-0.169","-0.169","34.8%","46.2","64.3","-18.1","8.6"
"26","K.Murray","","47","-0.040","-0.083","-0.181","42.6%","58.3","70.5","-12.2","6.2"
"27","M.Ryan","","46","-0.040","-0.178","-0.186","39.1%","51.4","63.0","-11.7","10.7"
"28","R.Wilson","","57","0.011","-0.271","-0.286","38.6%","65.9","69.0","-3.2","7.5"
"29","C.McCoy","","25","-0.005","-0.292","-0.340","32.0%","59.1","65.5","-6.4","8.4"
"30","J.Herbert","","55","-0.073","-0.503","-0.511","29.1%","50.0","70.6","-20.6","6.2"
