"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","L.Jackson","","31","0.325","0.774","0.774","58.1%","68.8","63.3","5.5","12.0"
"2","A.Rodgers","","38","0.308","0.610","0.610","63.2%","83.9","72.9","10.9","6.4"
"3","P.Rivers","","30","0.258","0.609","0.609","50.0%","70.4","68.5","1.9","9.3"
"4","R.Wilson","","29","0.304","0.602","0.602","72.4%","77.8","67.0","10.8","7.5"
"5","T.Brady","","24","0.253","0.540","0.540","58.3%","68.2","63.5","4.7","10.4"
"6","A.Dalton","","26","0.274","0.509","0.509","57.7%","72.7","62.6","10.1","7.5"
"7","R.Tannehill","","25","0.286","0.383","0.383","52.0%","82.6","63.5","19.1","8.3"
"8","D.Lock","","33","0.290","0.525","0.380","54.5%","77.8","65.6","12.2","6.3"
"9","B.Mayfield","","58","0.185","0.367","0.326","51.7%","65.1","63.7","1.4","10.0"
"10","B.Allen","","41","0.179","0.300","0.300","58.5%","75.0","70.8","4.2","3.6"
"11","M.Stafford","","44","0.137","0.243","0.243","59.1%","75.0","74.8","0.2","6.3"
"12","M.Trubisky","","40","0.151","0.242","0.242","60.0%","72.7","69.9","2.8","4.4"
"13","P.Mahomes","","41","0.186","0.296","0.191","56.1%","70.6","64.9","5.7","9.4"
"14","K.Cousins","","49","0.114","0.162","0.162","46.9%","68.6","66.8","1.7","6.7"
"15","D.Carr","","48","0.132","0.246","0.135","52.1%","70.5","71.3","-0.8","6.6"
"16","K.Murray","","46","0.119","0.132","0.132","50.0%","75.0","70.3","4.7","5.6"
"17","J.Herbert","","46","0.140","0.131","0.131","54.3%","81.8","73.3","8.6","5.5"
"18","J.Allen","","52","0.063","0.123","0.123","44.2%","57.1","62.0","-4.9","10.8"
"19","T.Tagovailoa","","63","0.055","0.076","0.076","52.4%","62.2","65.4","-3.2","10.0"
"20","J.Hurts","","46","0.041","0.052","0.052","45.7%","65.4","69.5","-4.1","6.0"
"21","T.Bridgewater","","49","0.099","0.051","0.051","40.8%","76.9","70.4","6.5","5.9"
"22","G.Minshew II","","34","0.076","0.049","0.049","44.1%","64.3","61.9","2.4","8.5"
"23","J.Goff","","29","0.012","0.011","0.001","44.8%","66.7","73.3","-6.6","4.8"
"24","D.Watson","","44","0.101","-0.020","-0.020","47.7%","77.8","66.5","11.3","6.7"
"25","M.Ryan","","37","0.025","-0.065","-0.065","48.6%","67.7","68.5","-0.7","9.4"
"26","S.Darnold","","31","0.026","-0.136","-0.136","38.7%","60.9","60.5","0.4","9.7"
"27","M.Glennon","","23","-0.011","-0.314","-0.314","30.4%","61.9","69.5","-7.6","8.5"
"28","B.Roethlisberger","","39","-0.027","-0.233","-0.339","41.0%","56.8","66.6","-9.9","6.5"
"29","N.Mullens","","52","-0.059","-0.268","-0.494","38.5%","56.8","72.8","-16.0","6.1"
"30","D.Jones","","27","-0.022","-0.401","-0.522","25.9%","52.4","62.9","-10.5","11.4"
"31","A.Smith","","21","-0.071","-0.572","-0.572","28.6%","47.1","67.9","-20.9","8.6"
"32","C.Newton","","28","-0.033","-0.607","-0.846","28.6%","56.3","70.6","-14.4","8.3"
