"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","A.Rodgers","","28","0.380","0.798","0.798","67.9%","79.2","65.0","14.2","7.2"
"2","J.Herbert","","39","0.271","0.562","0.562","59.0%","73.3","66.5","6.8","7.6"
"3","T.Brady","","46","0.272","0.536","0.536","58.7%","68.4","60.0","8.4","11.4"
"4","K.Cousins","","49","0.209","0.442","0.442","57.1%","73.7","71.8","1.9","6.8"
"5","R.Tannehill","","36","0.229","0.432","0.432","55.6%","66.7","60.7","6.0","11.3"
"6","L.Jackson","","30","0.181","0.430","0.430","53.3%","55.6","58.1","-2.5","10.3"
"7","J.Allen","","27","0.245","0.416","0.414","63.0%","75.0","65.3","9.7","10.6"
"8","C.Henne","","38","0.178","0.304","0.304","52.6%","74.2","70.5","3.7","4.4"
"9","C.Newton","","45","0.154","0.275","0.275","48.9%","72.4","71.3","1.2","6.3"
"10","M.Stafford","","36","0.143","0.257","0.257","47.2%","64.5","64.1","0.4","14.3"
"11","M.Rudolph","","42","0.135","0.260","0.239","40.5%","57.9","59.1","-1.2","11.0"
"12","D.Watson","","48","0.172","0.223","0.223","52.1%","71.8","63.8","8.0","10.2"
"13","B.Mayfield","","36","0.133","0.221","0.221","55.6%","65.4","64.2","1.1","8.5"
"14","D.Lock","","49","0.099","0.198","0.198","46.9%","62.5","66.0","-3.5","7.2"
"15","M.Ryan","","49","0.143","0.212","0.192","49.0%","70.7","67.1","3.6","5.3"
"16","D.Carr","","45","0.127","0.170","0.160","51.1%","68.6","65.0","3.6","10.4"
"17","D.Brees","","34","0.146","0.153","0.153","55.9%","75.9","67.7","8.2","6.7"
"18","C.Beathard","","44","0.112","0.139","0.122","47.7%","71.4","68.5","2.9","7.5"
"19","J.Wolford","","49","0.067","0.149","0.116","40.8%","59.5","65.3","-5.8","9.7"
"20","K.Murray","","16","0.089","0.083","0.083","50.0%","72.7","70.2","2.5","9.7"
"21","P.Rivers","","28","0.030","0.067","0.067","53.6%","65.4","72.4","-7.0","6.3"
"22","R.Wilson","","42","0.057","0.054","0.054","47.6%","62.5","63.8","-1.3","8.9"
"23","M.Trubisky","","48","0.107","0.025","0.023","52.1%","80.5","70.8","9.7","6.1"
"24","S.Darnold","","39","0.056","-0.015","-0.019","51.3%","69.7","66.8","2.9","7.3"
"25","A.Dalton","","62","-0.003","-0.040","-0.040","48.4%","65.9","72.5","-6.6","5.2"
"26","T.Tagovailoa","","67","-0.001","-0.026","-0.074","47.8%","60.3","67.2","-6.9","7.6"
"27","J.Hurts","","32","-0.116","-0.079","-0.081","46.9%","36.8","62.8","-25.9","7.5"
"28","D.Jones","","35","0.051","-0.073","-0.103","51.4%","68.0","63.8","4.2","11.5"
"29","A.Smith","","36","0.049","-0.215","-0.249","38.9%","75.9","71.7","4.2","2.7"
"30","M.Glennon","","49","-0.007","-0.215","-0.249","42.9%","65.0","71.1","-6.1","7.4"
"31","T.Bridgewater","","29","0.006","-0.245","-0.367","41.4%","59.1","63.0","-3.9","11.1"
"32","C.Streveler","","23","0.021","-0.417","-0.659","30.4%","68.8","71.6","-2.9","6.6"
"33","N.Sudfeld","","16","-0.015","-0.559","-0.669","18.8%","55.6","66.1","-10.6","10.4"
"34","P.Walker","","16","-0.017","-0.898","-0.924","25.0%","35.7","49.7","-14.0","18.4"
"35","B.Allen","","25","-0.137","-0.835","-0.933","28.0%","30.0","65.3","-35.3","7.9"
