"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","R.Griffin III","","28","0.449","0.738","0.738","50.0%","93.3","63.4","29.9","11.2"
"2","T.Brady","","36","0.310","0.679","0.679","66.7%","68.6","60.9","7.7","8.3"
"3","C.Henne","","36","0.216","0.613","0.613","38.9%","50.0","55.9","-5.9","10.0"
"4","D.Brees","","27","0.329","0.549","0.549","63.0%","76.9","58.9","18.0","9.3"
"5","A.Dalton","","35","0.237","0.502","0.502","54.3%","62.1","58.3","3.8","11.1"
"6","C.Kaepernick","","28","0.292","0.452","0.452","46.4%","72.7","56.3","16.4","11.2"
"7","M.Schaub","","59","0.259","0.367","0.353","71.2%","78.2","63.2","15.0","9.5"
"8","M.Sanchez","","26","0.198","0.251","0.251","50.0%","75.0","64.1","10.9","8.3"
"9","C.Newton","","43","0.097","0.176","0.176","41.9%","57.1","59.5","-2.4","10.4"
"10","T.Romo","","69","0.106","0.083","0.077","55.1%","71.4","65.8","5.6","9.1"
"11","B.Weeden","","37","0.041","0.090","0.067","45.9%","57.1","63.7","-6.5","6.1"
"12","R.Fitzpatrick","","37","0.038","0.032","0.032","45.9%","63.0","66.2","-3.3","4.1"
"13","A.Rodgers","","35","0.073","0.026","0.026","51.4%","70.4","66.8","3.5","6.8"
"14","J.Freeman","","52","0.051","0.072","-0.026","44.2%","55.6","59.0","-3.5","9.5"
"15","B.Leftwich","","45","-0.038","-0.040","-0.040","35.6%","46.2","59.2","-13.1","10.6"
"16","C.Palmer","","47","0.033","0.060","-0.042","44.7%","55.0","61.0","-6.0","8.5"
"17","R.Tannehill","","35","-0.012","-0.051","-0.051","40.0%","50.0","57.8","-7.8","10.9"
"18","A.Luck","","55","0.067","0.120","-0.066","52.7%","54.0","57.8","-3.8","12.1"
"19","J.Flacco","","36","0.037","-0.068","-0.068","38.9%","62.5","61.0","1.5","9.5"
"20","P.Manning","","44","0.035","-0.037","-0.123","40.9%","61.0","60.9","0.1","8.7"
"21","N.Foles","","54","-0.071","-0.143","-0.143","33.3%","45.7","62.8","-17.2","7.7"
"22","B.Quinn","","19","0.035","-0.175","-0.175","36.8%","64.3","62.5","1.8","7.9"
"23","P.Rivers","","46","0.010","-0.142","-0.181","43.5%","60.0","62.6","-2.6","8.9"
"24","M.Stafford","","49","-0.056","-0.135","-0.250","34.7%","43.6","58.1","-14.5","13.5"
"25","J.Campbell","","31","0.063","-0.279","-0.279","48.4%","63.6","57.5","6.1","8.3"
"26","S.Bradford","","47","-0.041","-0.231","-0.292","38.3%","53.5","65.8","-12.3","7.9"
"27","M.Cassel","","18","-0.013","-0.294","-0.294","33.3%","53.3","61.1","-7.8","10.1"
"28","M.Ryan","","48","0.014","-0.229","-0.310","41.7%","60.9","63.3","-2.4","8.0"
"29","R.Lindley","","25","-0.041","-0.704","-0.799","28.0%","45.0","61.7","-16.7","10.7"
