"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","M.Ryan","","35","0.363","0.744","0.744","68.6%","74.2","60.4","13.8","7.8"
"2","M.Sanchez","","28","0.345","0.706","0.706","67.9%","73.1","60.4","12.7","10.2"
"3","R.Griffin III","","39","0.275","0.519","0.519","53.8%","73.1","63.3","9.8","8.7"
"4","P.Manning","","30","0.290","0.513","0.513","66.7%","73.1","60.3","12.8","8.3"
"5","M.Schaub","","35","0.192","0.412","0.412","54.3%","64.5","64.2","0.3","8.7"
"6","J.Flacco","","36","0.255","0.411","0.411","50.0%","72.4","60.6","11.8","11.3"
"7","T.Romo","","34","0.267","0.445","0.383","61.8%","75.9","63.6","12.3","8.7"
"8","T.Brady","","33","0.228","0.300","0.300","63.6%","74.2","61.1","13.1","8.4"
"9","A.Smith","","37","0.217","0.281","0.281","59.5%","76.9","64.6","12.3","7.1"
"10","P.Rivers","","36","0.214","0.267","0.267","44.4%","72.7","60.1","12.7","7.1"
"11","J.Cutler","","41","0.159","0.283","0.230","48.8%","60.0","58.3","1.7","11.4"
"12","C.Palmer","","53","0.155","0.225","0.225","47.2%","69.6","64.7","4.8","7.7"
"13","B.Gabbert","","47","0.091","0.199","0.184","53.2%","59.0","64.0","-5.1","6.8"
"14","E.Manning","","36","0.116","0.142","0.142","41.7%","65.6","62.1","3.5","8.8"
"15","M.Cassel","","39","0.097","0.140","0.140","51.3%","63.6","63.5","0.2","7.7"
"16","A.Rodgers","","58","0.120","0.112","0.100","55.2%","71.4","65.1","6.3","8.6"
"17","B.Roethlisberger","","50","0.107","0.167","0.098","46.0%","57.9","57.7","0.2","9.5"
"18","R.Fitzpatrick","","33","0.110","0.195","0.083","51.5%","56.3","57.5","-1.3","9.6"
"19","D.Brees","","59","0.021","0.113","0.071","42.4%","49.0","60.7","-11.8","10.6"
"20","J.Locker","","39","0.112","0.074","0.056","38.5%","71.9","64.5","7.4","8.3"
"21","S.Bradford","","31","0.094","0.046","0.046","48.4%","68.0","62.1","5.9","10.4"
"22","C.Ponder","","31","0.110","0.064","0.020","51.6%","74.1","66.4","7.6","7.1"
"23","J.Freeman","","32","0.050","0.013","0.013","50.0%","66.7","66.5","0.1","5.0"
"24","C.Newton","","42","0.114","-0.009","-0.040","42.9%","69.7","56.7","13.0","11.5"
"25","A.Luck","","53","-0.006","-0.020","-0.057","50.9%","51.1","59.2","-8.1","9.7"
"26","R.Wilson","","51","0.006","-0.120","-0.144","39.2%","52.9","56.3","-3.3","9.0"
"27","J.Skelton","","32","-0.025","-0.147","-0.147","40.6%","50.0","58.9","-8.9","7.4"
"28","M.Stafford","","48","0.074","0.049","-0.151","58.3%","68.1","65.8","2.2","8.1"
"29","M.Vick","","66","-0.004","-0.095","-0.162","36.4%","51.8","57.2","-5.4","9.8"
"30","A.Dalton","","45","-0.002","-0.347","-0.379","42.2%","59.5","65.7","-6.3","7.6"
"31","B.Weeden","","41","-0.111","-0.459","-0.459","29.3%","34.3","61.3","-27.1","8.3"
"32","R.Tannehill","","41","-0.033","-0.447","-0.508","34.1%","55.6","68.3","-12.8","5.1"
