"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","P.Manning","","29","0.476","1.010","1.010","79.3%","82.1","61.7","20.5","8.1"
"2","E.Manning","","27","0.366","0.865","0.865","66.7%","61.9","53.9","8.0","13.2"
"3","C.Ponder","","33","0.170","0.470","0.470","51.5%","57.1","63.9","-6.7","7.8"
"4","C.Kaepernick","","32","0.225","0.467","0.467","43.8%","57.1","53.8","3.4","12.5"
"5","P.Rivers","","23","0.254","0.401","0.401","47.8%","76.5","64.2","12.2","7.7"
"6","A.Rodgers","","47","0.241","0.377","0.377","57.4%","73.7","62.5","11.2","7.7"
"7","A.Luck","","35","0.103","0.349","0.349","48.6%","50.0","62.5","-12.5","7.4"
"8","R.Fitzpatrick","","26","0.095","0.330","0.330","42.3%","46.2","59.0","-12.9","9.5"
"9","T.Brady","","38","0.144","0.304","0.304","52.6%","61.1","63.6","-2.5","8.6"
"10","D.Brees","","46","0.177","0.289","0.289","50.0%","67.4","63.0","4.5","8.8"
"11","R.Griffin III","","26","0.078","0.269","0.269","53.8%","50.0","62.3","-12.3","9.2"
"12","B.Roethlisberger","","28","0.170","0.253","0.253","53.6%","65.2","59.7","5.5","7.7"
"13","R.Wilson","","37","0.236","0.247","0.247","56.8%","78.9","61.0","17.9","10.1"
"14","J.Cutler","","36","0.135","0.208","0.208","47.2%","58.1","55.7","2.4","11.3"
"15","S.Bradford","","46","0.083","0.124","0.124","47.8%","62.5","63.7","-1.2","7.0"
"16","J.Freeman","","38","0.022","0.112","0.112","44.7%","54.3","65.9","-11.6","7.3"
"17","C.Newton","","41","0.067","0.166","0.095","36.6%","48.5","55.4","-7.0","12.7"
"18","M.Schaub","","43","0.081","0.085","0.085","48.8%","66.7","65.6","1.0","8.5"
"19","T.Lewis","","37","0.102","0.056","0.056","54.1%","68.8","61.9","6.8","8.6"
"20","T.Taylor","","39","0.053","0.044","-0.015","48.7%","65.2","66.5","-1.3","5.7"
"21","M.Vick","","42","0.001","-0.032","-0.048","38.1%","54.3","60.6","-6.3","7.1"
"22","M.Ryan","","49","0.026","-0.055","-0.055","44.9%","63.6","64.5","-0.9","7.6"
"23","B.Hoyer","","39","0.008","-0.063","-0.063","38.5%","55.9","59.8","-3.9","9.1"
"24","M.Stafford","","46","0.000","-0.043","-0.087","50.0%","60.0","66.0","-6.0","8.6"
"25","A.Dalton","","19","0.040","-0.112","-0.112","42.1%","71.4","68.6","2.8","6.3"
"26","T.Romo","","39","-0.025","-0.149","-0.156","41.0%","54.1","62.9","-8.9","7.7"
"27","J.Locker","","23","0.047","-0.164","-0.164","43.5%","60.0","55.9","4.1","10.7"
"28","R.Tannehill","","46","0.001","-0.207","-0.216","37.0%","57.1","61.6","-4.5","8.6"
"29","C.Henne","","52","0.019","-0.155","-0.318","48.1%","61.0","61.9","-0.9","9.8"
"30","M.Sanchez","","40","-0.038","-0.272","-0.319","30.0%","48.6","60.7","-12.1","9.7"
"31","B.Quinn","","21","-0.053","-0.594","-0.594","28.6%","43.8","61.6","-17.9","4.3"
