"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","A.Dalton","","41","0.306","0.527","0.527","56.1%","77.4","62.4","15.0","10.0"
"2","R.Fitzpatrick","","22","0.163","0.488","0.488","50.0%","52.6","61.6","-9.0","6.3"
"3","B.Roethlisberger","","35","0.275","0.457","0.457","65.7%","77.4","64.3","13.1","8.3"
"4","P.Rivers","","41","0.272","0.444","0.444","53.7%","75.0","61.9","13.1","8.3"
"5","C.Newton","","34","0.263","0.410","0.410","47.1%","73.7","60.4","13.3","8.4"
"6","R.Wilson","","26","0.250","0.373","0.373","53.8%","75.0","62.0","13.0","8.4"
"7","B.Weeden","","42","0.240","0.367","0.367","52.4%","72.2","60.8","11.4","8.1"
"8","S.Bradford","","41","0.228","0.364","0.325","56.1%","74.3","64.8","9.4","7.6"
"9","A.Luck","","38","0.166","0.276","0.276","52.6%","69.0","65.6","3.4","8.0"
"10","A.Smith","","36","0.125","0.271","0.271","52.8%","64.5","68.3","-3.8","5.7"
"11","M.Ryan","","42","0.168","0.259","0.259","52.4%","68.6","63.7","4.9","7.8"
"12","M.Stafford","","38","0.100","0.240","0.240","47.4%","59.4","65.7","-6.3","5.8"
"13","R.Tannehill","","34","0.141","0.237","0.237","47.1%","62.1","60.6","1.4","8.1"
"14","M.Schaub","","37","0.165","0.223","0.223","51.4%","74.3","67.6","6.7","4.0"
"15","J.Freeman","","30","0.099","0.188","0.188","40.0%","53.6","56.4","-2.8","13.9"
"16","R.Griffin III","","42","0.148","0.188","0.188","42.9%","74.1","68.0","6.1","7.9"
"17","M.Vick","","44","0.216","0.201","0.183","54.5%","76.7","59.2","17.5","11.5"
"18","E.Manning","","55","0.163","0.287","0.172","56.4%","60.8","58.7","2.1","10.3"
"19","C.Ponder","","45","0.148","0.118","0.115","48.9%","77.1","66.1","11.0","5.7"
"20","C.Palmer","","51","0.037","0.090","0.090","39.2%","50.0","57.4","-7.4","8.7"
"21","D.Brees","","52","0.084","0.096","0.068","55.8%","66.0","65.1","0.9","4.7"
"22","T.Brady","","52","0.049","-0.005","-0.005","46.2%","62.2","61.3","0.9","10.4"
"23","M.Cassel","","50","0.037","-0.005","-0.010","40.0%","56.1","57.1","-1.1","11.6"
"24","M.Sanchez","","35","-0.081","-0.021","-0.021","40.0%","37.0","58.7","-21.7","11.8"
"25","K.Kolb","","35","0.001","-0.029","-0.029","45.7%","57.7","64.1","-6.4","5.9"
"26","T.Romo","","42","0.027","-0.016","-0.072","38.1%","57.5","59.8","-2.3","10.7"
"27","A.Rodgers","","39","0.044","-0.117","-0.142","46.2%","71.0","67.3","3.6","7.3"
"28","P.Manning","","46","0.043","-0.119","-0.150","43.5%","64.9","61.5","3.4","8.5"
"29","J.Flacco","","49","-0.015","-0.189","-0.192","38.8%","52.4","59.7","-7.3","9.9"
"30","J.Locker","","32","-0.027","-0.209","-0.209","31.3%","51.7","61.3","-9.6","8.8"
"31","J.Cutler","","37","-0.043","-0.366","-0.371","29.7%","40.7","54.7","-14.0","12.1"
"32","B.Gabbert","","26","-0.091","-0.501","-0.501","15.4%","36.8","60.6","-23.8","8.6"
