"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","T.Brady","","40","0.286","0.687","0.687","62.5%","65.7","62.7","3.0","6.9"
"2","M.Ryan","","41","0.287","0.602","0.602","63.4%","75.9","68.3","7.6","4.0"
"3","P.Manning","","33","0.299","0.572","0.572","60.6%","73.3","62.0","11.4","7.8"
"4","A.Smith","","25","0.366","0.570","0.570","60.0%","94.7","71.1","23.6","4.9"
"5","J.Freeman","","38","0.119","0.388","0.388","44.7%","52.8","64.4","-11.6","6.6"
"6","M.Stafford","","55","0.187","0.346","0.346","56.4%","69.4","66.4","3.0","7.0"
"7","B.Roethlisberger","","35","0.190","0.293","0.293","57.1%","72.7","66.2","6.5","4.8"
"8","C.Newton","","50","0.121","0.332","0.272","50.0%","52.6","60.9","-8.3","8.9"
"9","R.Wilson","","38","0.188","0.269","0.269","60.5%","71.4","63.6","7.8","8.4"
"10","M.Moore","","21","0.204","0.269","0.269","42.9%","61.1","50.4","10.7","12.5"
"11","A.Luck","","45","0.185","0.263","0.263","60.0%","68.4","60.7","7.7","7.6"
"12","C.Palmer","","29","0.088","0.204","0.204","44.8%","51.9","57.8","-6.0","7.4"
"13","M.Hasselbeck","","36","0.170","0.166","0.166","44.4%","75.9","64.3","11.6","8.1"
"14","A.Rodgers","","43","0.067","0.091","0.080","51.2%","62.9","64.9","-2.0","6.3"
"15","R.Griffin III","","41","-0.002","0.058","0.058","43.9%","47.1","59.3","-12.2","8.2"
"16","M.Vick","","46","0.023","0.055","0.055","41.3%","60.0","67.6","-7.6","4.9"
"17","B.Gabbert","","57","0.010","0.041","0.041","38.6%","56.3","65.2","-9.0","7.1"
"18","D.Brees","","45","-0.025","-0.020","-0.020","40.0%","52.4","64.0","-11.7","8.4"
"19","E.Manning","","32","-0.029","-0.077","-0.077","40.6%","51.7","61.9","-10.2","10.4"
"20","B.Weeden","","31","-0.103","-0.087","-0.087","38.7%","40.7","64.2","-23.5","4.3"
"21","C.Ponder","","42","-0.019","-0.087","-0.087","40.5%","55.9","64.1","-8.2","8.6"
"22","T.Romo","","69","0.043","0.002","-0.092","55.1%","59.0","59.4","-0.4","11.4"
"23","J.Skelton","","60","-0.005","-0.120","-0.120","38.3%","61.5","66.9","-5.3","7.4"
"24","M.Cassel","","39","0.045","-0.114","-0.137","43.6%","66.7","62.9","3.7","6.4"
"25","P.Rivers","","34","-0.020","-0.147","-0.147","38.2%","54.5","62.5","-8.0","8.6"
"26","S.Bradford","","37","0.075","-0.153","-0.153","40.5%","75.9","66.6","9.3","6.6"
"27","J.Cutler","","36","0.038","-0.176","-0.182","38.9%","67.9","65.5","2.4","9.2"
"28","M.Sanchez","","61","-0.037","-0.208","-0.232","42.6%","51.9","63.4","-11.5","7.5"
