"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Christian McCaffrey",SF,"RB1","1","4","1.3","0.6","+1"
"2",1,"Saquon Barkley",NYG,"RB2","1","12","3.6","2.4","-1"
"3",1,"Alvin Kamara",NO,"RB3","1","11","4.8","2.1","+1"
"4",1,"Dalvin Cook",MIN,"RB4","1","17","6.0","3.6","+2"
"5",1,"Davante Adams",LV,"WR1","3","16","6.8","2.8","+2"
"6",2,"Tyreek Hill",MIA,"WR2","4","20","8.5","2.9","+3"
"7",2,"Michael Thomas",NO,"WR3","3","36","10.1","7.8","+13"
"8",2,"DeAndre Hopkins",ARI,"WR4","4","26","10.7","5.4","0"
"9",2,"Ezekiel Elliott",FA,"RB5","3","45","12.2","10.7","-6"
"10",2,"Nick Chubb",CLE,"RB6","3","36","14.4","5.7","-5"
"11",3,"Chris Godwin",TB,"WR5","7","36","18.3","9.0","+1"
"12",3,"Derrick Henry",TEN,"RB7","2","40","18.4","8.9","+2"
"13",3,"Jonathan Taylor",IND,"RB8","2","154","18.9","19.0","+47"
"14",3,"A.J. Brown",PHI,"WR6","7","35","19.2","7.8","+14"
"15",3,"Miles Sanders",CAR,"RB9","6","46","20.0","8.0","+8"
"16",3,"George Kittle",SF,"TE1","12","33","20.2","5.2","+8"
"17",3,"Josh Jacobs",LV,"RB10","6","52","21.6","9.5","-7"
"18",3,"DK Metcalf",SEA,"WR7","3","54","21.8","14.3","+19"
"19",3,"Travis Kelce",KC,"TE2","11","40","24.0","7.4","+6"
"20",3,"Joe Mixon",CIN,"RB11","7","53","24.5","14.6","-9"
"21",3,"Clyde Edwards-Helaire",KC,"RB12","5","74","24.7","14.1","+21"
"22",3,"Calvin Ridley",JAC,"WR8","9","53","25.4","9.9","+19"
"23",4,"DJ Moore",CHI,"WR9","12","58","26.9","8.9","-8"
"24",4,"Patrick Mahomes II",KC,"QB1","1","47","27.6","7.4","-11"
"25",4,"Amari Cooper",CLE,"WR10","12","44","27.6","8.5","+6"
"26",4,"Aaron Jones",GB,"RB13","13","61","28.4","9.4","-4"
"27",4,"Mike Evans",TB,"WR11","10","68","29.1","13.8","-11"
"28",4,"Kenny Golladay",FA,"WR12","15","54","30.3","9.3","-11"
"29",4,"Stefon Diggs",BUF,"WR13","10","62","30.7","12.9","+15"
"30",4,"Austin Ekeler",LAC,"RB14","10","60","32.9","9.3","+8"
"31",4,"Allen Robinson II",PIT,"WR14","17","49","33.4","6.7","+18"
"32",4,"JuJu Smith-Schuster",NE,"WR15","11","89","34.0","18.2","-11"
"33",4,"D'Andre Swift",PHI,"RB15","4","127","34.1","20.4","+48"
"34",4,"Terry McLaurin",WAS,"WR16","13","63","35.1","12.2","+12"
"35",4,"J.K. Dobbins",BAL,"RB16","9","146","35.1","19.3","+30"
"36",5,"Keenan Allen",LAC,"WR17","20","65","38.5","9.0","+90"
"37",5,"Julio Jones",FA,"WR18","17","94","41.8","18.2","-19"
"38",5,"CeeDee Lamb",DAL,"WR19","11","93","36.0","15.3","+37"
"39",5,"Cooper Kupp",LAR,"WR20","23","75","43.6","11.9","-9"
"40",5,"Courtland Sutton",DEN,"WR21","23","75","44.5","13.3","-7"
"41",5,"Odell Beckham Jr.",BAL,"WR22","12","91","44.9","22.8","-15"
"42",5,"Lamar Jackson",BAL,"QB2","6","87","46.0","16.8","-23"
"43",5,"Mark Andrews",BAL,"TE3","22","72","47.5","11.6","+15"
"44",5,"Cam Akers",LAR,"RB17","18","156","48.3","20.5","+39"
"45",5,"Kyler Murray",ARI,"QB3","9","88","49.0","14.7","+18"
"46",5,"DJ Chark Jr.",CAR,"WR23","33","80","50.6","10.5","-11"
"47",5,"Justin Jefferson",MIN,"WR24","9","112","45.4","30.1","+101"
"48",5,"David Montgomery",DET,"RB18","20","83","53.8","11.8","-19"
"49",6,"Deshaun Watson",CLE,"QB4","13","74","56.9","11.0","-4"
"50",6,"Jerry Jeudy",DEN,"WR25","25","113","51.0","16.2","+40"
"51",6,"Tyler Lockett",SEA,"WR26","34","89","57.2","14.0","-19"
"52",6,"Kenyan Drake",FA,"RB19","31","162","57.9","23.7","-5"
"53",6,"Robert Woods",HOU,"WR27","31","88","58.3","10.5","+1"
"54",6,"Tyler Boyd",CIN,"WR28","37","100","59.7","12.7","+40"
"55",6,"Darren Waller",NYG,"TE4","22","97","60.2","18.4","+13"
"56",6,"Deebo Samuel",SF,"WR29","35","107","61.2","15.1","+3"
"57",6,"Dak Prescott",DAL,"QB5","24","96","61.6","13.8","-2"
"58",6,"Kareem Hunt",FA,"RB20","23","122","62.8","14.6","-1"
"59",6,"Adam Thielen",CAR,"WR30","30","101","64.2","14.9","-16"
"60",6,"Chris Carson",FA,"RB21","31","152","65.3","16.7","-12"
"61",6,"Melvin Gordon III",FA,"RB22","34","119","65.3","19.1","-22"
"62",6,"Russell Wilson",DEN,"QB6","21","100","67.3","15.5","-1"
"63",6,"Josh Allen",BUF,"QB7","12","113","70.6","21.2","-"
"64",6,"T.J. Hockenson",MIN,"TE5","33","100","71.0","15.4","+8"
"65",6,"Jarvis Landry",FA,"WR31","44","130","74.5","19.0","+14"
"66",6,"Marquise Brown",ARI,"WR32","33","102","75.6","14.1","0"
"67",6,"James Conner",ARI,"RB23","41","217","75.7","23.3","-27"
"68",6,"Diontae Johnson",PIT,"WR33","28","141","76.0","28.4","+52"
"69",6,"Noah Fant",SEA,"TE6","40","122","76.1","15.9","+20"
"70",7,"Devin Singletary",HOU,"RB24","44","143","78.8","22.2","-36"
"71",7,"Tee Higgins",CIN,"WR34","20","139","67.6","30.4","+29"
"72",7,"Hunter Henry",NE,"TE7","52","117","79.0","13.4","+16"
"73",7,"Michael Gallup",DAL,"WR35","54","142","80.1","16.9","-23"
"74",7,"DeVante Parker",NE,"WR36","36","120","80.8","17.1","+8"
"75",7,"Evan Engram",JAC,"TE8","47","133","81.0","21.0","+49"
"76",7,"Leonard Fournette",FA,"RB25","20","161","73.0","29.6","-49"
"77",7,"William Fuller V",FA,"WR37","52","124","85.7","17.2","-6"
"78",7,"Dallas Goedert",PHI,"TE9","51","126","88.6","18.1","+20"
"79",7,"Jalen Reagor",MIN,"WR38","40","203","79.5","27.7","+61"
"80",7,"Brandon Aiyuk",SF,"WR39","38","137","85.8","28.1","+75"
"81",7,"Joe Burrow",CIN,"QB8","34","122","91.3","16.7","+63"
"82",7,"Zach Ertz",ARI,"TE10","42","183","92.5","39.4","-29"
"83",7,"Ronald Jones II",DAL,"RB26","47","231","87.8","31.5","+12"
"84",7,"Brandin Cooks",DAL,"WR40","58","141","94.4","17.6","-20"
"85",7,"David Johnson",FA,"RB27","51","145","91.0","18.3","-16"
"86",7,"Todd Gurley II",FA,"RB28","29","214","85.8","40.8","-2"
"87",7,"Raheem Mostert",MIA,"RB29","52","186","97.6","26.7","-25"
"88",7,"Antonio Gibson",WAS,"RB30","11","215","81.8","59.4","+58"
"89",7,"Mike Gesicki",NE,"TE11","49","145","98.3","19.3","+40"
"90",7,"Christian Kirk",JAC,"WR41","53","150","92.0","23.9","-4"
"91",7,"Aaron Rodgers",NYJ,"QB9","45","149","98.9","22.0","-24"
"92",7,"Henry Ruggs III",FA,"WR42","47","205","94.4","29.5","-5"
"93",8,"Le'Veon Bell",FA,"RB31","59","187","96.9","30.9","-57"
"94",8,"Baker Mayfield",TB,"QB10","61","152","108.0","19.0","+2"
"95",8,"Zack Moss",IND,"RB32","57","207","103.1","29.1","+36"
"96",8,"Mike Williams",LAC,"WR43","52","143","94.6","20.0","-16"
"97",8,"Laviska Shenault Jr.",CAR,"WR44","51","243","107.7","29.3","+18"
"98",8,"Austin Hooper",LV,"TE12","70","172","113.1","23.5","+24"
"99",8,"Tua Tagovailoa",MIA,"QB11","43","186","113.5","21.5","+36"
"100",8,"Matt Ryan",FA,"QB12","64","172","114.6","21.6","-7"
"101",8,"Carson Wentz",FA,"QB13","67","240","115.4","35.1","-24"
"102",8,"Darrell Henderson Jr.",FA,"RB33","44","181","107.7","25.8","+9"
"103",8,"Jared Goff",DET,"QB14","71","169","118.4","17.5","+1"
"104",8,"Darius Slayton",NYG,"WR45","64","206","114.1","21.6","+1"
"105",8,"Chosen Anderson",MIA,"WR46","58","187","110.0","28.2","+5"
"106",8,"Matthew Stafford",LAR,"QB15","74","183","120.2","20.0","+21"
"107",8,"Phillip Lindsay",FA,"RB34","62","175","110.3","22.7","-29"
"108",8,"Michael Pittman Jr.",IND,"WR47","62","154","103.0","21.2","+44"
"109",8,"Jonnu Smith",ATL,"TE13","70","258","123.7","36.4","+24"
"110",8,"Justin Herbert",LAC,"QB16","30","225","114.5","49.6","+55"
"111",8,"Alexander Mattison",MIN,"RB35","75","194","120.5","22.2","-14"
"112",8,"Ryan Tannehill",TEN,"QB17","51","187","121.2","26.3","-"
"113",8,"Tyler Higbee",LAR,"TE14","72","209","126.2","28.1","-4"
"114",8,"Curtis Samuel",WAS,"WR48","71","179","116.7","23.3","-12"
"115",8,"Irv Smith Jr.",CIN,"TE15","75","176","128.2","20.7","+36"
"116",8,"Denzel Mims",NYJ,"WR49","64","238","108.8","28.5","-"
"117",8,"Mecole Hardman Jr.",NYJ,"WR50","76","199","114.8","24.9","-66"
"118",8,"Tony Pollard",DAL,"RB36","76","175","119.4","23.1","+16"
"119",8,"Hayden Hurst",CAR,"TE16","79","223","134.4","29.9","+6"
"120",8,"Sterling Shepard",NYG,"WR51","88","186","126.3","20.6","-28"
"121",8,"T.Y. Hilton",FA,"WR52","59","191","113.8","32.8","-65"
"122",8,"Damien Harris",BUF,"RB37","69","191","125.3","33.2","+42"
"123",8,"N'Keal Harry",FA,"WR53","76","215","115.4","34.4","-53"
"124",8,"Corey Davis",NYJ,"WR54","68","195","125.8","31.1","-"
