"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Dez Bryant",FA,"WR1","1","4","1.9","1.1","-"
"2",1,"Julio Jones",FA,"WR2","1","6","3.4","1.5","-"
"3",1,"Odell Beckham Jr.",BAL,"WR3","1","8","4.1","2.4","-"
"4",1,"Antonio Brown",FA,"WR4","2","7","4.3","1.7","-"
"5",2,"Le'Veon Bell",FA,"RB1","2","10","5.7","2.5","-"
"6",2,"A.J. Green",FA,"WR5","4","14","6.4","2.6","-"
"7",2,"Demaryius Thomas",FA,"WR6","5","17","8.7","3.1","-"
"8",2,"Rob Gronkowski",FA,"TE1","5","18","10.0","3.7","-"
"9",3,"Eddie Lacy",FA,"RB2","5","24","12.1","5.5","-"
"10",3,"Alshon Jeffery",FA,"WR7","8","19","12.6","2.7","-"
"11",3,"Calvin Johnson",FA,"WR8","7","23","12.7","4.2","-"
"12",3,"Mike Evans",TB,"WR9","7","22","13.1","4.2","-"
"13",3,"Randall Cobb",NYJ,"WR10","8","25","15.6","3.8","-"
"14",3,"Todd Gurley II",FA,"RB3","6","28","16.0","6.3","-"
"15",3,"Andrew Luck",FA,"QB1","11","21","16.6","3.4","-"
"16",3,"DeAndre Hopkins",ARI,"WR11","4","27","17.1","6.7","-"
"17",4,"Jimmy Graham",FA,"TE2","9","44","21.0","8.6","-"
"18",4,"Jamaal Charles",FA,"RB4","8","40","21.4","9.4","-"
"19",4,"Aaron Rodgers",NYJ,"QB2","16","30","21.4","4.4","-"
"20",4,"Jeremy Hill",FA,"RB5","9","45","21.7","8.5","-"
"21",4,"Sammy Watkins",FA,"WR12","11","30","21.9","5.3","-"
"22",4,"DeMarco Murray",FA,"RB6","11","34","22.5","8.0","-"
"23",4,"Amari Cooper",CLE,"WR13","11","53","24.9","10.6","-"
"24",4,"Jordy Nelson",FA,"WR14","16","49","26.5","8.9","-"
"25",4,"T.Y. Hilton",FA,"WR15","17","44","26.6","7.1","-"
"26",4,"Keenan Allen",LAC,"WR16","16","39","26.9","6.5","-"
"27",4,"LeSean McCoy",FA,"RB7","13","58","27.2","12.3","-"
"28",4,"Brandin Cooks",DAL,"WR17","19","42","28.9","6.3","-"
"29",5,"Melvin Gordon III",FA,"RB8","17","58","31.8","9.9","-"
"30",5,"Jordan Matthews",FA,"WR18","18","53","35.4","10.0","-"
"31",5,"Russell Wilson",DEN,"QB3","27","53","36.9","6.8","-"
"32",5,"Matt Forte",FA,"RB9","25","67","38.2","12.0","-"
"33",5,"Kevin White",FA,"WR19","27","78","39.1","12.9","-"
"34",5,"Marshawn Lynch",FA,"RB10","24","81","39.5","13.6","-"
"35",5,"Cam Newton",FA,"QB4","30","54","39.6","7.2","-"
"36",5,"Carlos Hyde",FA,"RB11","15","69","40.3","15.5","-"
"37",5,"DeVante Parker",NE,"WR20","24","85","40.6","15.2","-"
"38",5,"Adrian Peterson",FA,"RB12","23","83","42.9","17.7","-"
"39",5,"Allen Robinson II",PIT,"WR21","15","74","43.0","14.9","-"
"40",5,"Kelvin Benjamin",FA,"WR22","25","69","43.4","14.0","-"
"41",6,"Lamar Miller",FA,"RB13","23","68","46.4","12.5","-"
"42",6,"Travis Kelce",KC,"TE3","31","71","47.6","15.2","-"
"43",6,"Nelson Agholor",BAL,"WR23","36","70","49.0","10.4","-"
"44",6,"C.J. Anderson",FA,"RB14","23","106","49.2","21.4","-"
"45",6,"Michael Floyd",FA,"WR24","31","95","50.6","15.1","-"
"46",6,"Mark Ingram II",FA,"RB15","35","90","50.8","13.9","-"
"47",6,"Emmanuel Sanders",FA,"WR25","34","77","52.6","13.3","-"
"48",6,"Brandon Marshall",FA,"WR26","35","91","54.6","15.4","-"
"49",6,"Ameer Abdullah",LV,"RB16","37","86","55.0","14.8","-"
"50",6,"Martavis Bryant",FA,"WR27","44","83","55.1","11.6","-"
"51",6,"Jarvis Landry",FA,"WR28","42","84","56.0","10.7","-"
"52",6,"T.J. Yeldon",FA,"RB17","34","93","56.2","15.9","-"
"53",6,"Giovani Bernard",FA,"RB18","28","80","56.6","14.7","-"
"54",6,"Alfred Morris",FA,"RB19","27","80","45.9","14.7","-"
"55",6,"Matt Ryan",FA,"QB5","36","102","58.1","17.4","-"
"56",6,"Golden Tate",FA,"WR29","48","76","58.1","8.1","-"
"57",6,"Jeremy Maclin",FA,"WR30","49","70","58.3","6.0","-"
"58",6,"DeSean Jackson",FA,"WR31","44","91","60.5","12.5","-"
"59",6,"Dorial Green-Beckham",FA,"WR32","32","180","62.1","35.1","-"
"60",7,"Davante Adams",LV,"WR33","43","97","63.0","12.3","-"
"61",7,"Isaiah Crowell",FA,"RB20","39","81","66.5","12.3","-"
"62",7,"Greg Olsen",FA,"TE4","45","78","66.7","10.5","-"
"63",7,"Arian Foster",FA,"RB21","34","158","70.3","32.6","-"
"64",7,"Eric Decker",FA,"WR34","45","108","72.3","19.7","-"
"65",7,"Julius Thomas",FA,"TE5","49","105","76.4","13.8","-"
"66",7,"Torrey Smith",FA,"WR35","53","92","67.2","12.4","-"
"67",7,"Andre Ellington",FA,"RB22","45","88","68.6","13.8","-"
"68",7,"Julian Edelman",FA,"WR36","41","131","78.4","22.8","-"
"69",7,"Breshad Perriman",FA,"WR37","47","151","72.0","26.3","-"
"70",7,"Donte Moncrief",FA,"WR38","44","169","81.6","32.0","-"
"71",7,"John Brown",FA,"WR39","51","120","84.9","22.6","-"
"72",7,"Kendall Wright",FA,"WR40","66","127","85.0","17.3","-"
