"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Saquon Barkley",NYG,"RB1","1","4","1.4","0.6","0"
"2",1,"Christian McCaffrey",SF,"RB2","1","5","2.5","1.3","0"
"3",1,"DeAndre Hopkins",ARI,"WR1","2","9","4.1","1.6","+2"
"4",1,"Ezekiel Elliott",FA,"RB3","2","9","4.7","2.0","0"
"5",1,"Alvin Kamara",NO,"RB4","2","12","5.4","2.1","-2"
"6",2,"Michael Thomas",NO,"WR2","3","12","6.7","2.6","+3"
"7",2,"Davante Adams",LV,"WR3","4","15","8.2","2.6","0"
"8",2,"Odell Beckham Jr.",BAL,"WR4","3","29","9.8","6.3","-2"
"9",2,"JuJu Smith-Schuster",NE,"WR5","5","27","11.6","5.1","-1"
"10",2,"Dalvin Cook",MIN,"RB5","3","24","12.8","5.4","+8"
"11",2,"Mike Evans",TB,"WR6","9","19","12.9","2.5","+1"
"12",2,"Joe Mixon",CIN,"RB6","7","24","13.6","5.0","-1"
"13",2,"Nick Chubb",CLE,"RB7","6","25","14.7","4.5","0"
"14",3,"Julio Jones",FA,"WR7","8","29","16.2","4.7","+1"
"15",3,"Amari Cooper",CLE,"WR8","10","35","18.3","5.8","+7"
"16",3,"Melvin Gordon III",FA,"RB8","8","52","21.8","11.2","0"
"17",3,"Travis Kelce",KC,"TE1","14","38","21.8","4.9","+4"
"18",3,"Todd Gurley II",FA,"RB9","6","45","22.1","9.6","-1"
"19",3,"Tyreek Hill",MIA,"WR9","5","118","23.4","23.9","+1"
"20",3,"Stefon Diggs",BUF,"WR10","15","36","24.1","5.1","+7"
"21",3,"Keenan Allen",LAC,"WR11","15","38","24.1","6.0","+5"
"22",3,"George Kittle",SF,"TE2","15","34","25.4","4.5","+6"
"23",4,"James Conner",ARI,"RB10","10","64","27.0","14.0","-9"
"24",4,"Kenny Golladay",FA,"WR12","17","57","29.5","8.3","+12"
"25",4,"Le'Veon Bell",FA,"RB11","15","76","30.1","14.2","-6"
"26",4,"Patrick Mahomes II",KC,"QB1","10","48","31.1","7.1","-2"
"27",4,"Aaron Jones",GB,"RB12","14","42","31.3","7.1","+6"
"28",4,"Leonard Fournette",FA,"RB13","13","56","31.4","10.8","+3"
"29",4,"Kerryon Johnson",FA,"RB14","22","46","32.8","6.7","-6"
"30",4,"David Johnson",FA,"RB15","8","122","33.2","30.3","-20"
"31",4,"Josh Jacobs",LV,"RB16","15","55","33.6","10.7","+7"
"32",4,"Chris Godwin",TB,"WR13","7","78","33.8","16.3","+9"
"33",4,"DJ Moore",CHI,"WR14","17","77","36.5","15.2","+2"
"34",4,"Adam Thielen",CAR,"WR15","23","79","37.5","13.7","-5"
"35",4,"Cooper Kupp",LAR,"WR16","20","62","38.7","9.3","+7"
"36",5,"Zach Ertz",ARI,"TE3","25","71","40.4","12.5","-6"
"37",5,"Brandin Cooks",DAL,"WR17","19","90","41.6","19.8","-5"
"38",5,"T.Y. Hilton",FA,"WR18","24","89","44.3","15.0","-4"
"39",5,"Derrick Henry",TEN,"RB17","11","79","44.4","16.2","+8"
"40",5,"Robert Woods",HOU,"WR19","32","83","46.3","11.3","+3"
"41",5,"Deshaun Watson",CLE,"QB2","30","67","46.6","8.0","+5"
"42",5,"Calvin Ridley",JAC,"WR20","24","80","46.9","11.9","-3"
"43",5,"Marlon Mack",FA,"RB18","31","67","46.9","8.1","-6"
"44",5,"David Montgomery",DET,"RB19","23","131","50.0","18.3","0"
"45",5,"Allen Robinson II",PIT,"WR21","24","96","53.3","16.2","+12"
"46",5,"Sony Michel",FA,"RB20","20","137","53.6","25.0","-6"
"47",5,"A.J. Green",FA,"WR22","23","159","54.1","27.1","+2"
"48",5,"Evan Engram",JAC,"TE4","33","81","57.4","11.6","+7"
"49",5,"Miles Sanders",CAR,"RB21","23","183","57.6","28.9","+20"
"50",6,"Phillip Lindsay",FA,"RB22","32","93","58.5","12.0","-5"
"51",6,"Derrius Guice",FA,"RB23","30","123","58.6","17.2","+1"
"52",6,"Tyler Lockett",SEA,"WR23","26","100","58.7","20.1","+14"
"53",6,"Mike Williams",LAC,"WR24","34","123","60.1","17.3","+5"
"54",6,"Tyler Boyd",CIN,"WR25","41","129","61.5","16.1","0"
"55",6,"Baker Mayfield",TB,"QB3","31","114","61.9","22.9","+4"
"56",6,"Devonta Freeman",FA,"RB24","33","126","63.0","20.6","-8"
"57",6,"Jarvis Landry",FA,"WR26","45","127","63.4","17.3","-4"
"58",6,"Chris Carson",FA,"RB25","29","108","64.9","18.6","+9"
"59",6,"Hunter Henry",NE,"TE5","40","89","66.2","9.2","+2"
"60",6,"Courtland Sutton",DEN,"WR27","18","137","67.1","30.6","+2"
"61",6,"Aaron Rodgers",NYJ,"QB4","42","119","67.7","19.0","+7"
"62",6,"Russell Wilson",DEN,"QB5","41","103","69.6","14.5","+17"
"63",6,"O.J. Howard",LV,"TE6","33","120","69.8","22.5","-12"
"64",6,"Christian Kirk",JAC,"WR28","37","139","71.4","21.4","-4"
"65",6,"Mark Ingram II",FA,"RB26","44","126","73.9","17.5","-1"
"66",6,"Rashaad Penny",PHI,"RB27","49","121","74.1","16.6","-3"
"67",6,"Kareem Hunt",FA,"RB28","36","130","76.0","20.4","+16"
"68",6,"Corey Davis",NYJ,"WR29","38","157","76.1","30.4","+16"
"69",6,"Carson Wentz",FA,"QB6","42","104","76.1","15.4","+7"
"70",6,"N'Keal Harry",FA,"WR30","36","164","78.5","31.4","-14"
"71",6,"William Fuller V",FA,"WR31","51","119","78.9","14.7","+2"
"72",7,"Tarik Cohen",FA,"RB29","51","143","80.6","20.6","-2"
"73",7,"Antonio Brown",FA,"WR32","14","235","67.4","73.6","-48"
"74",7,"Lamar Jackson",BAL,"QB7","24","138","82.4","35.9","+37"
"75",7,"Kenyan Drake",FA,"RB30","48","126","75.8","15.3","-10"
"76",7,"David Njoku",CLE,"TE7","54","144","85.2","23.8","+6"
"77",7,"Kyler Murray",ARI,"QB8","39","193","86.5","26.3","+21"
"78",7,"Sammy Watkins",FA,"WR33","50","154","87.5","25.2","-7"
"79",7,"Tevin Coleman",FA,"RB31","52","160","81.2","21.5","-1"
"80",7,"Alshon Jeffery",FA,"WR34","58","157","88.5","23.2","-6"
"81",7,"DK Metcalf",SEA,"WR35","41","237","90.3","42.0","-6"
"82",7,"Damien Williams",FA,"RB32","42","181","84.4","36.6","-32"
"83",7,"Chosen Anderson",MIA,"WR36","52","142","92.8","21.4","+4"
"84",7,"Dak Prescott",DAL,"QB9","53","154","93.3","21.1","+39"
"85",7,"Julian Edelman",FA,"WR37","62","155","93.6","21.8","-4"
"86",7,"James White",FA,"RB33","61","136","86.8","14.1","-6"
"87",7,"Jared Goff",DET,"QB10","54","145","94.4","20.8","+12"
"88",7,"Matt Ryan",FA,"QB11","53","183","95.1","21.4","+3"
"89",7,"T.J. Hockenson",MIN,"TE8","60","181","95.6","28.1","0"
"90",7,"Sterling Shepard",NYG,"WR38","68","159","96.8","21.7","-4"
"91",7,"A.J. Brown",PHI,"WR39","20","258","98.6","58.4","-6"
"92",7,"Cam Newton",FA,"QB12","54","140","99.8","22.6","+2"
"93",7,"Royce Freeman",FA,"RB34","68","138","93.5","16.4","0"
"94",7,"Michael Gallup",DAL,"WR40","39","172","94.6","33.9","+26"
"95",7,"Anthony Miller",PIT,"WR41","68","154","102.1","21.8","-3"
"96",7,"Austin Hooper",LV,"TE9","43","157","104.4","30.9","+33"
"97",7,"Curtis Samuel",WAS,"WR42","55","166","98.1","25.0","+6"
"98",8,"Austin Ekeler",LAC,"RB35","44","156","95.5","31.2","+4"
"99",8,"Noah Fant",SEA,"TE10","59","192","109.4","30.2","+15"
"100",8,"Dallas Goedert",PHI,"TE11","82","144","109.4","16.7","+9"
"101",8,"Marvin Jones Jr.",DET,"WR43","77","143","104.1","18.1","-5"
"102",8,"Jameis Winston",NO,"QB13","61","158","111.1","21.5","+16"
"103",8,"Mark Andrews",BAL,"TE12","38","176","112.4","41.1","+31"
"104",8,"Dede Westbrook",FA,"WR44","65","180","106.5","24.8","0"
"105",8,"Deebo Samuel",SF,"WR45","47","269","110.4","49.0","+25"
"106",8,"Matt Breida",NYG,"RB36","71","180","113.3","21.4","+26"
"107",8,"Sam Darnold",SF,"QB14","66","172","120.2","20.8","+35"
"108",8,"Jimmy Garoppolo",LV,"QB15","81","183","120.5","24.8","+13"
"109",8,"Eric Ebron",FA,"TE13","76","216","115.3","32.6","-21"
"110",8,"Dante Pettis",CHI,"WR46","52","237","102.2","39.5","-38"
"111",8,"Kirk Cousins",MIN,"QB16","80","189","119.2","21.5","+53"
"112",8,"Marquise Brown",ARI,"WR47","57","267","113.3","48.4","-6"
"113",8,"Josh Allen",BUF,"QB17","57","205","121.0","31.7","+23"
"114",8,"James Washington",NO,"WR48","84","176","122.2","22.6","-9"
"115",8,"Devin Singletary",HOU,"RB37","32","263","102.3","50.5","-5"
"116",8,"Mitch Trubisky",PIT,"QB18","84","194","123.8","28.7","+11"
"117",8,"Duke Johnson Jr.",FA,"RB38","73","173","119.3","25.1","+28"
"118",8,"Ronald Jones II",DAL,"RB39","82","269","119.6","30.0","-28"
"119",8,"John Brown",FA,"WR49","75","186","125.5","24.4","+22"
"120",8,"Jordan Howard",FA,"RB40","74","192","119.9","27.4","-23"
"121",8,"Latavius Murray",BUF,"RB41","87","225","129.8","27.5","-5"
"122",8,"Golden Tate",FA,"WR50","99","175","125.4","18.7","0"
"123",8,"Darrell Henderson Jr.",FA,"RB42","59","195","112.1","32.7","-46"
"124",8,"Jared Cook",FA,"TE14","73","204","138.8","25.3","+7"
"125",8,"Nyheim Hines",BUF,"RB43","92","166","133.0","19.8","-12"
"126",8,"Parris Campbell",NYG,"WR51","76","234","121.2","37.5","-19"
"127",9,"Damien Harris",BUF,"RB44","63","262","129.3","37.0","-27"
"128",9,"Keke Coutee",FA,"WR52","85","178","123.9","28.1","-33"
"129",9,"Drew Brees",FA,"QB19","85","205","132.4","28.9","-3"
"130",9,"Matthew Stafford",LAR,"QB20","84","234","140.9","33.0","+81"
"131",9,"Emmanuel Sanders",FA,"WR53","106","187","140.3","19.6","-3"
"132",9,"Chris Herndon IV",FA,"TE15","102","185","141.9","22.2","+35"
"133",9,"Trey Burton",FA,"TE16","89","257","145.9","41.3","-25"
"134",9,"DeVante Parker",NE,"WR54","38","244","135.3","45.0","+28"
"135",9,"Lamar Miller",FA,"RB45","75","291","135.6","49.5","-"
"136",9,"Tre'Quan Smith",NO,"WR55","107","233","143.0","26.2","+25"
"137",9,"Vance McDonald",FA,"TE17","90","233","143.6","37.6","-20"
