"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"DeAndre Hopkins",ARI,"WR1","1","8","2.6","1.6","+3"
"2",1,"Odell Beckham Jr.",BAL,"WR2","1","7","2.7","1.9","0"
"3",1,"Todd Gurley II",FA,"RB1","1","6","2.9","1.3","-2"
"4",1,"Ezekiel Elliott",FA,"RB2","3","9","4.8","1.2","-1"
"5",2,"Antonio Brown",FA,"WR3","2","17","7.5","4.2","+2"
"6",2,"Michael Thomas",NO,"WR4","5","11","8.5","1.5","+4"
"7",2,"Alvin Kamara",NO,"RB3","3","20","8.5","3.3","+2"
"8",2,"Saquon Barkley",NYG,"RB4","1","65","9.3","11.6","-3"
"9",2,"Mike Evans",TB,"WR5","7","19","10.9","3.3","+4"
"10",3,"David Johnson",FA,"RB5","4","21","11.3","5.0","-2"
"11",3,"Le'Veon Bell",FA,"RB6","5","29","12.4","7.5","-5"
"12",3,"Davante Adams",LV,"WR6","5","24","14.0","5.0","+4"
"13",3,"Julio Jones",FA,"WR7","9","19","14.2","2.4","+4"
"14",3,"Keenan Allen",LAC,"WR8","10","21","15.3","2.8","+1"
"15",3,"Christian McCaffrey",SF,"RB7","2","33","17.3","7.4","+3"
"16",3,"Dalvin Cook",MIN,"RB8","8","35","17.6","5.2","-2"
"17",3,"Melvin Gordon III",FA,"RB9","10","29","17.7","5.6","+2"
"18",4,"Tyreek Hill",MIA,"WR9","8","34","20.0","6.5","+6"
"19",4,"A.J. Green",FA,"WR10","13","41","20.9","6.5","+3"
"20",4,"Leonard Fournette",FA,"RB10","11","41","21.2","9.2","-8"
"21",4,"Amari Cooper",CLE,"WR11","12","37","22.5","5.9","0"
"22",4,"Kareem Hunt",FA,"RB11","8","67","22.7","17.9","-11"
"23",4,"Joe Mixon",CIN,"RB12","10","38","23.0","7.0","-3"
"24",4,"Stefon Diggs",BUF,"WR12","16","33","23.2","4.4","-1"
"25",4,"Travis Kelce",KC,"TE1","20","37","26.3","4.5","+4"
"26",4,"Brandin Cooks",DAL,"WR13","19","43","27.2","5.1","+4"
"27",4,"Adam Thielen",CAR,"WR14","16","38","28.9","6.3","+8"
"28",4,"JuJu Smith-Schuster",NE,"WR15","10","49","29.6","9.6","0"
"29",5,"Allen Robinson II",PIT,"WR16","20","59","31.5","10.6","-3"
"30",5,"Corey Davis",NYJ,"WR17","19","49","32.5","5.8","+1"
"31",5,"T.Y. Hilton",FA,"WR18","26","52","32.6","5.3","+1"
"32",5,"Zach Ertz",ARI,"TE2","22","41","33.5","6.0","+13"
"33",5,"Jarvis Landry",FA,"WR19","26","60","34.5","7.4","+3"
"34",5,"Devonta Freeman",FA,"RB13","19","76","38.5","15.1","-9"
"35",5,"Alshon Jeffery",FA,"WR20","34","66","43.9","7.8","+11"
"36",5,"Aaron Rodgers",NYJ,"QB1","26","68","44.7","8.7","+2"
"37",6,"Sammy Watkins",FA,"WR21","31","80","48.2","12.1","+11"
"38",6,"Jordan Howard",FA,"RB14","22","106","48.7","22.4","-11"
"39",6,"Sony Michel",FA,"RB15","24","152","50.2","27.1","+4"
"40",6,"Carson Wentz",FA,"QB2","37","97","50.7","13.5","+2"
"41",6,"Derrius Guice",FA,"RB16","27","116","50.8","24.5","-"
"42",6,"Rob Gronkowski",FA,"TE3","28","189","53.1","34.4","-8"
"43",6,"Russell Wilson",DEN,"QB3","40","83","53.2","12.4","+7"
"44",6,"Evan Engram",JAC,"TE4","38","82","53.3","13.0","-3"
"45",6,"Doug Baldwin",FA,"WR22","29","117","53.8","25.7","-8"
