"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Odell Beckham Jr.",BAL,"WR1","1","5","1.5","1.0","-"
"2",1,"Antonio Brown",FA,"WR2","2","6","3.2","1.1","-"
"3",1,"Julio Jones",FA,"WR3","2","8","4.3","1.4","-"
"4",1,"DeAndre Hopkins",ARI,"WR4","2","11","5.5","3.0","-"
"5",2,"Amari Cooper",CLE,"WR5","4","9","6.3","1.7","-"
"6",2,"Mike Evans",TB,"WR6","2","15","6.4","3.8","-"
"7",2,"Allen Robinson II",PIT,"WR7","5","16","8.9","3.1","-"
"8",2,"Ezekiel Elliott",FA,"RB1","2","31","9.5","6.7","-"
"9",2,"Le'Veon Bell",FA,"RB2","4","17","10.2","3.3","-"
"10",2,"A.J. Green",FA,"WR8","6","13","10.3","2.0","-"
"11",2,"Dez Bryant",FA,"WR9","7","16","11.5","2.7","-"
"12",3,"Todd Gurley II",FA,"RB3","6","27","12.9","5.9","-"
"13",3,"David Johnson",FA,"RB4","2","26","13.5","7.5","-"
"14",3,"Rob Gronkowski",FA,"TE1","8","31","14.5","6.1","-"
"15",3,"Sammy Watkins",FA,"WR10","10","25","15.1","3.7","-"
"16",3,"Alshon Jeffery",FA,"WR11","12","29","15.4","3.6","-"
"17",3,"T.Y. Hilton",FA,"WR12","8","27","17.4","4.1","-"
"18",3,"Brandin Cooks",DAL,"WR13","12","25","17.4","3.2","-"
"19",3,"Keenan Allen",LAC,"WR14","15","46","19.8","6.8","-"
"20",3,"Demaryius Thomas",FA,"WR15","16","28","20.9","3.8","-"
"21",4,"Andrew Luck",FA,"QB1","17","42","24.4","6.5","-"
"22",4,"Devonta Freeman",FA,"RB5","16","48","26.5","8.8","-"
"23",4,"Lamar Miller",FA,"RB6","19","49","28.1","7.8","-"
"24",4,"Jarvis Landry",FA,"WR16","20","45","28.4","7.4","-"
"25",4,"Donte Moncrief",FA,"WR17","19","59","28.6","8.3","-"
"26",4,"Aaron Rodgers",NYJ,"QB2","22","47","28.8","6.5","-"
"27",4,"Randall Cobb",NYJ,"WR18","19","69","30.9","13.3","-"
"28",4,"DeVante Parker",NE,"WR19","20","67","31.2","10.1","-"
