"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"LeSean McCoy",FA,"RB1","1","11","4.5","3.1","-"
"2",1,"Dez Bryant",FA,"WR1","2","9","4.5","2.4","-"
"3",1,"A.J. Green",FA,"WR2","1","13","5.7","4.1","-"
"4",1,"Jamaal Charles",FA,"RB2","2","10","6.1","2.7","-"
"5",2,"Demaryius Thomas",FA,"WR3","4","12","7.7","2.9","-"
"6",2,"Calvin Johnson",FA,"WR4","2","22","7.9","7.0","-"
"7",2,"Julio Jones",FA,"WR5","5","15","8.1","3.1","-"
"8",2,"Eddie Lacy",FA,"RB3","3","14","8.4","3.3","-"
"9",3,"Jimmy Graham",FA,"TE1","7","30","12.2","8.2","-"
"10",3,"Alshon Jeffery",FA,"WR6","8","29","15.3","6.1","-"
"11",3,"Le'Veon Bell",FA,"RB4","1","30","16.1","9.9","-"
"12",3,"Antonio Brown",FA,"WR7","4","30","16.1","7.7","-"
"13",3,"DeMarco Murray",FA,"RB5","4","29","17.7","8.5","-"
"14",3,"Giovani Bernard",FA,"RB6","7","41","18.9","10.8","-"
"15",3,"Matt Forte",FA,"RB7","9","31","20.0","6.8","-"
"16",4,"Randall Cobb",NYJ,"WR8","13","33","21.8","6.2","-"
"17",4,"Aaron Rodgers",NYJ,"QB1","17","37","23.7","5.5","-"
"18",4,"Adrian Peterson",FA,"RB8","4","73","24.3","20.7","-"
"19",4,"Keenan Allen",LAC,"WR9","15","41","24.9","9.1","-"
"20",4,"Andrew Luck",FA,"QB2","15","38","25.1","6.9","-"
"21",4,"Rob Gronkowski",FA,"TE2","6","58","25.3","14.9","-"
"22",4,"Sammy Watkins",FA,"WR10","16","48","25.8","10.1","-"
"23",4,"Jordy Nelson",FA,"WR11","17","38","26.1","5.5","-"
"24",4,"Brandon Marshall",FA,"WR12","12","50","28.0","12.6","-"
"25",4,"Alfred Morris",FA,"RB9","14","52","29.8","11.9","-"
"26",4,"Mike Evans",TB,"WR13","12","59","30.8","12.5","-"
"27",4,"Marshawn Lynch",FA,"RB10","12","55","30.9","14.4","-"
"28",5,"Michael Floyd",FA,"WR14","13","56","34.5","12.0","-"
"29",5,"Julius Thomas",FA,"TE3","23","46","38.2","6.2","-"
"30",5,"Arian Foster",FA,"RB11","19","60","38.6","15.4","-"
"31",5,"Cam Newton",FA,"QB3","27","54","39.5","8.3","-"
"32",5,"Matthew Stafford",LAR,"QB4","27","56","41.9","6.4","-"
"33",5,"Cordarrelle Patterson",ATL,"RB12","16","89","43.5","23.5","-"
"34",5,"Josh Gordon",FA,"WR15","10","100","43.7","24.6","-"
"35",5,"DeAndre Hopkins",ARI,"WR16","20","87","43.8","19.7","-"
"36",5,"Montee Ball",FA,"RB13","14","95","44.3","25.1","-"
"37",6,"Drew Brees",FA,"QB5","20","62","45.5","11.7","-"
"38",6,"Doug Martin",FA,"RB14","13","119","46.3","40.3","-"
"39",6,"Andre Ellington",FA,"RB15","27","69","46.3","14.6","-"
"40",6,"Torrey Smith",FA,"WR17","30","69","47.7","12.0","-"
"41",6,"T.Y. Hilton",FA,"WR18","32","74","48.5","12.1","-"
"42",6,"Brandin Cooks",DAL,"WR19","31","87","51.0","16.1","-"
"43",6,"C.J. Spiller",FA,"RB16","28","122","51.5","29.9","-"
"44",6,"Russell Wilson",DEN,"QB6","35","76","52.1","11.7","-"
