"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Calvin Johnson",FA,"WR1","1","13","2.8","3.3","-"
"2",1,"A.J. Green",FA,"WR2","2","8","3.9","2.0","-"
"3",1,"Doug Martin",FA,"RB1","1","11","4.0","2.9","-"
"4",1,"LeSean McCoy",FA,"RB2","2","8","5.0","1.7","-"
"5",2,"Jamaal Charles",FA,"RB3","3","11","6.9","2.4","-"
"6",2,"C.J. Spiller",FA,"RB4","3","12","7.2","2.4","-"
"7",2,"Dez Bryant",FA,"WR3","3","12","7.3","2.4","-"
"8",2,"Trent Richardson",FA,"RB5","4","13","7.5","2.7","-"
"9",2,"Julio Jones",FA,"WR4","4","15","8.2","3.4","-"
"10",2,"Adrian Peterson",FA,"RB6","2","21","8.3","5.0","-"
"11",3,"Ray Rice",FA,"RB7","9","17","11.5","2.0","-"
"12",3,"Arian Foster",FA,"RB8","4","24","12.2","5.2","-"
"13",3,"Jimmy Graham",FA,"TE1","9","19","13.6","2.8","-"
"14",3,"Demaryius Thomas",FA,"WR5","13","17","15.2","1.1","-"
"15",4,"Aaron Rodgers",NYJ,"QB1","10","29","17.7","5.6","-"
"16",4,"Brandon Marshall",FA,"WR6","14","27","18.2","3.4","-"
"17",4,"Randall Cobb",NYJ,"WR7","15","24","18.8","2.9","-"
"18",4,"Marshawn Lynch",FA,"RB9","10","35","19.5","6.5","-"
"19",4,"Alfred Morris",FA,"RB10","12","32","20.7","5.3","-"
"20",4,"Rob Gronkowski",FA,"TE2","15","32","21.8","4.1","-"
"21",4,"Matt Forte",FA,"RB11","15","36","22.5","6.3","-"
"22",4,"Larry Fitzgerald",FA,"WR8","20","42","25.2","6.9","-"
"23",4,"Andrew Luck",FA,"QB2","18","37","25.9","5.7","-"
"24",4,"Victor Cruz",FA,"WR9","18","35","25.9","5.2","-"
"25",4,"David Wilson",FA,"RB12","19","48","27.5","9.0","-"
"26",5,"Drew Brees",FA,"QB3","22","36","29.5","3.7","-"
"27",5,"Cam Newton",FA,"QB4","21","47","30.3","6.4","-"
"28",5,"Hakeem Nicks",FA,"WR10","23","43","31.7","6.7","-"
"29",5,"DeMarco Murray",FA,"RB13","22","46","32.2","6.2","-"
"30",5,"Robert Griffin III",FA,"QB5","25","46","33.8","5.5","-"
