"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Jonathan Taylor",IND,"RB1","1","8","2.1","1.8","0"
"2",1,"Justin Jefferson",MIN,"WR1","1","9","3.8","2.3","+1"
"3",1,"Ja'Marr Chase",CIN,"WR2","1","11","4.1","2.3","-1"
"4",1,"Christian McCaffrey",SF,"RB2","2","17","6.2","3.8","+1"
"5",2,"CeeDee Lamb",DAL,"WR3","3","27","9.8","4.5","+3"
"6",2,"D'Andre Swift",PHI,"RB3","2","46","11.2","9.6","+1"
"7",2,"A.J. Brown",PHI,"WR4","3","33","12.8","6.7","+8"
"8",2,"Javonte Williams",DEN,"RB4","2","46","14.1","11.4","+1"
"9",2,"Austin Ekeler",LAC,"RB5","5","42","14.3","6.7","+1"
"10",2,"Cooper Kupp",LAR,"WR5","4","38","14.5","8.3","-4"
"11",2,"Kyle Pitts",ATL,"TE1","3","59","14.8","9.5","0"
"12",2,"Najee Harris",PIT,"RB6","2","54","15.3","16.2","-8"
"13",2,"Breece Hall",NYJ,"RB7","1","60","16.7","13.5","+3"
"14",3,"Joe Mixon",CIN,"RB8","4","51","18.3","11.2","0"
"15",3,"Stefon Diggs",BUF,"WR6","6","31","18.5","6.6","+2"
"16",3,"Saquon Barkley",NYG,"RB9","2","52","18.9","11.4","+4"
"17",3,"Davante Adams",LV,"WR7","11","34","19.1","6.2","+1"
"18",3,"Tee Higgins",CIN,"WR8","9","43","20.8","7.6","+8"
"19",3,"Jaylen Waddle",MIA,"WR9","5","35","21.9","8.4","+2"
"20",3,"Tyreek Hill",MIA,"WR10","9","34","23.0","6.5","+7"
"21",3,"Dalvin Cook",MIN,"RB10","4","71","23.0","13.2","-9"
"22",3,"Nick Chubb",CLE,"RB11","4","46","24.1","8.5","+1"
"23",3,"Deebo Samuel",SF,"WR11","9","51","25.4","9.5","-10"
"24",3,"Mark Andrews",BAL,"TE2","10","63","19.2","9.3","-2"
"25",4,"Alvin Kamara",NO,"RB12","12","85","29.9","15.6","-1"
"26",4,"Travis Etienne Jr.",JAC,"RB13","3","70","30.9","15.7","+5"
"27",4,"DK Metcalf",SEA,"WR12","10","41","25.0","6.7","+1"
"28",4,"Derrick Henry",TEN,"RB14","7","62","32.9","12.3","-9"
"29",4,"Kenneth Walker III",SEA,"RB15","4","132","33.2","23.9","+18"
"30",4,"DJ Moore",CHI,"WR13","16","70","35.7","10.2","+7"
"31",4,"Chris Godwin",TB,"WR14","26","58","36.2","6.5","+14"
"32",4,"Michael Pittman Jr.",IND,"WR15","21","75","37.3","8.6","-2"
"33",4,"Josh Allen",BUF,"QB1","15","185","32.1","20.2","-8"
"34",4,"Travis Kelce",KC,"TE3","7","92","32.5","15.9","-1"
"35",4,"Terry McLaurin",WAS,"WR16","29","67","42.1","9.1","0"
"36",4,"Diontae Johnson",PIT,"WR17","24","110","43.3","18.8","+2"
"37",4,"J.K. Dobbins",BAL,"RB16","19","110","45.6","20.4","+2"
"38",5,"Aaron Jones",GB,"RB17","21","100","48.4","11.3","-4"
"39",5,"Amon-Ra St. Brown",DET,"WR18","8","111","49.1","25.2","+11"
"40",5,"Josh Jacobs",LV,"RB18","13","92","50.3","20.1","+30"
"41",5,"Patrick Mahomes II",KC,"QB2","17","189","44.6","19.3","-12"
"42",5,"Cam Akers",LAR,"RB19","13","135","52.3","31.3","-10"
"43",5,"Rashod Bateman",BAL,"WR19","30","109","53.9","16.5","+14"
"44",5,"DeVonta Smith",PHI,"WR20","19","101","48.2","14.3","+21"
"45",5,"David Montgomery",DET,"RB20","14","104","55.5","17.9","-1"
"46",5,"George Kittle",SF,"TE4","16","95","49.8","18.2","-4"
"47",5,"Mike Evans",TB,"WR21","27","97","50.1","15.6","-6"
"48",5,"Justin Herbert",LAC,"QB3","20","198","50.9","20.8","-12"
"49",5,"Antonio Gibson",WAS,"RB21","19","110","57.8","24.5","+2"
"50",5,"AJ Dillon",GB,"RB22","23","81","58.0","11.0","+8"
"51",5,"Jerry Jeudy",DEN,"WR22","33","107","55.0","14.8","+3"
"52",5,"Elijah Moore",CLE,"WR23","29","148","63.3","27.0","+7"
"53",5,"Joe Burrow",CIN,"QB4","26","197","57.8","18.9","-4"
"54",5,"Lamar Jackson",BAL,"QB5","24","217","59.5","21.6","-11"
"55",5,"Leonard Fournette",FA,"RB23","31","120","66.0","19.1","-9"
"56",5,"T.J. Hockenson",MIN,"TE5","22","133","66.3","16.2","+12"
"57",6,"Tony Pollard",DAL,"RB24","21","106","69.6","20.7","+33"
"58",6,"Keenan Allen",LAC,"WR24","33","126","64.4","19.8","-10"
"59",6,"Ezekiel Elliott",FA,"RB25","30","129","70.6","20.3","-3"
"60",6,"Amari Cooper",CLE,"WR25","36","110","65.0","15.3","+9"
"61",6,"Dallas Goedert",PHI,"TE6","22","138","72.2","16.8","+21"
"62",6,"Mike Williams",LAC,"WR26","36","203","66.8","23.0","-1"
"63",6,"Courtland Sutton",DEN,"WR27","35","107","66.9","19.7","-1"
"64",6,"James Conner",ARI,"RB26","32","127","73.8","19.3","+3"
"65",6,"Miles Sanders",CAR,"RB27","44","134","75.0","18.4","+21"
"66",6,"Drake London",ATL,"WR28","14","228","43.1","28.8","-26"
"67",6,"DeAndre Hopkins",ARI,"WR29","34","111","69.6","18.5","+26"
"68",6,"Elijah Mitchell",SF,"RB28","32","155","77.1","28.2","-4"
"69",6,"Kyler Murray",ARI,"QB6","36","223","71.2","23.6","-14"
"70",6,"Marquise Brown",ARI,"WR30","34","111","65.9","18.2","-18"
"71",6,"Rhamondre Stevenson",NE,"RB29","13","193","75.1","38.5","+34"
"72",6,"Gabe Davis",BUF,"WR31","42","160","82.3","22.6","+9"
"73",6,"Pat Freiermuth",PIT,"TE7","53","137","83.4","14.3","+21"
"74",6,"Jalen Hurts",PHI,"QB7","23","192","77.7","27.9","+2"
"75",6,"Darren Waller",NYG,"TE8","50","156","80.8","23.6","-15"
