"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","R.Wilson","","27","0.311","0.642","0.642","51.9%","71.4","61.5","9.9","12.5"
"2","D.Prescott","","30","0.337","0.641","0.641","70.0%","79.2","64.6","14.6","9.0"
"3","C.Wentz","","35","0.293","0.610","0.610","51.4%","76.7","68.4","8.2","6.5"
"4","A.Rodgers","","31","0.228","0.545","0.545","51.6%","62.5","62.6","-0.1","9.0"
"5","T.Siemian","","45","0.262","0.474","0.474","55.6%","67.6","57.9","9.8","6.8"
"6","M.Ryan","","36","0.191","0.431","0.431","55.6%","66.7","67.4","-0.8","6.0"
"7","M.Stafford","","47","0.245","0.454","0.403","55.3%","70.0","62.3","7.7","9.6"
"8","A.Smith","","35","0.170","0.253","0.253","45.7%","75.8","70.1","5.6","6.2"
"9","K.Cousins","","41","0.120","0.205","0.205","48.8%","61.8","61.8","-0.1","8.6"
"10","P.Rivers","","43","0.106","0.134","0.129","53.5%","70.3","68.0","2.3","6.8"
"11","E.Manning","","45","0.098","0.135","0.115","53.3%","65.8","65.0","0.8","8.5"
"12","C.Keenum","","32","0.054","0.176","0.085","46.9%","53.8","64.0","-10.1","6.4"
"13","D.Carr","","40","0.044","0.054","0.054","40.0%","58.8","62.5","-3.7","10.7"
"14","B.Hoyer","","51","0.067","0.026","0.026","45.1%","66.7","64.3","2.4","8.6"
"15","D.Brees","","59","0.071","0.118","-0.013","50.8%","66.0","69.1","-3.0","7.8"
"16","J.Brissett","","29","-0.005","-0.020","-0.020","37.9%","57.9","65.8","-7.9","7.3"
"17","S.Bradford","","30","0.040","-0.024","-0.024","43.3%","64.3","63.9","0.4","6.3"
"18","A.Dalton","","42","0.095","-0.026","-0.026","47.6%","75.0","64.5","10.5","7.3"
"19","J.Winston","","67","0.082","0.081","-0.026","52.2%","63.2","61.8","1.4","6.7"
"20","C.Kessler","","43","0.030","-0.018","-0.032","41.9%","63.6","65.3","-1.7","7.1"
"21","A.Luck","","44","0.109","0.135","-0.057","56.8%","68.6","65.8","2.7","8.0"
"22","R.Tannehill","","42","0.060","-0.069","-0.136","47.6%","69.4","63.7","5.7","9.2"
"23","C.Palmer","","59","-0.017","-0.183","-0.192","42.4%","52.0","59.6","-7.6","11.2"
"24","T.Taylor","","38","-0.017","-0.198","-0.198","26.3%","56.0","63.8","-7.8","10.7"
"25","C.Newton","","54","0.040","-0.212","-0.212","40.7%","60.0","57.5","2.5","11.1"
"26","B.Bortles","","47","0.019","-0.213","-0.213","42.6%","63.2","64.4","-1.2","8.4"
"27","B.Roethlisberger","","51","-0.022","-0.203","-0.214","35.3%","54.5","63.1","-8.6","8.3"
"28","J.Flacco","","47","0.053","-0.212","-0.236","42.6%","72.5","67.6","4.9","6.7"
"29","B.Gabbert","","30","-0.021","-0.295","-0.295","33.3%","56.0","65.3","-9.3","7.1"
"30","B.Osweiler","","45","-0.006","-0.295","-0.302","48.9%","60.0","66.5","-6.5","7.5"
"31","M.Mariota","","40","-0.019","-0.324","-0.326","35.0%","53.1","62.2","-9.1","10.2"
"32","R.Fitzpatrick","","49","-0.052","-0.302","-0.453","40.8%","45.5","60.5","-15.1","8.9"
