"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","M.Ryan","","25","0.410","0.870","0.870","68.0%","77.3","61.5","15.8","11.3"
"2","M.Moore","","20","0.387","0.790","0.790","55.0%","70.6","54.8","15.7","12.4"
"3","A.Luck","","31","0.277","0.522","0.522","61.3%","75.0","65.0","10.0","8.2"
"4","R.Wilson","","34","0.290","0.437","0.437","55.9%","79.2","62.3","16.8","9.0"
"5","C.Palmer","","43","0.219","0.374","0.374","60.5%","70.0","62.6","7.4","10.2"
"6","B.Roethlisberger","","44","0.176","0.340","0.340","52.3%","60.0","58.8","1.2","10.8"
"7","D.Brees","","54","0.238","0.384","0.296","51.9%","77.1","66.8","10.3","7.0"
"8","T.Taylor","","33","0.173","0.241","0.241","51.5%","70.8","63.8","7.1","7.3"
"9","T.Savage","","42","0.132","0.195","0.195","52.4%","63.9","61.1","2.8","10.3"
"10","D.Carr","","35","0.109","0.195","0.195","51.4%","63.3","64.8","-1.5","7.0"
"11","D.Prescott","","45","0.203","0.159","0.159","51.1%","88.9","70.8","18.1","6.3"
"12","E.Manning","","31","0.123","0.135","0.135","45.2%","71.4","66.3","5.2","6.9"
"13","M.Barkley","","46","0.167","0.185","0.134","63.0%","69.8","60.0","9.7","11.7"
"14","A.Dalton","","31","0.108","0.138","0.095","51.6%","69.6","67.3","2.3","5.9"
"15","C.Newton","","42","0.054","0.082","0.082","45.2%","60.0","63.6","-3.6","9.4"
"16","P.Rivers","","33","0.063","0.073","0.073","42.4%","58.6","60.1","-1.5","9.8"
"17","M.Stafford","","45","0.063","0.036","0.036","46.7%","63.2","62.2","1.0","9.1"
"18","A.Rodgers","","39","0.108","0.036","0.036","46.2%","63.3","54.1","9.3","13.4"
"19","C.Kaepernick","","38","0.004","0.026","0.026","39.5%","60.6","69.6","-9.0","6.5"
"20","M.Mariota","","35","0.068","0.020","0.020","40.0%","65.5","62.5","3.0","9.4"
"21","T.Brady","","35","-0.019","0.009","0.009","45.7%","51.6","63.8","-12.2","7.5"
"22","R.Griffin III","","44","0.026","0.001","0.001","38.6%","63.0","66.6","-3.6","8.8"
"23","J.Winston","","42","0.007","-0.004","-0.039","40.5%","51.5","58.2","-6.6","14.4"
"24","C.Wentz","","49","-0.047","-0.089","-0.089","40.8%","52.4","65.6","-13.2","4.8"
"25","J.Goff","","34","-0.017","-0.090","-0.090","41.2%","52.0","59.8","-7.8","10.8"
"26","A.Smith","","34","-0.032","-0.103","-0.104","35.3%","53.6","63.9","-10.3","7.6"
"27","K.Cousins","","51","0.017","-0.067","-0.148","51.0%","68.1","70.1","-2.0","6.5"
"28","J.Flacco","","33","-0.031","-0.107","-0.179","42.4%","55.2","65.4","-10.2","8.4"
"29","S.Bradford","","49","0.046","-0.182","-0.213","51.0%","76.2","72.3","3.9","6.0"
"30","B.Petty","","42","-0.020","-0.258","-0.293","33.3%","57.1","66.0","-8.8","8.2"
"31","T.Siemian","","45","0.026","-0.264","-0.318","46.7%","64.1","64.6","-0.5","8.9"
"32","B.Bortles","","35","-0.074","-0.395","-0.395","25.7%","42.9","62.8","-19.9","9.1"
