"","Player","Team","Plays","EPA+CPOE composite","Adj. EPA/play","EPA/play","Success rate","Cmp%","Expected cmp%","CPOE","Air yards"
"1","M.Ryan","","31","0.219","0.485","0.485","48.4%","64.3","62.9","1.4","5.6"
"2","S.Bradford","","38","0.224","0.429","0.429","50.0%","70.6","65.2","5.4","6.9"
"3","A.Rodgers","","28","0.278","0.385","0.385","53.6%","78.3","60.9","17.3","9.2"
"4","K.Cousins","","26","0.235","0.396","0.290","53.8%","66.7","57.6","9.1","11.1"
"5","T.Brady","","42","0.185","0.292","0.281","47.6%","67.6","61.8","5.7","9.1"
"6","J.Winston","","34","0.126","0.212","0.212","55.9%","61.5","61.1","0.4","10.3"
"7","C.Wentz","","54","0.144","0.158","0.146","51.9%","69.6","62.0","7.6","6.7"
"8","A.Dalton","","34","0.138","0.132","0.132","58.8%","71.4","63.2","8.3","7.0"
"9","M.Barkley","","37","0.053","0.118","0.118","45.9%","62.5","68.8","-6.3","7.4"
"10","M.Stafford","","46","0.067","0.159","0.096","52.2%","61.8","68.4","-6.6","7.2"
"11","B.Bortles","","46","0.059","0.090","0.090","39.1%","62.2","65.5","-3.4","8.1"
"12","J.Flacco","","55","0.087","0.074","0.074","40.0%","71.2","68.3","2.9","6.3"
"13","R.Tannehill","","27","0.123","0.063","0.049","51.9%","75.0","64.8","10.2","6.7"
"14","T.Taylor","","37","0.048","0.038","0.038","37.8%","60.0","61.9","-1.9","9.3"
"15","T.Siemian","","56","0.105","0.010","0.010","46.4%","68.6","58.4","10.3","8.0"
"16","A.Smith","","28","0.075","0.063","-0.022","42.9%","68.0","66.6","1.4","7.9"
"17","B.Osweiler","","28","0.043","-0.015","-0.062","50.0%","60.9","60.4","0.4","9.1"
"18","A.Luck","","51","-0.013","-0.001","-0.067","43.1%","54.5","65.0","-10.4","7.8"
"19","B.Petty","","47","0.050","-0.073","-0.074","40.4%","65.7","61.7","4.0","10.3"
"20","D.Brees","","44","0.020","-0.083","-0.096","43.2%","61.0","62.2","-1.2","9.2"
"21","P.Rivers","","44","0.046","-0.161","-0.183","38.6%","58.3","54.5","3.9","12.9"
"22","B.Roethlisberger","","31","-0.019","-0.047","-0.196","48.4%","54.8","64.1","-9.3","8.4"
"23","C.Newton","","39","-0.065","-0.182","-0.204","35.9%","37.0","53.3","-16.3","11.4"
"24","C.Kaepernick","","31","-0.033","-0.220","-0.220","35.5%","57.7","68.6","-10.9","7.5"
"25","R.Griffin III","","39","-0.063","-0.235","-0.235","30.8%","42.9","59.2","-16.3","10.7"
"26","C.Palmer","","43","-0.009","-0.262","-0.279","44.2%","54.5","61.3","-6.8","7.1"
"27","E.Manning","","33","-0.011","-0.273","-0.359","39.4%","60.7","67.9","-7.2","7.3"
"28","D.Carr","","46","-0.085","-0.380","-0.380","23.9%","41.5","63.2","-21.7","8.1"
"29","J.Goff","","50","-0.015","-0.241","-0.382","36.0%","58.5","66.2","-7.7","5.5"
"30","M.Mariota","","29","-0.110","-0.390","-0.390","27.6%","31.6","57.8","-26.3","10.1"
"31","R.Wilson","","47","0.018","-0.350","-0.438","51.1%","56.4","59.1","-2.7","10.6"
"32","D.Prescott","","42","-0.051","-0.492","-0.502","23.8%","45.9","62.5","-16.6","9.1"
